"arm","model","q","frac_stage1","frac_stage2","T1","T2","n1","n2","b2","s_ref","K1_tar","K1","K2_tar","K2","cost_proxy","T_fd_budget","eligible","runtime_sec","l2_error","method","T_fd","K_fd_tar","K_fd","T_fs","b_fs","K_fs_tar","K_fs","experiment_id","config_id","n","p","s_star","s","rep_id","q_selected","T1_selected","T2_selected","seed_data","seed_algo_ts","seed_algo_fs","df_X","df_eps","theta_magnitude","validation_metric","tuning_selection_rule"
"TS","linear",0.5,0.5,0.5,200,12,900,900,75,20,150,90,8,7,180900,101,TRUE,35.4200000000001,0.577337573022241,"TS",NA,NA,NA,NA,NA,NA,NA,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar20_s40_h09446984",1800,1800,20,40,39,0.5,200,12,20590459,20600459,20900459,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"FD","linear",NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,101,TRUE,24.5599999999999,1.56032176649401,"FD_budget",101,150,150,NA,NA,NA,NA,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar20_s40_h09446984",1800,1800,20,40,39,0.5,200,12,20590459,20600459,20900459,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"FS","linear",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101,TRUE,3.09999999999991,17.4399726399994,"FS",NA,NA,NA,22,81,8,8,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar20_s40_h09446984",1800,1800,20,40,39,0.5,200,12,20590459,20600459,20900459,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"TS","linear",0.5,0.5,0.5,200,12,900,900,75,20,150,90,8,7,180900,101,TRUE,37.6099999999999,0.450445804858551,"TS",NA,NA,NA,NA,NA,NA,NA,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar20_s40_h09446984",1800,1800,20,40,40,0.5,200,12,20590460,20600460,20900460,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"FD","linear",NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,101,TRUE,25.4200000000001,1.92796046448845,"FD_budget",101,150,150,NA,NA,NA,NA,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar20_s40_h09446984",1800,1800,20,40,40,0.5,200,12,20590460,20600460,20900460,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"FS","linear",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101,TRUE,3.09000000000015,19.2408680419953,"FS",NA,NA,NA,22,81,8,8,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar20_s40_h09446984",1800,1800,20,40,40,0.5,200,12,20590460,20600460,20900460,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"TS","linear",0.5,0.5,0.5,200,12,900,900,75,20,150,90,8,7,180900,101,TRUE,36.25,0.551497369088878,"TS",NA,NA,NA,NA,NA,NA,NA,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar20_s40_h09446984",1800,1800,20,40,41,0.5,200,12,20590461,20600461,20900461,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"FD","linear",NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,101,TRUE,25.5599999999999,1.31409231705066,"FD_budget",101,150,150,NA,NA,NA,NA,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar20_s40_h09446984",1800,1800,20,40,41,0.5,200,12,20590461,20600461,20900461,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"FS","linear",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101,TRUE,3.44000000000005,19.5598207565846,"FS",NA,NA,NA,22,81,8,8,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar20_s40_h09446984",1800,1800,20,40,41,0.5,200,12,20590461,20600461,20900461,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"TS","linear",0.5,0.5,0.5,200,12,900,900,75,20,150,90,8,7,180900,101,TRUE,36.3100000000002,1.31952115833521,"TS",NA,NA,NA,NA,NA,NA,NA,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar20_s40_h09446984",1800,1800,20,40,42,0.5,200,12,20590462,20600462,20900462,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"FD","linear",NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,101,TRUE,24.8400000000001,1.66343567374915,"FD_budget",101,150,150,NA,NA,NA,NA,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar20_s40_h09446984",1800,1800,20,40,42,0.5,200,12,20590462,20600462,20900462,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"FS","linear",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101,TRUE,3,18.0821819212886,"FS",NA,NA,NA,22,81,8,8,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar20_s40_h09446984",1800,1800,20,40,42,0.5,200,12,20590462,20600462,20900462,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"TS","linear",0.5,0.5,0.5,200,12,900,900,75,20,150,90,8,7,180900,101,TRUE,37.8599999999999,0.456137174164693,"TS",NA,NA,NA,NA,NA,NA,NA,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar20_s40_h09446984",1800,1800,20,40,43,0.5,200,12,20590463,20600463,20900463,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"FD","linear",NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,101,TRUE,26,1.13537713006197,"FD_budget",101,150,150,NA,NA,NA,NA,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar20_s40_h09446984",1800,1800,20,40,43,0.5,200,12,20590463,20600463,20900463,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"FS","linear",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101,TRUE,3.17000000000007,21.4045828774351,"FS",NA,NA,NA,22,81,8,8,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar20_s40_h09446984",1800,1800,20,40,43,0.5,200,12,20590463,20600463,20900463,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"TS","linear",0.5,0.5,0.5,200,12,900,900,75,20,150,90,8,7,180900,101,TRUE,36.8499999999999,0.586398318543155,"TS",NA,NA,NA,NA,NA,NA,NA,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar20_s40_h09446984",1800,1800,20,40,44,0.5,200,12,20590464,20600464,20900464,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"FD","linear",NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,101,TRUE,26.5999999999999,1.62924713298423,"FD_budget",101,150,150,NA,NA,NA,NA,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar20_s40_h09446984",1800,1800,20,40,44,0.5,200,12,20590464,20600464,20900464,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"FS","linear",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101,TRUE,3.23000000000002,19.7067344113814,"FS",NA,NA,NA,22,81,8,8,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar20_s40_h09446984",1800,1800,20,40,44,0.5,200,12,20590464,20600464,20900464,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"TS","linear",0.5,0.5,0.5,200,12,900,900,75,20,150,90,8,7,180900,101,TRUE,37.1400000000003,0.947696307472292,"TS",NA,NA,NA,NA,NA,NA,NA,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar20_s40_h09446984",1800,1800,20,40,45,0.5,200,12,20590465,20600465,20900465,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"FD","linear",NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,101,TRUE,25.3799999999997,1.16982847015229,"FD_budget",101,150,150,NA,NA,NA,NA,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar20_s40_h09446984",1800,1800,20,40,45,0.5,200,12,20590465,20600465,20900465,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"FS","linear",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101,TRUE,2.73000000000002,19.1813308801896,"FS",NA,NA,NA,22,81,8,8,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar20_s40_h09446984",1800,1800,20,40,45,0.5,200,12,20590465,20600465,20900465,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"TS","linear",0.5,0.5,0.5,200,12,900,900,75,20,150,90,8,7,180900,101,TRUE,37.3799999999999,0.489341474573354,"TS",NA,NA,NA,NA,NA,NA,NA,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar20_s40_h09446984",1800,1800,20,40,46,0.5,200,12,20590466,20600466,20900466,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"FD","linear",NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,101,TRUE,25.9899999999998,1.01992417902299,"FD_budget",101,150,150,NA,NA,NA,NA,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar20_s40_h09446984",1800,1800,20,40,46,0.5,200,12,20590466,20600466,20900466,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"FS","linear",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101,TRUE,3.55000000000018,20.7567354010353,"FS",NA,NA,NA,22,81,8,8,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar20_s40_h09446984",1800,1800,20,40,46,0.5,200,12,20590466,20600466,20900466,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"TS","linear",0.5,0.5,0.5,200,12,900,900,75,20,150,90,8,7,180900,101,TRUE,37.8400000000001,0.685593230316401,"TS",NA,NA,NA,NA,NA,NA,NA,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar20_s40_h09446984",1800,1800,20,40,47,0.5,200,12,20590467,20600467,20900467,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"FD","linear",NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,101,TRUE,26.4100000000003,1.43191336675476,"FD_budget",101,150,150,NA,NA,NA,NA,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar20_s40_h09446984",1800,1800,20,40,47,0.5,200,12,20590467,20600467,20900467,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"FS","linear",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101,TRUE,3.32999999999993,19.8585562555975,"FS",NA,NA,NA,22,81,8,8,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar20_s40_h09446984",1800,1800,20,40,47,0.5,200,12,20590467,20600467,20900467,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"TS","linear",0.5,0.5,0.5,200,12,900,900,75,20,150,90,8,7,180900,101,TRUE,37.3399999999999,0.43002302132888,"TS",NA,NA,NA,NA,NA,NA,NA,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar20_s40_h09446984",1800,1800,20,40,48,0.5,200,12,20590468,20600468,20900468,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"FD","linear",NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,101,TRUE,25.5,1.48660182128275,"FD_budget",101,150,150,NA,NA,NA,NA,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar20_s40_h09446984",1800,1800,20,40,48,0.5,200,12,20590468,20600468,20900468,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"FS","linear",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101,TRUE,2.76000000000022,17.7175789884007,"FS",NA,NA,NA,22,81,8,8,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar20_s40_h09446984",1800,1800,20,40,48,0.5,200,12,20590468,20600468,20900468,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"TS","linear",0.5,0.5,0.5,200,12,900,900,75,20,150,90,8,7,180900,101,TRUE,44.75,0.755332698836142,"TS",NA,NA,NA,NA,NA,NA,NA,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar20_s40_h09446984",1800,1800,20,40,49,0.5,200,12,20590469,20600469,20900469,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"FD","linear",NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,101,TRUE,23.6500000000001,1.52108932814187,"FD_budget",101,150,150,NA,NA,NA,NA,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar20_s40_h09446984",1800,1800,20,40,49,0.5,200,12,20590469,20600469,20900469,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"FS","linear",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101,TRUE,2.61999999999989,18.1460742358724,"FS",NA,NA,NA,22,81,8,8,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar20_s40_h09446984",1800,1800,20,40,49,0.5,200,12,20590469,20600469,20900469,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"TS","linear",0.5,0.5,0.5,200,12,900,900,75,20,150,90,8,7,180900,101,TRUE,44.1600000000003,0.529388680678662,"TS",NA,NA,NA,NA,NA,NA,NA,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar20_s40_h09446984",1800,1800,20,40,50,0.5,200,12,20590470,20600470,20900470,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"FD","linear",NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,101,TRUE,23.1399999999999,1.51030400015856,"FD_budget",101,150,150,NA,NA,NA,NA,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar20_s40_h09446984",1800,1800,20,40,50,0.5,200,12,20590470,20600470,20900470,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"FS","linear",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101,TRUE,2.67000000000007,17.0400125782732,"FS",NA,NA,NA,22,81,8,8,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar20_s40_h09446984",1800,1800,20,40,50,0.5,200,12,20590470,20600470,20900470,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"TS","linear",0.5,0.5,0.5,200,12,900,900,75,20,150,90,8,7,180900,101,TRUE,43.6900000000001,0.686058510918398,"TS",NA,NA,NA,NA,NA,NA,NA,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar20_s40_h09446984",1800,1800,20,40,51,0.5,200,12,20590471,20600471,20900471,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"FD","linear",NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,101,TRUE,24.73,1.62502991359954,"FD_budget",101,150,150,NA,NA,NA,NA,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar20_s40_h09446984",1800,1800,20,40,51,0.5,200,12,20590471,20600471,20900471,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"FS","linear",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101,TRUE,3.06999999999971,19.8494068901137,"FS",NA,NA,NA,22,81,8,8,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar20_s40_h09446984",1800,1800,20,40,51,0.5,200,12,20590471,20600471,20900471,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"TS","linear",0.5,0.5,0.5,200,12,900,900,75,20,150,90,8,7,180900,101,TRUE,41.21,0.797377705780851,"TS",NA,NA,NA,NA,NA,NA,NA,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar20_s40_h09446984",1800,1800,20,40,52,0.5,200,12,20590472,20600472,20900472,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"FD","linear",NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,101,TRUE,22.54,1.32862807484939,"FD_budget",101,150,150,NA,NA,NA,NA,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar20_s40_h09446984",1800,1800,20,40,52,0.5,200,12,20590472,20600472,20900472,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"FS","linear",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101,TRUE,2.79999999999973,19.0017614159822,"FS",NA,NA,NA,22,81,8,8,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar20_s40_h09446984",1800,1800,20,40,52,0.5,200,12,20590472,20600472,20900472,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"TS","linear",0.5,0.5,0.5,200,12,900,900,75,20,150,90,8,7,180900,101,TRUE,42.48,0.478479141636764,"TS",NA,NA,NA,NA,NA,NA,NA,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar20_s40_h09446984",1800,1800,20,40,53,0.5,200,12,20590473,20600473,20900473,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"FD","linear",NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,101,TRUE,22.3499999999999,1.29490736210656,"FD_budget",101,150,150,NA,NA,NA,NA,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar20_s40_h09446984",1800,1800,20,40,53,0.5,200,12,20590473,20600473,20900473,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"FS","linear",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101,TRUE,2.73000000000002,17.5931463238659,"FS",NA,NA,NA,22,81,8,8,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar20_s40_h09446984",1800,1800,20,40,53,0.5,200,12,20590473,20600473,20900473,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"TS","linear",0.5,0.5,0.5,200,12,900,900,75,20,150,90,8,7,180900,101,TRUE,42.6400000000003,0.552167170666569,"TS",NA,NA,NA,NA,NA,NA,NA,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar20_s40_h09446984",1800,1800,20,40,54,0.5,200,12,20590474,20600474,20900474,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"FD","linear",NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,101,TRUE,22.1299999999997,1.01054928042437,"FD_budget",101,150,150,NA,NA,NA,NA,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar20_s40_h09446984",1800,1800,20,40,54,0.5,200,12,20590474,20600474,20900474,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"FS","linear",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101,TRUE,2.80999999999995,20.1865518222886,"FS",NA,NA,NA,22,81,8,8,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar20_s40_h09446984",1800,1800,20,40,54,0.5,200,12,20590474,20600474,20900474,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"TS","linear",0.5,0.5,0.5,200,12,900,900,75,20,150,90,8,7,180900,101,TRUE,42.6299999999997,0.655805049488342,"TS",NA,NA,NA,NA,NA,NA,NA,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar20_s40_h09446984",1800,1800,20,40,55,0.5,200,12,20590475,20600475,20900475,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"FD","linear",NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,101,TRUE,23.9700000000003,2.35799158980972,"FD_budget",101,150,150,NA,NA,NA,NA,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar20_s40_h09446984",1800,1800,20,40,55,0.5,200,12,20590475,20600475,20900475,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"FS","linear",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101,TRUE,2.86000000000013,18.7014003207543,"FS",NA,NA,NA,22,81,8,8,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar20_s40_h09446984",1800,1800,20,40,55,0.5,200,12,20590475,20600475,20900475,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"TS","linear",0.5,0.5,0.5,200,12,900,900,75,20,150,90,8,7,180900,101,TRUE,38.6399999999999,0.468892350245412,"TS",NA,NA,NA,NA,NA,NA,NA,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar20_s40_h09446984",1800,1800,20,40,56,0.5,200,12,20590476,20600476,20900476,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"FD","linear",NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,101,TRUE,22.75,2.00036876292737,"FD_budget",101,150,150,NA,NA,NA,NA,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar20_s40_h09446984",1800,1800,20,40,56,0.5,200,12,20590476,20600476,20900476,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"FS","linear",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101,TRUE,3.0300000000002,18.8710196423131,"FS",NA,NA,NA,22,81,8,8,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar20_s40_h09446984",1800,1800,20,40,56,0.5,200,12,20590476,20600476,20900476,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"TS","linear",0.5,0.5,0.5,200,12,900,900,75,20,150,90,8,7,180900,101,TRUE,37.0599999999999,0.864034496962725,"TS",NA,NA,NA,NA,NA,NA,NA,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar20_s40_h09446984",1800,1800,20,40,57,0.5,200,12,20590477,20600477,20900477,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"FD","linear",NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,101,TRUE,22.8699999999999,1.70016472191007,"FD_budget",101,150,150,NA,NA,NA,NA,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar20_s40_h09446984",1800,1800,20,40,57,0.5,200,12,20590477,20600477,20900477,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"FS","linear",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101,TRUE,3.14000000000033,20.8963457954819,"FS",NA,NA,NA,22,81,8,8,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar20_s40_h09446984",1800,1800,20,40,57,0.5,200,12,20590477,20600477,20900477,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"TS","linear",0.5,0.5,0.5,200,12,900,900,75,20,150,90,8,7,180900,101,TRUE,37.8299999999999,0.867743920754188,"TS",NA,NA,NA,NA,NA,NA,NA,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar20_s40_h09446984",1800,1800,20,40,58,0.5,200,12,20590478,20600478,20900478,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"FD","linear",NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,101,TRUE,22.8000000000002,1.31842380788312,"FD_budget",101,150,150,NA,NA,NA,NA,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar20_s40_h09446984",1800,1800,20,40,58,0.5,200,12,20590478,20600478,20900478,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"FS","linear",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101,TRUE,2.81999999999971,19.6778284837401,"FS",NA,NA,NA,22,81,8,8,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar20_s40_h09446984",1800,1800,20,40,58,0.5,200,12,20590478,20600478,20900478,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"TS","linear",0.5,0.5,0.5,200,12,900,900,75,20,150,90,8,7,180900,101,TRUE,37.8599999999997,0.858937771690478,"TS",NA,NA,NA,NA,NA,NA,NA,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar20_s40_h09446984",1800,1800,20,40,59,0.5,200,12,20590479,20600479,20900479,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"FD","linear",NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,101,TRUE,23.3300000000004,1.43244221501101,"FD_budget",101,150,150,NA,NA,NA,NA,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar20_s40_h09446984",1800,1800,20,40,59,0.5,200,12,20590479,20600479,20900479,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"FS","linear",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101,TRUE,2.75,20.620632256701,"FS",NA,NA,NA,22,81,8,8,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar20_s40_h09446984",1800,1800,20,40,59,0.5,200,12,20590479,20600479,20900479,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"TS","linear",0.5,0.5,0.5,200,12,900,900,75,20,150,90,8,7,180900,101,TRUE,37.75,0.49576950111752,"TS",NA,NA,NA,NA,NA,NA,NA,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar20_s40_h09446984",1800,1800,20,40,60,0.5,200,12,20590480,20600480,20900480,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"FD","linear",NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,101,TRUE,24.2199999999998,1.50152459844633,"FD_budget",101,150,150,NA,NA,NA,NA,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar20_s40_h09446984",1800,1800,20,40,60,0.5,200,12,20590480,20600480,20900480,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"FS","linear",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101,TRUE,3.11000000000013,21.0563781546191,"FS",NA,NA,NA,22,81,8,8,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar20_s40_h09446984",1800,1800,20,40,60,0.5,200,12,20590480,20600480,20900480,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
