"arm","model","q","frac_stage1","frac_stage2","T1","T2","n1","n2","b2","s_ref","K1_tar","K1","K2_tar","K2","cost_proxy","T_fd_budget","eligible","runtime_sec","l2_error","method","T_fd","K_fd_tar","K_fd","T_fs","b_fs","K_fs_tar","K_fs","experiment_id","config_id","n","p","s_star","s","rep_id","q_selected","T1_selected","T2_selected","seed_data","seed_algo_ts","seed_algo_fs","df_X","df_eps","theta_magnitude","validation_metric","tuning_selection_rule"
"FS","linear",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,TRUE,1.6400000000001,6.93890592398481,"FS",NA,NA,NA,22,81,8,8,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar5_s10_h19756f1c",1800,1800,5,10,22,0.5,150,8,20390442,20400442,20500442,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"TS","linear",0.5,0.5,0.5,150,8,900,900,112,5,38,38,8,8,135896,76,TRUE,15.1900000000001,0.147025401319328,"TS",NA,NA,NA,NA,NA,NA,NA,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar5_s10_h19756f1c",1800,1800,5,10,23,0.5,150,8,20390443,20400443,20500443,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"FD","linear",NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,76,TRUE,10.6499999999999,0.357550262051285,"FD_budget",76,38,38,NA,NA,NA,NA,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar5_s10_h19756f1c",1800,1800,5,10,23,0.5,150,8,20390443,20400443,20500443,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"FS","linear",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,TRUE,1.61000000000013,8.14488342389988,"FS",NA,NA,NA,22,81,8,8,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar5_s10_h19756f1c",1800,1800,5,10,23,0.5,150,8,20390443,20400443,20500443,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"TS","linear",0.5,0.5,0.5,150,8,900,900,112,5,38,38,8,8,135896,76,TRUE,15.26,0.141355866784475,"TS",NA,NA,NA,NA,NA,NA,NA,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar5_s10_h19756f1c",1800,1800,5,10,24,0.5,150,8,20390444,20400444,20500444,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"FD","linear",NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,76,TRUE,10.55,0.387827465480932,"FD_budget",76,38,38,NA,NA,NA,NA,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar5_s10_h19756f1c",1800,1800,5,10,24,0.5,150,8,20390444,20400444,20500444,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"FS","linear",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,TRUE,1.81999999999994,6.97153454574986,"FS",NA,NA,NA,22,81,8,8,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar5_s10_h19756f1c",1800,1800,5,10,24,0.5,150,8,20390444,20400444,20500444,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"TS","linear",0.5,0.5,0.5,150,8,900,900,112,5,38,38,8,8,135896,76,TRUE,15.8699999999999,0.143208907912048,"TS",NA,NA,NA,NA,NA,NA,NA,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar5_s10_h19756f1c",1800,1800,5,10,25,0.5,150,8,20390445,20400445,20500445,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"FD","linear",NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,76,TRUE,10.3200000000002,0.472697868292735,"FD_budget",76,38,38,NA,NA,NA,NA,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar5_s10_h19756f1c",1800,1800,5,10,25,0.5,150,8,20390445,20400445,20500445,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"FS","linear",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,TRUE,1.74000000000001,7.21104758155133,"FS",NA,NA,NA,22,81,8,8,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar5_s10_h19756f1c",1800,1800,5,10,25,0.5,150,8,20390445,20400445,20500445,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"TS","linear",0.5,0.5,0.5,150,8,900,900,112,5,38,38,8,8,135896,76,TRUE,14.9499999999998,0.199835258724577,"TS",NA,NA,NA,NA,NA,NA,NA,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar5_s10_h19756f1c",1800,1800,5,10,26,0.5,150,8,20390446,20400446,20500446,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"FD","linear",NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,76,TRUE,10.8000000000002,0.405603438967427,"FD_budget",76,38,38,NA,NA,NA,NA,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar5_s10_h19756f1c",1800,1800,5,10,26,0.5,150,8,20390446,20400446,20500446,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"FS","linear",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,TRUE,1.73000000000002,6.21313305433948,"FS",NA,NA,NA,22,81,8,8,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar5_s10_h19756f1c",1800,1800,5,10,26,0.5,150,8,20390446,20400446,20500446,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"TS","linear",0.5,0.5,0.5,150,8,900,900,112,5,38,38,8,8,135896,76,TRUE,16.6700000000001,0.206481600199595,"TS",NA,NA,NA,NA,NA,NA,NA,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar5_s10_h19756f1c",1800,1800,5,10,27,0.5,150,8,20390447,20400447,20500447,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"FD","linear",NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,76,TRUE,10.6600000000001,0.225349234885912,"FD_budget",76,38,38,NA,NA,NA,NA,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar5_s10_h19756f1c",1800,1800,5,10,27,0.5,150,8,20390447,20400447,20500447,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"FS","linear",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,TRUE,1.54999999999995,5.57717173888639,"FS",NA,NA,NA,22,81,8,8,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar5_s10_h19756f1c",1800,1800,5,10,27,0.5,150,8,20390447,20400447,20500447,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"TS","linear",0.5,0.5,0.5,150,8,900,900,112,5,38,38,8,8,135896,76,TRUE,16.8499999999999,0.194768366624795,"TS",NA,NA,NA,NA,NA,NA,NA,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar5_s10_h19756f1c",1800,1800,5,10,28,0.5,150,8,20390448,20400448,20500448,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"FD","linear",NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,76,TRUE,10,0.293034270797872,"FD_budget",76,38,38,NA,NA,NA,NA,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar5_s10_h19756f1c",1800,1800,5,10,28,0.5,150,8,20390448,20400448,20500448,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"FS","linear",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,TRUE,1.30999999999995,11.490356670944,"FS",NA,NA,NA,22,81,8,8,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar5_s10_h19756f1c",1800,1800,5,10,28,0.5,150,8,20390448,20400448,20500448,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"TS","linear",0.5,0.5,0.5,150,8,900,900,112,5,38,38,8,8,135896,76,TRUE,16,0.242532569564582,"TS",NA,NA,NA,NA,NA,NA,NA,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar5_s10_h19756f1c",1800,1800,5,10,29,0.5,150,8,20390449,20400449,20500449,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"FD","linear",NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,76,TRUE,10.4199999999998,0.426147983374916,"FD_budget",76,38,38,NA,NA,NA,NA,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar5_s10_h19756f1c",1800,1800,5,10,29,0.5,150,8,20390449,20400449,20500449,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"FS","linear",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,TRUE,1.47999999999979,6.31687711271582,"FS",NA,NA,NA,22,81,8,8,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar5_s10_h19756f1c",1800,1800,5,10,29,0.5,150,8,20390449,20400449,20500449,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"TS","linear",0.5,0.5,0.5,150,8,900,900,112,5,38,38,8,8,135896,76,TRUE,15.3500000000001,0.127282749971148,"TS",NA,NA,NA,NA,NA,NA,NA,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar5_s10_h19756f1c",1800,1800,5,10,30,0.5,150,8,20390450,20400450,20500450,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"FD","linear",NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,76,TRUE,10.54,0.170082112933736,"FD_budget",76,38,38,NA,NA,NA,NA,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar5_s10_h19756f1c",1800,1800,5,10,30,0.5,150,8,20390450,20400450,20500450,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"FS","linear",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,TRUE,1.52999999999997,6.12634222669943,"FS",NA,NA,NA,22,81,8,8,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar5_s10_h19756f1c",1800,1800,5,10,30,0.5,150,8,20390450,20400450,20500450,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"TS","linear",0.5,0.5,0.5,150,8,900,900,112,5,38,38,8,8,135896,76,TRUE,16.03,0.264414100070319,"TS",NA,NA,NA,NA,NA,NA,NA,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar5_s10_h19756f1c",1800,1800,5,10,31,0.5,150,8,20390451,20400451,20500451,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"FD","linear",NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,76,TRUE,10.3,0.497555297238015,"FD_budget",76,38,38,NA,NA,NA,NA,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar5_s10_h19756f1c",1800,1800,5,10,31,0.5,150,8,20390451,20400451,20500451,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"FS","linear",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,TRUE,1.6400000000001,9.01541204891621,"FS",NA,NA,NA,22,81,8,8,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar5_s10_h19756f1c",1800,1800,5,10,31,0.5,150,8,20390451,20400451,20500451,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"TS","linear",0.5,0.5,0.5,150,8,900,900,112,5,38,38,8,8,135896,76,TRUE,16.1300000000001,0.215707959878411,"TS",NA,NA,NA,NA,NA,NA,NA,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar5_s10_h19756f1c",1800,1800,5,10,32,0.5,150,8,20390452,20400452,20500452,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"FD","linear",NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,76,TRUE,9.69000000000005,0.307912239755957,"FD_budget",76,38,38,NA,NA,NA,NA,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar5_s10_h19756f1c",1800,1800,5,10,32,0.5,150,8,20390452,20400452,20500452,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"FS","linear",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,TRUE,1.55999999999995,7.92047220449047,"FS",NA,NA,NA,22,81,8,8,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar5_s10_h19756f1c",1800,1800,5,10,32,0.5,150,8,20390452,20400452,20500452,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"TS","linear",0.5,0.5,0.5,150,8,900,900,112,5,38,38,8,8,135896,76,TRUE,17.3,0.154653624035599,"TS",NA,NA,NA,NA,NA,NA,NA,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar5_s10_h19756f1c",1800,1800,5,10,33,0.5,150,8,20390453,20400453,20500453,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"FD","linear",NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,76,TRUE,9.99000000000001,0.336382397260656,"FD_budget",76,38,38,NA,NA,NA,NA,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar5_s10_h19756f1c",1800,1800,5,10,33,0.5,150,8,20390453,20400453,20500453,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"FS","linear",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,TRUE,1.5,6.04453810570019,"FS",NA,NA,NA,22,81,8,8,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar5_s10_h19756f1c",1800,1800,5,10,33,0.5,150,8,20390453,20400453,20500453,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"TS","linear",0.5,0.5,0.5,150,8,900,900,112,5,38,38,8,8,135896,76,TRUE,15.54,0.159693711235255,"TS",NA,NA,NA,NA,NA,NA,NA,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar5_s10_h19756f1c",1800,1800,5,10,34,0.5,150,8,20390454,20400454,20500454,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"FD","linear",NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,76,TRUE,9.92000000000007,0.380983981733981,"FD_budget",76,38,38,NA,NA,NA,NA,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar5_s10_h19756f1c",1800,1800,5,10,34,0.5,150,8,20390454,20400454,20500454,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"FS","linear",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,TRUE,1.44000000000005,8.29176129554646,"FS",NA,NA,NA,22,81,8,8,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar5_s10_h19756f1c",1800,1800,5,10,34,0.5,150,8,20390454,20400454,20500454,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"TS","linear",0.5,0.5,0.5,150,8,900,900,112,5,38,38,8,8,135896,76,TRUE,15,0.259345168678338,"TS",NA,NA,NA,NA,NA,NA,NA,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar5_s10_h19756f1c",1800,1800,5,10,35,0.5,150,8,20390455,20400455,20500455,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"FD","linear",NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,76,TRUE,9.88999999999987,0.431716582009549,"FD_budget",76,38,38,NA,NA,NA,NA,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar5_s10_h19756f1c",1800,1800,5,10,35,0.5,150,8,20390455,20400455,20500455,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"FS","linear",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,TRUE,1.65999999999985,8.43412465444554,"FS",NA,NA,NA,22,81,8,8,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar5_s10_h19756f1c",1800,1800,5,10,35,0.5,150,8,20390455,20400455,20500455,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"TS","linear",0.5,0.5,0.5,150,8,900,900,112,5,38,38,8,8,135896,76,TRUE,16.25,0.267730139316073,"TS",NA,NA,NA,NA,NA,NA,NA,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar5_s10_h19756f1c",1800,1800,5,10,36,0.5,150,8,20390456,20400456,20500456,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"FD","linear",NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,76,TRUE,10.25,0.42664609414238,"FD_budget",76,38,38,NA,NA,NA,NA,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar5_s10_h19756f1c",1800,1800,5,10,36,0.5,150,8,20390456,20400456,20500456,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"FS","linear",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,TRUE,1.3900000000001,5.95316997172043,"FS",NA,NA,NA,22,81,8,8,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar5_s10_h19756f1c",1800,1800,5,10,36,0.5,150,8,20390456,20400456,20500456,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"TS","linear",0.5,0.5,0.5,150,8,900,900,112,5,38,38,8,8,135896,76,TRUE,16.1900000000001,0.185364645722608,"TS",NA,NA,NA,NA,NA,NA,NA,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar5_s10_h19756f1c",1800,1800,5,10,37,0.5,150,8,20390457,20400457,20500457,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"FD","linear",NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,76,TRUE,9.61999999999989,0.439416185588125,"FD_budget",76,38,38,NA,NA,NA,NA,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar5_s10_h19756f1c",1800,1800,5,10,37,0.5,150,8,20390457,20400457,20500457,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"FS","linear",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,TRUE,1.42000000000007,4.82962041488875,"FS",NA,NA,NA,22,81,8,8,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar5_s10_h19756f1c",1800,1800,5,10,37,0.5,150,8,20390457,20400457,20500457,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"TS","linear",0.5,0.5,0.5,150,8,900,900,112,5,38,38,8,8,135896,76,TRUE,16.4400000000001,0.165617292280855,"TS",NA,NA,NA,NA,NA,NA,NA,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar5_s10_h19756f1c",1800,1800,5,10,38,0.5,150,8,20390458,20400458,20500458,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"FD","linear",NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,76,TRUE,9.5,0.213385760272729,"FD_budget",76,38,38,NA,NA,NA,NA,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar5_s10_h19756f1c",1800,1800,5,10,38,0.5,150,8,20390458,20400458,20500458,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"FS","linear",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,TRUE,1.35000000000014,5.52542894679831,"FS",NA,NA,NA,22,81,8,8,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar5_s10_h19756f1c",1800,1800,5,10,38,0.5,150,8,20390458,20400458,20500458,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"TS","linear",0.5,0.5,0.5,150,8,900,900,112,5,38,38,8,8,135896,76,TRUE,16.3599999999999,0.217726869889174,"TS",NA,NA,NA,NA,NA,NA,NA,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar5_s10_h19756f1c",1800,1800,5,10,39,0.5,150,8,20390459,20400459,20500459,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"FD","linear",NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,76,TRUE,9.89999999999986,0.395458237664393,"FD_budget",76,38,38,NA,NA,NA,NA,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar5_s10_h19756f1c",1800,1800,5,10,39,0.5,150,8,20390459,20400459,20500459,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"FS","linear",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,TRUE,1.40999999999985,9.24584620324453,"FS",NA,NA,NA,22,81,8,8,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar5_s10_h19756f1c",1800,1800,5,10,39,0.5,150,8,20390459,20400459,20500459,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"TS","linear",0.5,0.5,0.5,150,8,900,900,112,5,38,38,8,8,135896,76,TRUE,15.1199999999999,0.157059228566924,"TS",NA,NA,NA,NA,NA,NA,NA,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar5_s10_h19756f1c",1800,1800,5,10,40,0.5,150,8,20390460,20400460,20500460,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"FD","linear",NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,76,TRUE,10.75,0.422494144535475,"FD_budget",76,38,38,NA,NA,NA,NA,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar5_s10_h19756f1c",1800,1800,5,10,40,0.5,150,8,20390460,20400460,20500460,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"FS","linear",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,TRUE,2.05999999999995,6.50132704043368,"FS",NA,NA,NA,22,81,8,8,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar5_s10_h19756f1c",1800,1800,5,10,40,0.5,150,8,20390460,20400460,20500460,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"TS","linear",0.5,0.5,0.5,150,8,900,900,112,5,38,38,8,8,135896,76,TRUE,15.03,0.166852402555501,"TS",NA,NA,NA,NA,NA,NA,NA,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar5_s10_h19756f1c",1800,1800,5,10,41,0.5,150,8,20390461,20400461,20500461,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"FD","linear",NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,76,TRUE,10.95,0.472356328631722,"FD_budget",76,38,38,NA,NA,NA,NA,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar5_s10_h19756f1c",1800,1800,5,10,41,0.5,150,8,20390461,20400461,20500461,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"FS","linear",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,TRUE,1.3900000000001,8.08252125362931,"FS",NA,NA,NA,22,81,8,8,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar5_s10_h19756f1c",1800,1800,5,10,41,0.5,150,8,20390461,20400461,20500461,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"TS","linear",0.5,0.5,0.5,150,8,900,900,112,5,38,38,8,8,135896,76,TRUE,15.1900000000001,0.209730054404821,"TS",NA,NA,NA,NA,NA,NA,NA,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar5_s10_h19756f1c",1800,1800,5,10,42,0.5,150,8,20390462,20400462,20500462,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"FD","linear",NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,76,TRUE,12.6700000000001,0.365627517709904,"FD_budget",76,38,38,NA,NA,NA,NA,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar5_s10_h19756f1c",1800,1800,5,10,42,0.5,150,8,20390462,20400462,20500462,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"FS","linear",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,TRUE,3.08000000000015,5.50354865256005,"FS",NA,NA,NA,22,81,8,8,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar5_s10_h19756f1c",1800,1800,5,10,42,0.5,150,8,20390462,20400462,20500462,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"TS","linear",0.5,0.5,0.5,150,8,900,900,112,5,38,38,8,8,135896,76,TRUE,16.1099999999999,0.150950071585978,"TS",NA,NA,NA,NA,NA,NA,NA,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar5_s10_h19756f1c",1800,1800,5,10,43,0.5,150,8,20390463,20400463,20500463,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"FD","linear",NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,76,TRUE,11.4100000000001,0.539305757428783,"FD_budget",76,38,38,NA,NA,NA,NA,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar5_s10_h19756f1c",1800,1800,5,10,43,0.5,150,8,20390463,20400463,20500463,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"FS","linear",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,TRUE,3.41000000000008,5.12826014781867,"FS",NA,NA,NA,22,81,8,8,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar5_s10_h19756f1c",1800,1800,5,10,43,0.5,150,8,20390463,20400463,20500463,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
"TS","linear",0.5,0.5,0.5,150,8,900,900,112,5,38,38,8,8,135896,76,TRUE,15.75,0.191703574042264,"TS",NA,NA,NA,NA,NA,NA,NA,"E2_linear_s_sweep","E__linear_s_sweep_n1800_p1800_sstar5_s10_h19756f1c",1800,1800,5,10,44,0.5,150,8,20390464,20400464,20500464,2.5,1.5,5,"median_abs_prediction_error","within_1.05_best_then_min_budget"
