"method","config","repeat_id","outer_seed","fold","rmse","mae","r2","eta","eta_scale","q","k1_cap","T","T1","T2","lambda","s","tau_q","tau_x_q","tau_y_q","tau","tau_x","tau_y","nonzero","n1","n2","b2","K1","K1_default","K1_tar","K2","K2_tar","stage1_block_size","stage2_block_size","eligible","eta_base","y_center","fold_seed","lasso_seed","ts_seed"
"Adaptive Huber","Adaptive Huber tau_q=0.99",9,21060517,5,0.668218206974422,0.511047421581737,-0.905721972669791,NA,NA,NA,NA,NA,NA,NA,0.160749270417576,12,0.99,NA,NA,3.38059624479921,NA,NA,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.00013146719423463,2.4858095,21065517,21065548,NA
"IHT","IHT eta=0.5/L, T=50",9,21060517,5,0.652425487680551,0.486619074403426,-0.816706498367463,6.57335971173148e-05,0.5,NA,NA,50,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.00013146719423463,2.4858095,21065517,21065518,NA
"LASSO","LASSO cv.glmnet lambda.min",9,21060517,5,0.606383130330408,0.459468499439939,-0.569340393423741,NA,NA,NA,NA,NA,NA,NA,2.07615666359207,12,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.00013146719423463,2.4858095,21065517,21065518,NA
"Shrinkage","Shrinkage tau_x_q=0.99, tau_y_q=0.98",9,21060517,5,0.832115518655956,0.635248490800816,-1.9552224340513,NA,NA,NA,NA,NA,NA,NA,0.16536665864897,12,NA,0.99,0.98,NA,27.0693829828663,3.13520104,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.00013146719423463,2.4858095,21065517,21065558,NA
"TS-RIGHT-TUNED","TS tuned K1cap in {2,5,15,25}, T1=50, T2=4, eta=0.5/L",9,21060517,5,0.559310032645066,0.439664042053645,-0.335144131140559,6.57335971173148e-05,0.5,0.4,25,NA,50,4,NA,12,NA,NA,NA,NA,NA,NA,12,252,168,42,25,31,79,2,7,10.08,21,TRUE,0.00013146719423463,2.4858095,21065517,21065518,21065738
"Adaptive Huber","Adaptive Huber tau_q=0.99",10,21160517,1,0.837644197821205,0.552194805870152,0.0772998851336245,NA,NA,NA,NA,NA,NA,NA,0.130871169695874,15,0.99,NA,NA,3.18648403960759,NA,NA,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000133072089203525,2.437935,21161517,21161548,NA
"IHT","IHT eta=0.5/L, T=50",10,21160517,1,0.869679376088512,0.591796045138462,0.00537413706576195,6.65360446017625e-05,0.5,NA,NA,50,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000133072089203525,2.437935,21161517,21161518,NA
"LASSO","LASSO cv.glmnet lambda.min",10,21160517,1,0.87101760597183,0.572144275869529,0.00231079633411424,NA,NA,NA,NA,NA,NA,NA,1.61344094846527,15,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000133072089203525,2.437935,21161517,21161518,NA
"Shrinkage","Shrinkage tau_x_q=0.99, tau_y_q=0.98",10,21160517,1,1.00864953920085,0.676119979192491,-0.337894888291289,NA,NA,NA,NA,NA,NA,NA,0.206618139855766,15,NA,0.99,0.98,NA,27.250638589269,2.76738027999999,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000133072089203525,2.437935,21161517,21161558,NA
"TS-RIGHT-TUNED","TS tuned K1cap in {2,5,15,25}, T1=50, T2=4, eta=0.5/L",10,21160517,1,0.791431573326161,0.512886951279725,0.176301738215882,6.65360446017625e-05,0.5,0.4,25,NA,50,4,NA,15,NA,NA,NA,NA,NA,NA,15,252,167,41,25,31,99,2,7,10.08,20.5,TRUE,0.000133072089203525,2.437935,21161517,21161518,21161738
"Adaptive Huber","Adaptive Huber tau_q=0.99",10,21160517,2,0.906857720871252,0.531189420286958,0.263294363656437,NA,NA,NA,NA,NA,NA,NA,0.125765601366872,14,0.99,NA,NA,3.23013570579645,NA,NA,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000124635124249905,2.458379,21162517,21162548,NA
"IHT","IHT eta=0.5/L, T=50",10,21160517,2,0.903602491874343,0.517128595428137,0.268573783656328,6.23175621249523e-05,0.5,NA,NA,50,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000124635124249905,2.458379,21162517,21162518,NA
"LASSO","LASSO cv.glmnet lambda.min",10,21160517,2,0.908182507015912,0.499203299408575,0.26114035365644,NA,NA,NA,NA,NA,NA,NA,1.86757926513151,14,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000124635124249905,2.458379,21162517,21162518,NA
"Shrinkage","Shrinkage tau_x_q=0.99, tau_y_q=0.98",10,21160517,2,0.989095855244727,0.554052871890745,0.123620022527734,NA,NA,NA,NA,NA,NA,NA,0.241544510573257,14,NA,0.99,0.98,NA,27.343513242913,2.76004488,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000124635124249905,2.458379,21162517,21162558,NA
"TS-RIGHT-TUNED","TS tuned K1cap in {2,5,15,25}, T1=50, T2=4, eta=0.5/L",10,21160517,2,0.907493396759008,0.513354906716048,0.26226119134777,6.23175621249523e-05,0.5,0.4,2,NA,50,4,NA,14,NA,NA,NA,NA,NA,NA,14,252,167,41,2,31,92,2,7,126,20.5,TRUE,0.000124635124249905,2.458379,21162517,21162518,21162738
"Adaptive Huber","Adaptive Huber tau_q=0.99",10,21160517,3,0.812695770465684,0.539169493715353,0.268746925879937,NA,NA,NA,NA,NA,NA,NA,0.129136191817793,44,0.99,NA,NA,2.83187342902615,NA,NA,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000132634271057028,2.446731,21163517,21163548,NA
"IHT","IHT eta=0.5/L, T=50",10,21160517,3,0.729703021801095,0.507007808203216,0.41047259973953,6.63171355285138e-05,0.5,NA,NA,50,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000132634271057028,2.446731,21163517,21163518,NA
"LASSO","LASSO cv.glmnet lambda.min",10,21160517,3,0.732171261276295,0.522214122366801,0.40647767110276,NA,NA,NA,NA,NA,NA,NA,0.376438851480037,44,NA,NA,NA,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000132634271057028,2.446731,21163517,21163518,NA
"Shrinkage","Shrinkage tau_x_q=0.99, tau_y_q=0.98",10,21160517,3,0.851007175582944,0.563234055707336,0.19817766448985,NA,NA,NA,NA,NA,NA,NA,0.151684328880928,44,NA,0.99,0.98,NA,26.9175453774228,2.74839688,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000132634271057028,2.446731,21163517,21163558,NA
"TS-RIGHT-TUNED","TS tuned K1cap in {2,5,15,25}, T1=50, T2=4, eta=0.5/L",10,21160517,3,0.766145468025754,0.513407424877828,0.350118491881701,6.63171355285138e-05,0.5,0.4,15,NA,50,4,NA,44,NA,NA,NA,NA,NA,NA,44,252,167,41,15,31,289,2,7,16.8,20.5,TRUE,0.000132634271057028,2.446731,21163517,21163518,21163738
"Adaptive Huber","Adaptive Huber tau_q=0.99",10,21160517,4,1.11439026480692,0.637965503213924,0.237566326455759,NA,NA,NA,NA,NA,NA,NA,0.129075937553264,37,0.99,NA,NA,2.2390733448062,NA,NA,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000133080466508391,2.485584,21164517,21164548,NA
"IHT","IHT eta=0.5/L, T=50",10,21160517,4,1.10578793047672,0.642868154510643,0.249291832653575,6.65402332541954e-05,0.5,NA,NA,50,NA,NA,NA,37,NA,NA,NA,NA,NA,NA,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000133080466508391,2.485584,21164517,21164518,NA
"LASSO","LASSO cv.glmnet lambda.min",10,21160517,4,1.09341778888918,0.629346809829025,0.265993813331283,NA,NA,NA,NA,NA,NA,NA,0.521081787572056,37,NA,NA,NA,NA,NA,NA,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000133080466508391,2.485584,21164517,21164518,NA
"Shrinkage","Shrinkage tau_x_q=0.99, tau_y_q=0.98",10,21160517,4,1.18412151028578,0.729717722253383,0.13916485215656,NA,NA,NA,NA,NA,NA,NA,0.17944334412118,37,NA,0.99,0.98,NA,26.030917388763,1.91902996,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000133080466508391,2.485584,21164517,21164558,NA
"TS-RIGHT-TUNED","TS tuned K1cap in {2,5,15,25}, T1=50, T2=4, eta=0.5/L",10,21160517,4,1.11276607219999,0.662421982704629,0.239787158335968,6.65402332541954e-05,0.5,0.4,2,NA,50,4,NA,37,NA,NA,NA,NA,NA,NA,37,252,167,41,2,31,243,2,7,126,20.5,TRUE,0.000133080466508391,2.485584,21164517,21164518,21164738
"Adaptive Huber","Adaptive Huber tau_q=0.99",10,21160517,5,0.699084014149655,0.50305420398505,-0.608405777550272,NA,NA,NA,NA,NA,NA,NA,0.132819814505239,45,0.99,NA,NA,2.82940543372588,NA,NA,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000133613674111124,2.4867295,21165517,21165548,NA
"IHT","IHT eta=0.5/L, T=50",10,21160517,5,0.708377334031081,0.508762882592143,-0.651452911826536,6.68068370555618e-05,0.5,NA,NA,50,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000133613674111124,2.4867295,21165517,21165518,NA
"LASSO","LASSO cv.glmnet lambda.min",10,21160517,5,0.713370882703919,0.499469491566353,-0.674818077319616,NA,NA,NA,NA,NA,NA,NA,0.387176807077369,45,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000133613674111124,2.4867295,21165517,21165518,NA
"Shrinkage","Shrinkage tau_x_q=0.99, tau_y_q=0.98",10,21160517,5,0.811146131078742,0.62787657633404,-1.1653848005392,NA,NA,NA,NA,NA,NA,NA,0.207483099915366,45,NA,0.99,0.98,NA,26.5771687769441,3.13612104,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000133613674111124,2.4867295,21165517,21165558,NA
"TS-RIGHT-TUNED","TS tuned K1cap in {2,5,15,25}, T1=50, T2=4, eta=0.5/L",10,21160517,5,0.542952839796804,0.42792396635315,0.0298003809212332,6.68068370555618e-05,0.5,0.4,25,NA,50,4,NA,45,NA,NA,NA,NA,NA,NA,45,252,168,42,25,31,295,2,7,10.08,21,TRUE,0.000133613674111124,2.4867295,21165517,21165518,21165738
"Adaptive Huber","Adaptive Huber tau_q=0.99",11,21260517,1,0.982007052951776,0.569449862461901,0.314132651920327,NA,NA,NA,NA,NA,NA,NA,0.113697294676612,9,0.99,NA,NA,2.86720056839585,NA,NA,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000131105136725476,2.5083,21261517,21261548,NA
"IHT","IHT eta=0.5/L, T=50",11,21260517,1,1.04039706844773,0.573099445319832,0.230144611961078,6.55525683627378e-05,0.5,NA,NA,50,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000131105136725476,2.5083,21261517,21261518,NA
"LASSO","LASSO cv.glmnet lambda.min",11,21260517,1,1.04716486475204,0.536831215305445,0.220096196991342,NA,NA,NA,NA,NA,NA,NA,2.33819885928396,9,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000131105136725476,2.5083,21261517,21261518,NA
"Shrinkage","Shrinkage tau_x_q=0.99, tau_y_q=0.98",11,21260517,1,1.14684051870966,0.674489385553007,0.0645577721073305,NA,NA,NA,NA,NA,NA,NA,0.205568872470731,9,NA,0.99,0.98,NA,26.2355024533022,2.19543763999999,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000131105136725476,2.5083,21261517,21261558,NA
"TS-RIGHT-TUNED","TS tuned K1cap in {2,5,15,25}, T1=50, T2=4, eta=0.5/L",11,21260517,1,0.985606149789172,0.54324029103832,0.309095974069217,6.55525683627378e-05,0.5,0.4,2,NA,50,4,NA,9,NA,NA,NA,NA,NA,NA,9,252,167,41,2,31,59,2,7,126,20.5,TRUE,0.000131105136725476,2.5083,21261517,21261518,21261738
"Adaptive Huber","Adaptive Huber tau_q=0.99",11,21260517,2,0.834200996031672,0.589999832787689,0.246939325997403,NA,NA,NA,NA,NA,NA,NA,0.120269740475707,12,0.99,NA,NA,3.25392514645566,NA,NA,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000139236003957155,2.44818,21262517,21262548,NA
"IHT","IHT eta=0.5/L, T=50",11,21260517,2,0.752492881845013,0.517381870622726,0.387235844413381,6.96180019785776e-05,0.5,NA,NA,50,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000139236003957155,2.44818,21262517,21262518,NA
"LASSO","LASSO cv.glmnet lambda.min",11,21260517,2,0.777266177823461,0.516063809873996,0.34622531404353,NA,NA,NA,NA,NA,NA,NA,2.15120414661733,12,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000139236003957155,2.44818,21262517,21262518,NA
"Shrinkage","Shrinkage tau_x_q=0.99, tau_y_q=0.98",11,21260517,2,0.902685455260204,0.622189119377782,0.11821755129829,NA,NA,NA,NA,NA,NA,NA,0.172066135032472,12,NA,0.99,0.98,NA,26.1812906994415,2.91461716,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000139236003957155,2.44818,21262517,21262558,NA
"TS-RIGHT-TUNED","TS tuned K1cap in {2,5,15,25}, T1=50, T2=4, eta=0.5/L",11,21260517,2,0.774295228674467,0.51541309501851,0.351213616146053,6.96180019785776e-05,0.5,0.4,2,NA,50,4,NA,12,NA,NA,NA,NA,NA,NA,12,252,167,41,2,31,79,2,7,126,20.5,TRUE,0.000139236003957155,2.44818,21262517,21262518,21262738
"Adaptive Huber","Adaptive Huber tau_q=0.99",11,21260517,3,0.897275091137556,0.589518701440213,0.253115200286149,NA,NA,NA,NA,NA,NA,NA,0.132287726913484,7,0.99,NA,NA,2.91175945457396,NA,NA,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000129953502684186,2.441858,21263517,21263548,NA
"IHT","IHT eta=0.5/L, T=50",11,21260517,3,0.893975257918597,0.612758973838565,0.258598609732465,6.49767513420928e-05,0.5,NA,NA,50,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000129953502684186,2.441858,21263517,21263518,NA
"LASSO","LASSO cv.glmnet lambda.min",11,21260517,3,0.926683259757556,0.604454373610782,0.203354636217877,NA,NA,NA,NA,NA,NA,NA,3.12792929709859,7,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000129953502684186,2.441858,21263517,21263518,NA
"Shrinkage","Shrinkage tau_x_q=0.99, tau_y_q=0.98",11,21260517,3,1.13712388734257,0.697959416654761,-0.199548917538758,NA,NA,NA,NA,NA,NA,NA,0.159770855459613,7,NA,0.99,0.98,NA,26.864915777354,2.359127,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000129953502684186,2.441858,21263517,21263558,NA
"TS-RIGHT-TUNED","TS tuned K1cap in {2,5,15,25}, T1=50, T2=4, eta=0.5/L",11,21260517,3,0.90773420499443,0.621607718877591,0.23560154766701,6.49767513420928e-05,0.5,0.4,2,NA,50,4,NA,7,NA,NA,NA,NA,NA,NA,7,252,167,41,2,31,46,2,7,126,20.5,TRUE,0.000129953502684186,2.441858,21263517,21263518,21263738
"Adaptive Huber","Adaptive Huber tau_q=0.99",11,21260517,4,0.771656683365023,0.529072741495463,-0.574005382394324,NA,NA,NA,NA,NA,NA,NA,0.15919245380236,14,0.99,NA,NA,3.39904861542964,NA,NA,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000133872223380698,2.458379,21264517,21264548,NA
"IHT","IHT eta=0.5/L, T=50",11,21260517,4,0.72646341104115,0.523083684387836,-0.395036145220192,6.6936111690349e-05,0.5,NA,NA,50,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000133872223380698,2.458379,21264517,21264518,NA
"LASSO","LASSO cv.glmnet lambda.min",11,21260517,4,0.680120088946681,0.489982939686946,-0.222726078557814,NA,NA,NA,NA,NA,NA,NA,1.96259897614021,14,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000133872223380698,2.458379,21264517,21264518,NA
"Shrinkage","Shrinkage tau_x_q=0.99, tau_y_q=0.98",11,21260517,4,0.762081376595542,0.588266086465567,-0.535184816620712,NA,NA,NA,NA,NA,NA,NA,0.118432480252933,14,NA,0.99,0.98,NA,26.5375143890889,3.11161688,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000133872223380698,2.458379,21264517,21264558,NA
"TS-RIGHT-TUNED","TS tuned K1cap in {2,5,15,25}, T1=50, T2=4, eta=0.5/L",11,21260517,4,0.622835740757656,0.463890609151676,-0.025427644494338,6.6936111690349e-05,0.5,0.4,25,NA,50,4,NA,14,NA,NA,NA,NA,NA,NA,14,252,167,41,25,31,92,2,7,10.08,20.5,TRUE,0.000133872223380698,2.458379,21264517,21264518,21264738
"Adaptive Huber","Adaptive Huber tau_q=0.99",11,21260517,5,0.884474734559971,0.552738170424381,0.15111999780462,NA,NA,NA,NA,NA,NA,NA,0.126288203191546,36,0.99,NA,NA,2.99234643418832,NA,NA,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000135454026453547,2.4705925,21265517,21265548,NA
"IHT","IHT eta=0.5/L, T=50",11,21260517,5,0.873942372264901,0.54771062436688,0.171216622830677,6.77270132267736e-05,0.5,NA,NA,50,NA,NA,NA,36,NA,NA,NA,NA,NA,NA,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000135454026453547,2.4705925,21265517,21265518,NA
"LASSO","LASSO cv.glmnet lambda.min",11,21260517,5,0.863338673824505,0.527832284821854,0.191206166927249,NA,NA,NA,NA,NA,NA,NA,0.509827655841418,36,NA,NA,NA,NA,NA,NA,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000135454026453547,2.4705925,21265517,21265518,NA
"Shrinkage","Shrinkage tau_x_q=0.99, tau_y_q=0.98",11,21260517,5,0.854499732856042,0.641304047902062,0.207682402060897,NA,NA,NA,NA,NA,NA,NA,0.155803855177721,36,NA,0.99,0.98,NA,27.1680471270008,2.93348978,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000135454026453547,2.4705925,21265517,21265558,NA
"TS-RIGHT-TUNED","TS tuned K1cap in {2,5,15,25}, T1=50, T2=4, eta=0.5/L",11,21260517,5,0.826504110388002,0.552189377217284,0.258748688162895,6.77270132267736e-05,0.5,0.4,5,NA,50,4,NA,36,NA,NA,NA,NA,NA,NA,36,252,168,42,5,31,236,2,7,50.4,21,TRUE,0.000135454026453547,2.4705925,21265517,21265518,21265738
"Adaptive Huber","Adaptive Huber tau_q=0.99",12,21360517,1,1.10934180721106,0.646573332376466,0.273798515390227,NA,NA,NA,NA,NA,NA,NA,0.117151507904916,36,0.99,NA,NA,2.14364887277319,NA,NA,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000135421823612996,2.455286,21361517,21361548,NA
"IHT","IHT eta=0.5/L, T=50",12,21360517,1,1.08785962052702,0.615093718687326,0.301651691855688,6.77109118064978e-05,0.5,NA,NA,50,NA,NA,NA,36,NA,NA,NA,NA,NA,NA,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000135421823612996,2.455286,21361517,21361518,NA
"LASSO","LASSO cv.glmnet lambda.min",12,21360517,1,1.09785546360437,0.624184077442199,0.288759126227581,NA,NA,NA,NA,NA,NA,NA,0.596785949911493,36,NA,NA,NA,NA,NA,NA,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000135421823612996,2.455286,21361517,21361518,NA
"Shrinkage","Shrinkage tau_x_q=0.99, tau_y_q=0.98",12,21360517,1,1.16368022681821,0.674973457189617,0.200913706299945,NA,NA,NA,NA,NA,NA,NA,0.114889964190922,36,NA,0.99,0.98,NA,26.439210726478,1.91733756,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000135421823612996,2.455286,21361517,21361558,NA
"TS-RIGHT-TUNED","TS tuned K1cap in {2,5,15,25}, T1=50, T2=4, eta=0.5/L",12,21360517,1,1.08367003296441,0.605324179804925,0.307020321036876,6.77109118064978e-05,0.5,0.4,5,NA,50,4,NA,36,NA,NA,NA,NA,NA,NA,36,252,167,41,5,31,236,2,7,50.4,20.5,TRUE,0.000135421823612996,2.455286,21361517,21361518,21361738
"Adaptive Huber","Adaptive Huber tau_q=0.99",12,21360517,2,1.01219141763565,0.615253905269332,0.201233637861984,NA,NA,NA,NA,NA,NA,NA,0.0940475239207094,27,0.99,NA,NA,3.12387425343955,NA,NA,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000129257829946203,2.455662,21362517,21362548,NA
"IHT","IHT eta=0.5/L, T=50",12,21360517,2,0.941015801194063,0.557568377967305,0.309619846318606,6.46289149731017e-05,0.5,NA,NA,50,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000129257829946203,2.455662,21362517,21362518,NA
"LASSO","LASSO cv.glmnet lambda.min",12,21360517,2,0.963306504792734,0.571293148243435,0.276525127330694,NA,NA,NA,NA,NA,NA,NA,0.877090355745331,27,NA,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000129257829946203,2.455662,21362517,21362518,NA
"Shrinkage","Shrinkage tau_x_q=0.99, tau_y_q=0.98",12,21360517,2,1.09318507386234,0.674627278672532,0.0682876486123248,NA,NA,NA,NA,NA,NA,NA,0.188836322260422,27,NA,0.99,0.98,NA,26.9081337801362,2.58028424,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000129257829946203,2.455662,21362517,21362558,NA
"TS-RIGHT-TUNED","TS tuned K1cap in {2,5,15,25}, T1=50, T2=4, eta=0.5/L",12,21360517,2,0.939553168120638,0.543026918920954,0.311764312103792,6.46289149731017e-05,0.5,0.4,2,NA,50,4,NA,27,NA,NA,NA,NA,NA,NA,27,252,167,41,2,31,177,2,7,126,20.5,TRUE,0.000129257829946203,2.455662,21362517,21362518,21362738
"Adaptive Huber","Adaptive Huber tau_q=0.99",12,21360517,3,0.661814343820185,0.504267938538316,-0.237879793939737,NA,NA,NA,NA,NA,NA,NA,0.149840111817652,10,0.99,NA,NA,3.7520704207311,NA,NA,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000124925660780889,2.477898,21363517,21363548,NA
"IHT","IHT eta=0.5/L, T=50",12,21360517,3,0.647447972861334,0.483566132682555,-0.184720418822938,6.24628303904446e-05,0.5,NA,NA,50,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000124925660780889,2.477898,21363517,21363518,NA
"LASSO","LASSO cv.glmnet lambda.min",12,21360517,3,0.58855116169375,0.446909293014106,0.0210183189011308,NA,NA,NA,NA,NA,NA,NA,2.68011445436555,10,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000124925660780889,2.477898,21363517,21363518,NA
"Shrinkage","Shrinkage tau_x_q=0.99, tau_y_q=0.98",12,21360517,3,0.682134733280611,0.515779448935802,-0.315062671049643,NA,NA,NA,NA,NA,NA,NA,0.251942963654053,10,NA,0.99,0.98,NA,27.2477598024682,3.13113588,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000124925660780889,2.477898,21363517,21363558,NA
"TS-RIGHT-TUNED","TS tuned K1cap in {2,5,15,25}, T1=50, T2=4, eta=0.5/L",12,21360517,3,0.572924788049498,0.451556803097572,0.0723132615732457,6.24628303904446e-05,0.5,0.4,25,NA,50,4,NA,10,NA,NA,NA,NA,NA,NA,10,252,167,41,25,31,66,2,7,10.08,20.5,TRUE,0.000124925660780889,2.477898,21363517,21363518,21363738
"Adaptive Huber","Adaptive Huber tau_q=0.99",12,21360517,4,0.802663754085234,0.556271329212409,0.16137278163209,NA,NA,NA,NA,NA,NA,NA,0.140294063173828,13,0.99,NA,NA,3.32203596158121,NA,NA,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000139181592883982,2.471426,21364517,21364548,NA
"IHT","IHT eta=0.5/L, T=50",12,21360517,4,0.777232441549533,0.546256764534437,0.213672455201608,6.95907964419908e-05,0.5,NA,NA,50,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000139181592883982,2.471426,21364517,21364518,NA
"LASSO","LASSO cv.glmnet lambda.min",12,21360517,4,0.7642832525484,0.519925708095346,0.239655627313082,NA,NA,NA,NA,NA,NA,NA,1.98863209760921,13,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000139181592883982,2.471426,21364517,21364518,NA
"Shrinkage","Shrinkage tau_x_q=0.99, tau_y_q=0.98",12,21360517,4,0.946284495385906,0.67255246768977,-0.165588082777917,NA,NA,NA,NA,NA,NA,NA,0.171272080114632,13,NA,0.99,0.98,NA,26.3129198198474,2.88636804,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000139181592883982,2.471426,21364517,21364558,NA
"TS-RIGHT-TUNED","TS tuned K1cap in {2,5,15,25}, T1=50, T2=4, eta=0.5/L",12,21360517,4,0.820940263978667,0.566398835379207,0.122747199922092,6.95907964419908e-05,0.5,0.4,15,NA,50,4,NA,13,NA,NA,NA,NA,NA,NA,13,252,167,41,15,31,86,2,7,16.8,20.5,TRUE,0.000139181592883982,2.471426,21364517,21364518,21364738
"Adaptive Huber","Adaptive Huber tau_q=0.99",12,21360517,5,0.692353538150194,0.493597873870141,0.233494838521346,NA,NA,NA,NA,NA,NA,NA,0.13315315363796,9,0.99,NA,NA,3.27718727812532,NA,NA,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000138459898235213,2.4734905,21365517,21365548,NA
"IHT","IHT eta=0.5/L, T=50",12,21360517,5,0.772818071554688,0.512877835049616,0.0449770901863251,6.92299491176067e-05,0.5,NA,NA,50,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000138459898235213,2.4734905,21365517,21365518,NA
