"method","config","repeat_id","outer_seed","fold","rmse","mae","r2","eta","eta_scale","q","k1_cap","T","T1","T2","lambda","s","tau_q","tau_x_q","tau_y_q","tau","tau_x","tau_y","nonzero","n1","n2","b2","K1","K1_default","K1_tar","K2","K2_tar","stage1_block_size","stage2_block_size","eligible","eta_base","y_center","fold_seed","lasso_seed","ts_seed"
"TS-RIGHT-TUNED","TS tuned K1cap in {2,5,15,25}, T1=50, T2=4, eta=0.5/L",15,21660517,5,1.29218830893109,0.709322787574933,0.248046243856643,6.79660905068294e-05,0.5,0.4,15,NA,50,4,NA,56,NA,NA,NA,NA,NA,NA,56,252,168,42,15,31,367,2,7,16.8,21,TRUE,0.000135932181013659,2.4695565,21665517,21665518,21665738
"Adaptive Huber","Adaptive Huber tau_q=0.99",16,21760517,1,0.710623059278061,0.49182253089603,0.0271567955490554,NA,NA,NA,NA,NA,NA,NA,0.146478588483754,14,0.99,NA,NA,3.61860610383896,NA,NA,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000129196930448498,2.494534,21761517,21761548,NA
"IHT","IHT eta=0.5/L, T=50",16,21760517,1,0.662751844561983,0.433507287422794,0.153813391735937,6.45984652242488e-05,0.5,NA,NA,50,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000129196930448498,2.494534,21761517,21761518,NA
"LASSO","LASSO cv.glmnet lambda.min",16,21760517,1,0.673919283499301,0.431846055116405,0.125056468933835,NA,NA,NA,NA,NA,NA,NA,1.98192528171535,14,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000129196930448498,2.494534,21761517,21761518,NA
"Shrinkage","Shrinkage tau_x_q=0.99, tau_y_q=0.98",16,21760517,1,1.06814304266581,0.710680081179674,-1.19797672771755,NA,NA,NA,NA,NA,NA,NA,0.122577827963172,14,NA,0.99,0.98,NA,27.7081083647278,2.79619988,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000129196930448498,2.494534,21761517,21761558,NA
"TS-RIGHT-TUNED","TS tuned K1cap in {2,5,15,25}, T1=50, T2=4, eta=0.5/L",16,21760517,1,0.663941859032137,0.432954827186405,0.150771896308013,6.45984652242488e-05,0.5,0.4,15,NA,50,4,NA,14,NA,NA,NA,NA,NA,NA,14,252,167,41,15,31,92,2,7,16.8,20.5,TRUE,0.000129196930448498,2.494534,21761517,21761518,21761738
"Adaptive Huber","Adaptive Huber tau_q=0.99",16,21760517,2,0.891139451761769,0.549355714421876,0.0574444452234407,NA,NA,NA,NA,NA,NA,NA,0.12684752182872,46,0.99,NA,NA,2.79591420217011,NA,NA,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000132180358309427,2.446731,21762517,21762548,NA
"IHT","IHT eta=0.5/L, T=50",16,21760517,2,0.820236804136609,0.496100611928376,0.201464698566472,6.60901791547135e-05,0.5,NA,NA,50,NA,NA,NA,46,NA,NA,NA,NA,NA,NA,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000132180358309427,2.446731,21762517,21762518,NA
"LASSO","LASSO cv.glmnet lambda.min",16,21760517,2,0.868101764589664,0.528166852258646,0.105548300433317,NA,NA,NA,NA,NA,NA,NA,0.336918153026326,46,NA,NA,NA,NA,NA,NA,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000132180358309427,2.446731,21762517,21762518,NA
"Shrinkage","Shrinkage tau_x_q=0.99, tau_y_q=0.98",16,21760517,2,0.761255467123654,0.4977709172263,0.312177362957353,NA,NA,NA,NA,NA,NA,NA,0.168365086514123,46,NA,0.99,0.98,NA,26.9000461524836,2.91316816,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000132180358309427,2.446731,21762517,21762558,NA
"TS-RIGHT-TUNED","TS tuned K1cap in {2,5,15,25}, T1=50, T2=4, eta=0.5/L",16,21760517,2,0.796797501901952,0.453379915570649,0.246450921213341,6.60901791547135e-05,0.5,0.4,15,NA,50,4,NA,46,NA,NA,NA,NA,NA,NA,46,252,167,41,15,31,302,2,7,16.8,20.5,TRUE,0.000132180358309427,2.446731,21762517,21762518,21762738
"Adaptive Huber","Adaptive Huber tau_q=0.99",16,21760517,3,0.867174473869603,0.567812536723932,0.154221002279393,NA,NA,NA,NA,NA,NA,NA,0.141409892579026,13,0.99,NA,NA,3.2474568562931,NA,NA,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000133417183795673,2.430037,21763517,21763548,NA
"IHT","IHT eta=0.5/L, T=50",16,21760517,3,0.879619996790529,0.62355729335887,0.129769875182739,6.67085918978365e-05,0.5,NA,NA,50,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000133417183795673,2.430037,21763517,21763518,NA
"LASSO","LASSO cv.glmnet lambda.min",16,21760517,3,0.862490482252744,0.593069208051061,0.16333317663733,NA,NA,NA,NA,NA,NA,NA,2.00444869113024,13,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000133417183795673,2.430037,21763517,21763518,NA
"Shrinkage","Shrinkage tau_x_q=0.99, tau_y_q=0.98",16,21760517,3,0.882644454220793,0.607269580526652,0.123775243809039,NA,NA,NA,NA,NA,NA,NA,0.208068840298045,13,NA,0.99,0.98,NA,26.5883120838434,2.73170288,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000133417183795673,2.430037,21763517,21763558,NA
"TS-RIGHT-TUNED","TS tuned K1cap in {2,5,15,25}, T1=50, T2=4, eta=0.5/L",16,21760517,3,0.862101804652027,0.567283225781163,0.164087087287101,6.67085918978365e-05,0.5,0.4,15,NA,50,4,NA,13,NA,NA,NA,NA,NA,NA,13,252,167,41,15,31,86,2,7,16.8,20.5,TRUE,0.000133417183795673,2.430037,21763517,21763518,21763738
"Adaptive Huber","Adaptive Huber tau_q=0.99",16,21760517,4,1.07182415726691,0.663182899674559,0.0878987753191321,NA,NA,NA,NA,NA,NA,NA,0.119954313338461,37,0.99,NA,NA,3.17877676830962,NA,NA,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000138084930273714,2.475555,21764517,21764548,NA
"IHT","IHT eta=0.5/L, T=50",16,21760517,4,0.916802892789861,0.552369671478134,0.33265884836644,6.90424651368569e-05,0.5,NA,NA,50,NA,NA,NA,37,NA,NA,NA,NA,NA,NA,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000138084930273714,2.475555,21764517,21764518,NA
"LASSO","LASSO cv.glmnet lambda.min",16,21760517,4,0.997526424048437,0.61449716335269,0.209967833506133,NA,NA,NA,NA,NA,NA,NA,0.441237519727788,37,NA,NA,NA,NA,NA,NA,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000138084930273714,2.475555,21764517,21764518,NA
"Shrinkage","Shrinkage tau_x_q=0.99, tau_y_q=0.98",16,21760517,4,1.04575748870532,0.659552206709027,0.131723747648588,NA,NA,NA,NA,NA,NA,NA,0.158015696207093,37,NA,0.99,0.98,NA,26.5762505869917,2.77722088,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000138084930273714,2.475555,21764517,21764558,NA
"TS-RIGHT-TUNED","TS tuned K1cap in {2,5,15,25}, T1=50, T2=4, eta=0.5/L",16,21760517,4,0.922763487091594,0.524515056716647,0.32395320276227,6.90424651368569e-05,0.5,0.4,5,NA,50,4,NA,37,NA,NA,NA,NA,NA,NA,37,252,167,41,5,31,243,2,7,50.4,20.5,TRUE,0.000138084930273714,2.475555,21764517,21764518,21764738
"Adaptive Huber","Adaptive Huber tau_q=0.99",16,21760517,5,0.898875782023934,0.611642506192244,0.337609651392677,NA,NA,NA,NA,NA,NA,NA,0.125594096447247,15,0.99,NA,NA,2.71933264606869,NA,NA,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000129619528909616,2.4798965,21765517,21765548,NA
"IHT","IHT eta=0.5/L, T=50",16,21760517,5,0.962325962956427,0.643521664004193,0.240795029737334,6.48097644548081e-05,0.5,NA,NA,50,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000129619528909616,2.4798965,21765517,21765518,NA
"LASSO","LASSO cv.glmnet lambda.min",16,21760517,5,0.968069457258147,0.627560352676287,0.231705590101146,NA,NA,NA,NA,NA,NA,NA,1.95383739661484,15,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000129619528909616,2.4798965,21765517,21765518,NA
"Shrinkage","Shrinkage tau_x_q=0.99, tau_y_q=0.98",16,21760517,5,1.03039324370211,0.712464270018127,0.129596474526049,NA,NA,NA,NA,NA,NA,NA,0.18509264574163,15,NA,0.99,0.98,NA,26.3568524168934,2.16079164,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000129619528909616,2.4798965,21765517,21765558,NA
"TS-RIGHT-TUNED","TS tuned K1cap in {2,5,15,25}, T1=50, T2=4, eta=0.5/L",16,21760517,5,0.961428502593049,0.644082185245631,0.242210430921425,6.48097644548081e-05,0.5,0.4,2,NA,50,4,NA,15,NA,NA,NA,NA,NA,NA,15,252,168,42,2,31,99,2,7,126,21,TRUE,0.000129619528909616,2.4798965,21765517,21765518,21765738
"Adaptive Huber","Adaptive Huber tau_q=0.99",17,21860517,1,0.981436097577188,0.666782562225043,0.233544628696616,NA,NA,NA,NA,NA,NA,NA,0.110498804149537,10,0.99,NA,NA,2.86322558008255,NA,NA,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000131728629283452,2.477898,21861517,21861548,NA
"IHT","IHT eta=0.5/L, T=50",17,21860517,1,0.93329348405598,0.633556394014301,0.306894596461944,6.5864314641726e-05,0.5,NA,NA,50,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000131728629283452,2.477898,21861517,21861518,NA
"LASSO","LASSO cv.glmnet lambda.min",17,21860517,1,0.949568961520678,0.640099494344749,0.282510023821259,NA,NA,NA,NA,NA,NA,NA,2.1691364432638,10,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000131728629283452,2.477898,21861517,21861518,NA
"Shrinkage","Shrinkage tau_x_q=0.99, tau_y_q=0.98",17,21860517,1,0.988576219339019,0.653512085611585,0.222351863926749,NA,NA,NA,NA,NA,NA,NA,0.134627900720537,10,NA,0.99,0.98,NA,26.8201589818008,2.395167,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000131728629283452,2.477898,21861517,21861558,NA
"TS-RIGHT-TUNED","TS tuned K1cap in {2,5,15,25}, T1=50, T2=4, eta=0.5/L",17,21860517,1,0.924955709751,0.621772187403022,0.319223285688076,6.5864314641726e-05,0.5,0.4,2,NA,50,4,NA,10,NA,NA,NA,NA,NA,NA,10,252,167,41,2,31,66,2,7,126,20.5,TRUE,0.000131728629283452,2.477898,21861517,21861518,21861738
"Adaptive Huber","Adaptive Huber tau_q=0.99",17,21860517,2,0.867691888684331,0.520403387207353,0.128708254465851,NA,NA,NA,NA,NA,NA,NA,0.13486012138353,28,0.99,NA,NA,3.23910322039508,NA,NA,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000133540372583296,2.455286,21862517,21862548,NA
"IHT","IHT eta=0.5/L, T=50",17,21860517,2,0.8425236294353,0.506106915772699,0.178520548843779,6.67701862916481e-05,0.5,NA,NA,50,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000133540372583296,2.455286,21862517,21862518,NA
"LASSO","LASSO cv.glmnet lambda.min",17,21860517,2,0.841679363519677,0.492367055097062,0.180166080401877,NA,NA,NA,NA,NA,NA,NA,0.866890720859168,28,NA,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000133540372583296,2.455286,21862517,21862518,NA
"Shrinkage","Shrinkage tau_x_q=0.99, tau_y_q=0.98",17,21860517,2,0.950489472937484,0.668762100792039,-0.0455074861846605,NA,NA,NA,NA,NA,NA,NA,0.186737469880075,28,NA,0.99,0.98,NA,26.3568524168934,2.75695188,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000133540372583296,2.455286,21862517,21862558,NA
"TS-RIGHT-TUNED","TS tuned K1cap in {2,5,15,25}, T1=50, T2=4, eta=0.5/L",17,21860517,2,0.842470937033978,0.514471902322627,0.178623298178838,6.67701862916481e-05,0.5,0.4,2,NA,50,4,NA,28,NA,NA,NA,NA,NA,NA,28,252,167,41,2,31,184,2,7,126,20.5,TRUE,0.000133540372583296,2.455286,21862517,21862518,21862738
"Adaptive Huber","Adaptive Huber tau_q=0.99",17,21860517,3,0.945071114588658,0.563872675479737,0.254713750445112,NA,NA,NA,NA,NA,NA,NA,0.129308896731767,10,0.99,NA,NA,3.27240480038534,NA,NA,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000136941465812075,2.481895,21863517,21863548,NA
"IHT","IHT eta=0.5/L, T=50",17,21860517,3,0.923105903162079,0.537611878356762,0.288954837412951,6.84707329060373e-05,0.5,NA,NA,50,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000136941465812075,2.481895,21863517,21863518,NA
"LASSO","LASSO cv.glmnet lambda.min",17,21860517,3,0.954584013222636,0.528482992253826,0.239634430253601,NA,NA,NA,NA,NA,NA,NA,2.65925337707862,10,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000136941465812075,2.481895,21863517,21863518,NA
"Shrinkage","Shrinkage tau_x_q=0.99, tau_y_q=0.98",17,21860517,3,1.07312920641519,0.631344861482954,0.039055823192372,NA,NA,NA,NA,NA,NA,NA,0.194998274193714,10,NA,0.99,0.98,NA,26.7832134896088,2.89683704,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000136941465812075,2.481895,21863517,21863558,NA
"TS-RIGHT-TUNED","TS tuned K1cap in {2,5,15,25}, T1=50, T2=4, eta=0.5/L",17,21860517,3,0.94282176616998,0.53086351794426,0.258257215957465,6.84707329060373e-05,0.5,0.4,2,NA,50,4,NA,10,NA,NA,NA,NA,NA,NA,10,252,167,41,2,31,66,2,7,126,20.5,TRUE,0.000136941465812075,2.481895,21863517,21863518,21863738
"Adaptive Huber","Adaptive Huber tau_q=0.99",17,21860517,4,0.849673765962908,0.581399263560845,0.227983611346486,NA,NA,NA,NA,NA,NA,NA,0.112076786763367,10,0.99,NA,NA,3.30787231199882,NA,NA,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000134792610784339,2.469354,21864517,21864548,NA
"IHT","IHT eta=0.5/L, T=50",17,21860517,4,0.84661278745974,0.563586699638088,0.233536022270131,6.73963053921696e-05,0.5,NA,NA,50,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000134792610784339,2.469354,21864517,21864518,NA
"LASSO","LASSO cv.glmnet lambda.min",17,21860517,4,0.849588243803983,0.551245694430282,0.228139014957019,NA,NA,NA,NA,NA,NA,NA,2.52959517838125,10,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000134792610784339,2.469354,21864517,21864518,NA
"Shrinkage","Shrinkage tau_x_q=0.99, tau_y_q=0.98",17,21860517,4,0.92740542370279,0.652705918081766,0.0802678586380683,NA,NA,NA,NA,NA,NA,NA,0.106587368061299,10,NA,0.99,0.98,NA,27.0638830741573,2.77101988,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000134792610784339,2.469354,21864517,21864558,NA
"TS-RIGHT-TUNED","TS tuned K1cap in {2,5,15,25}, T1=50, T2=4, eta=0.5/L",17,21860517,4,0.847040472838433,0.573452724540209,0.232761433838324,6.73963053921696e-05,0.5,0.4,2,NA,50,4,NA,10,NA,NA,NA,NA,NA,NA,10,252,167,41,2,31,66,2,7,126,20.5,TRUE,0.000134792610784339,2.469354,21864517,21864518,21864738
"Adaptive Huber","Adaptive Huber tau_q=0.99",17,21860517,5,0.722100975696331,0.49895289373191,-0.0980911644594058,NA,NA,NA,NA,NA,NA,NA,0.202686933337878,17,0.99,NA,NA,3.51735274298862,NA,NA,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000106893387572843,2.467524,21865517,21865548,NA
"IHT","IHT eta=0.5/L, T=50",17,21860517,5,0.696479699955187,0.483206611289761,-0.0215496019878894,5.34466937864217e-05,0.5,NA,NA,50,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000106893387572843,2.467524,21865517,21865518,NA
"LASSO","LASSO cv.glmnet lambda.min",17,21860517,5,0.673702988271083,0.459437050708771,0.0441725891201241,NA,NA,NA,NA,NA,NA,NA,1.56933131437529,17,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000106893387572843,2.467524,21865517,21865518,NA
"Shrinkage","Shrinkage tau_x_q=0.99, tau_y_q=0.98",17,21860517,5,0.848301582648686,0.635899010864585,-0.515455150249799,NA,NA,NA,NA,NA,NA,NA,0.209341613774772,17,NA,0.99,0.98,NA,26.9534312226172,2.76632904,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000106893387572843,2.467524,21865517,21865558,NA
"TS-RIGHT-TUNED","TS tuned K1cap in {2,5,15,25}, T1=50, T2=4, eta=0.5/L",17,21860517,5,0.724036111342407,0.512268705152626,-0.103984530420798,5.34466937864217e-05,0.5,0.4,2,NA,50,4,NA,17,NA,NA,NA,NA,NA,NA,17,252,168,42,2,31,112,2,7,126,21,TRUE,0.000106893387572843,2.467524,21865517,21865518,21865738
"Adaptive Huber","Adaptive Huber tau_q=0.99",18,21960517,1,1.02122528569635,0.600619087958642,0.150018288329721,NA,NA,NA,NA,NA,NA,NA,0.118117868367735,21,0.99,NA,NA,2.90319452486032,NA,NA,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000132971620719313,2.485584,21961517,21961548,NA
"IHT","IHT eta=0.5/L, T=50",18,21960517,1,0.96664756905852,0.580608715347312,0.238442343504181,6.64858103596564e-05,0.5,NA,NA,50,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000132971620719313,2.485584,21961517,21961518,NA
"LASSO","LASSO cv.glmnet lambda.min",18,21960517,1,0.9757095773264,0.575877717459674,0.224096700984194,NA,NA,NA,NA,NA,NA,NA,0.795423520960708,21,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000132971620719313,2.485584,21961517,21961518,NA
"Shrinkage","Shrinkage tau_x_q=0.99, tau_y_q=0.98",18,21960517,1,0.990365902433051,0.683354581159604,0.200611637453929,NA,NA,NA,NA,NA,NA,NA,0.151068286162178,21,NA,0.99,0.98,NA,26.7254776124988,2.402853,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000132971620719313,2.485584,21961517,21961558,NA
"TS-RIGHT-TUNED","TS tuned K1cap in {2,5,15,25}, T1=50, T2=4, eta=0.5/L",18,21960517,1,0.954371695483123,0.546949012764393,0.257662219875165,6.64858103596564e-05,0.5,0.4,5,NA,50,4,NA,21,NA,NA,NA,NA,NA,NA,21,252,167,41,5,31,138,2,7,50.4,20.5,TRUE,0.000132971620719313,2.485584,21961517,21961518,21961738
"Adaptive Huber","Adaptive Huber tau_q=0.99",18,21960517,2,0.801911392853403,0.563233140637695,-0.0274005271079785,NA,NA,NA,NA,NA,NA,NA,0.131957452866861,9,0.99,NA,NA,3.60849488178978,NA,NA,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000130254468384314,2.455662,21962517,21962548,NA
"IHT","IHT eta=0.5/L, T=50",18,21960517,2,0.745688494041228,0.530679205761916,0.111613600973572,6.51272341921571e-05,0.5,NA,NA,50,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000130254468384314,2.455662,21962517,21962518,NA
"LASSO","LASSO cv.glmnet lambda.min",18,21960517,2,0.740976374227545,0.521401955002689,0.122805825662906,NA,NA,NA,NA,NA,NA,NA,2.71372125999036,9,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000130254468384314,2.455662,21962517,21962518,NA
"Shrinkage","Shrinkage tau_x_q=0.99, tau_y_q=0.98",18,21960517,2,0.84462181472291,0.63082643947666,-0.139755260166827,NA,NA,NA,NA,NA,NA,NA,0.1229955603814,9,NA,0.99,0.98,NA,27.7523740801336,2.87060404,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000130254468384314,2.455662,21962517,21962558,NA
"TS-RIGHT-TUNED","TS tuned K1cap in {2,5,15,25}, T1=50, T2=4, eta=0.5/L",18,21960517,2,0.699362231069008,0.494810493752189,0.218567686155672,6.51272341921571e-05,0.5,0.4,25,NA,50,4,NA,9,NA,NA,NA,NA,NA,NA,9,252,167,41,25,31,59,2,7,10.08,20.5,TRUE,0.000130254468384314,2.455662,21962517,21962518,21962738
"Adaptive Huber","Adaptive Huber tau_q=0.99",18,21960517,3,0.671400171529449,0.5325146322143,-0.0975648507908871,NA,NA,NA,NA,NA,NA,NA,0.148676135242753,11,0.99,NA,NA,3.76034036957402,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.00013762359454349,2.458379,21963517,21963548,NA
"IHT","IHT eta=0.5/L, T=50",18,21960517,3,0.629440972818195,0.492242385733051,0.0353332410676009,6.88117972717451e-05,0.5,NA,NA,50,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.00013762359454349,2.458379,21963517,21963518,NA
"LASSO","LASSO cv.glmnet lambda.min",18,21960517,3,0.602548483518758,0.455602693815358,0.116001984163982,NA,NA,NA,NA,NA,NA,NA,2.42305055500048,11,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.00013762359454349,2.458379,21963517,21963518,NA
"Shrinkage","Shrinkage tau_x_q=0.99, tau_y_q=0.98",18,21960517,3,0.968656937852849,0.717976517531371,-1.28458479195443,NA,NA,NA,NA,NA,NA,NA,0.133308298100081,11,NA,0.99,0.98,NA,26.5904421304218,2.92481616,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.00013762359454349,2.458379,21963517,21963558,NA
"TS-RIGHT-TUNED","TS tuned K1cap in {2,5,15,25}, T1=50, T2=4, eta=0.5/L",18,21960517,3,0.589092993389546,0.46504008363946,0.155042219573953,6.88117972717451e-05,0.5,0.4,25,NA,50,4,NA,11,NA,NA,NA,NA,NA,NA,11,252,167,41,25,31,73,2,7,10.08,20.5,TRUE,0.00013762359454349,2.458379,21963517,21963518,21963738
"Adaptive Huber","Adaptive Huber tau_q=0.99",18,21960517,4,1.06998651739064,0.582395893195582,0.203732288843345,NA,NA,NA,NA,NA,NA,NA,0.119073722730263,9,0.99,NA,NA,3.2359366806899,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000138579458470411,2.477898,21964517,21964548,NA
"IHT","IHT eta=0.5/L, T=50",18,21960517,4,1.03328730083966,0.573251360419417,0.257417554136636,6.92897292352053e-05,0.5,NA,NA,50,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000138579458470411,2.477898,21964517,21964518,NA
"LASSO","LASSO cv.glmnet lambda.min",18,21960517,4,1.07691895085218,0.543826561838756,0.193380840320021,NA,NA,NA,NA,NA,NA,NA,2.4487657639568,9,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000138579458470411,2.477898,21964517,21964518,NA
"Shrinkage","Shrinkage tau_x_q=0.99, tau_y_q=0.98",18,21960517,4,1.16603460143914,0.693704732549765,0.0543610090901294,NA,NA,NA,NA,NA,NA,NA,0.126422971202035,9,NA,0.99,0.98,NA,25.9003809138599,2.77956388,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000138579458470411,2.477898,21964517,21964558,NA
"TS-RIGHT-TUNED","TS tuned K1cap in {2,5,15,25}, T1=50, T2=4, eta=0.5/L",18,21960517,4,1.02812632825487,0.579148341315536,0.264816999877679,6.92897292352053e-05,0.5,0.4,2,NA,50,4,NA,9,NA,NA,NA,NA,NA,NA,9,252,167,41,2,31,59,2,7,126,20.5,TRUE,0.000138579458470411,2.477898,21964517,21964518,21964738
"Adaptive Huber","Adaptive Huber tau_q=0.99",18,21960517,5,0.907161868268332,0.56033173491707,0.189939840341475,NA,NA,NA,NA,NA,NA,NA,0.126909266368594,18,0.99,NA,NA,3.01479765625645,NA,NA,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000128735692744257,2.455474,21965517,21965548,NA
"IHT","IHT eta=0.5/L, T=50",18,21960517,5,0.884326589584773,0.572377217110467,0.230208579366571,6.43678463721284e-05,0.5,NA,NA,50,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000128735692744257,2.455474,21965517,21965518,NA
"LASSO","LASSO cv.glmnet lambda.min",18,21960517,5,0.900683868242693,0.570358793799069,0.201467735404544,NA,NA,NA,NA,NA,NA,NA,1.3608064649642,18,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000128735692744257,2.455474,21965517,21965518,NA
"Shrinkage","Shrinkage tau_x_q=0.99, tau_y_q=0.98",18,21960517,5,1.04231636026562,0.659990124850047,-0.069416323369889,NA,NA,NA,NA,NA,NA,NA,0.139376466618199,18,NA,0.99,0.98,NA,26.6291137504356,2.66403246,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000128735692744257,2.455474,21965517,21965558,NA
"TS-RIGHT-TUNED","TS tuned K1cap in {2,5,15,25}, T1=50, T2=4, eta=0.5/L",18,21960517,5,0.907396812235124,0.576878119214772,0.189520194412701,6.43678463721284e-05,0.5,0.4,15,NA,50,4,NA,18,NA,NA,NA,NA,NA,NA,18,252,168,42,15,31,118,2,7,16.8,21,TRUE,0.000128735692744257,2.455474,21965517,21965518,21965738
"Adaptive Huber","Adaptive Huber tau_q=0.99",19,22060517,1,0.976344538662625,0.611778184625788,0.292649360749343,NA,NA,NA,NA,NA,NA,NA,0.106949628720645,8,0.99,NA,NA,2.82639502690009,NA,NA,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000139529197520093,2.477898,22061517,22061548,NA
