"p","n","rep_id","method","l2_error","df_x","scale_x","q","T1","T2","c_K1","c_K2","K1","K2","K1_block_size","K2_block_size","ts_eligible","seed_data","seed_ts"
600,1200,50,"IHT",0.431658092636364,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,2200050,3200050
600,1200,50,"Lasso",1.50833928227099,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,2200050,3200050
600,1200,50,"Shrinkage",1.33628228188404,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,2200050,3200050
600,1600,50,"TS-RIGHT",0.409724410423624,2.05,4,0.2,2000,2,0.75,0.5,24,4,53.3333333333333,40,TRUE,2600050,3600050
600,1600,50,"IHT",0.48779717273821,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,2600050,3600050
600,1600,50,"Lasso",1.22835490823489,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,2600050,3600050
600,1600,50,"Shrinkage",0.993508891024633,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,2600050,3600050
600,2000,50,"TS-RIGHT",0.481234201157212,2.05,4,0.2,2000,2,0.75,0.5,24,4,66.6666666666667,50,TRUE,3000050,4000050
600,2000,50,"IHT",0.51544446861991,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,3000050,4000050
600,2000,50,"Lasso",1.40824445486656,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,3000050,4000050
600,2000,50,"Shrinkage",1.12798320095024,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,3000050,4000050
600,600,51,"TS-RIGHT",0.273190544832075,2.05,4,0.2,2000,2,0.75,0.5,24,4,20,15,TRUE,1600051,2600051
600,600,51,"IHT",0.511800387301685,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,1600051,2600051
600,600,51,"Lasso",1.71425957485699,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,1600051,2600051
600,600,51,"Shrinkage",1.39012224237174,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,1600051,2600051
600,800,51,"TS-RIGHT",0.592725989536912,2.05,4,0.2,2000,2,0.75,0.5,24,4,26.6666666666667,20,TRUE,1800051,2800051
600,800,51,"IHT",0.457972486396531,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,1800051,2800051
600,800,51,"Lasso",1.55086960809414,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,1800051,2800051
600,800,51,"Shrinkage",1.40909227406561,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,1800051,2800051
600,1200,51,"TS-RIGHT",0.153967031855956,2.05,4,0.2,2000,2,0.75,0.5,24,4,40,30,TRUE,2200051,3200051
600,1200,51,"IHT",0.468370931705156,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,2200051,3200051
600,1200,51,"Lasso",1.41554605878126,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,2200051,3200051
600,1200,51,"Shrinkage",1.17321335021714,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,2200051,3200051
600,1600,51,"TS-RIGHT",0.386072589849011,2.05,4,0.2,2000,2,0.75,0.5,24,4,53.3333333333333,40,TRUE,2600051,3600051
600,1600,51,"IHT",0.530770059641132,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,2600051,3600051
600,1600,51,"Lasso",1.37853342945179,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,2600051,3600051
600,1600,51,"Shrinkage",1.1660166961804,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,2600051,3600051
600,2000,51,"TS-RIGHT",0.260892880744304,2.05,4,0.2,2000,2,0.75,0.5,24,4,66.6666666666667,50,TRUE,3000051,4000051
600,2000,51,"IHT",0.559099945611162,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,3000051,4000051
600,2000,51,"Lasso",1.40349607652981,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,3000051,4000051
600,2000,51,"Shrinkage",1.2673954523938,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,3000051,4000051
600,600,52,"TS-RIGHT",0.270718891653739,2.05,4,0.2,2000,2,0.75,0.5,24,4,20,15,TRUE,1600052,2600052
600,600,52,"IHT",0.499474059371039,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,1600052,2600052
600,600,52,"Lasso",1.70832744919469,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,1600052,2600052
600,600,52,"Shrinkage",1.57555821592291,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,1600052,2600052
600,800,52,"TS-RIGHT",0.757381759858521,2.05,4,0.2,2000,2,0.75,0.5,24,4,26.6666666666667,20,TRUE,1800052,2800052
600,800,52,"IHT",0.589353541672868,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,1800052,2800052
600,800,52,"Lasso",1.63691434664901,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,1800052,2800052
600,800,52,"Shrinkage",1.33448888917603,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,1800052,2800052
600,1200,52,"TS-RIGHT",0.217748047240935,2.05,4,0.2,2000,2,0.75,0.5,24,4,40,30,TRUE,2200052,3200052
600,1200,52,"IHT",0.490552293503167,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,2200052,3200052
600,1200,52,"Lasso",1.56673076462791,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,2200052,3200052
600,1200,52,"Shrinkage",1.48563341586715,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,2200052,3200052
600,1600,52,"TS-RIGHT",0.15240806233469,2.05,4,0.2,2000,2,0.75,0.5,24,4,53.3333333333333,40,TRUE,2600052,3600052
600,1600,52,"IHT",0.442530584758736,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,2600052,3600052
600,1600,52,"Lasso",1.29248650702523,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,2600052,3600052
600,1600,52,"Shrinkage",1.12685357810984,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,2600052,3600052
600,2000,52,"TS-RIGHT",0.631890563955438,2.05,4,0.2,2000,2,0.75,0.5,24,4,66.6666666666667,50,TRUE,3000052,4000052
600,2000,52,"IHT",0.547141265653816,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,3000052,4000052
600,2000,52,"Lasso",1.36967779329308,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,3000052,4000052
600,2000,52,"Shrinkage",1.23810931562235,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,3000052,4000052
600,600,53,"TS-RIGHT",0.374816012170395,2.05,4,0.2,2000,2,0.75,0.5,24,4,20,15,TRUE,1600053,2600053
600,600,53,"IHT",0.515942280997194,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,1600053,2600053
600,600,53,"Lasso",1.55109450531847,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,1600053,2600053
600,600,53,"Shrinkage",1.16156652034444,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,1600053,2600053
600,800,53,"TS-RIGHT",0.260054552540249,2.05,4,0.2,2000,2,0.75,0.5,24,4,26.6666666666667,20,TRUE,1800053,2800053
600,800,53,"IHT",0.43746920970828,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,1800053,2800053
600,800,53,"Lasso",1.56291499834459,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,1800053,2800053
600,800,53,"Shrinkage",1.35303908975483,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,1800053,2800053
600,1200,53,"TS-RIGHT",0.884435321562143,2.05,4,0.2,2000,2,0.75,0.5,24,4,40,30,TRUE,2200053,3200053
600,1200,53,"IHT",0.499637117778389,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,2200053,3200053
600,1200,53,"Lasso",1.39736503465533,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,2200053,3200053
600,1200,53,"Shrinkage",1.39183146163815,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,2200053,3200053
600,1600,53,"TS-RIGHT",0.325172076901576,2.05,4,0.2,2000,2,0.75,0.5,24,4,53.3333333333333,40,TRUE,2600053,3600053
600,1600,53,"IHT",0.544318162670869,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,2600053,3600053
600,1600,53,"Lasso",1.46034913821831,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,2600053,3600053
600,1600,53,"Shrinkage",1.33040745215991,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,2600053,3600053
600,2000,53,"TS-RIGHT",0.34769055802497,2.05,4,0.2,2000,2,0.75,0.5,24,4,66.6666666666667,50,TRUE,3000053,4000053
600,2000,53,"IHT",0.539874148679479,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,3000053,4000053
600,2000,53,"Lasso",1.25990663716908,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,3000053,4000053
600,2000,53,"Shrinkage",0.841423003290377,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,3000053,4000053
600,600,54,"TS-RIGHT",0.427896486426702,2.05,4,0.2,2000,2,0.75,0.5,24,4,20,15,TRUE,1600054,2600054
600,600,54,"IHT",0.593431147316898,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,1600054,2600054
600,600,54,"Lasso",1.60770312653946,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,1600054,2600054
600,600,54,"Shrinkage",1.40665402275305,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,1600054,2600054
600,800,54,"TS-RIGHT",0.283584953095445,2.05,4,0.2,2000,2,0.75,0.5,24,4,26.6666666666667,20,TRUE,1800054,2800054
600,800,54,"IHT",0.596271300060259,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,1800054,2800054
600,800,54,"Lasso",1.38839411989072,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,1800054,2800054
600,800,54,"Shrinkage",1.56282624966824,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,1800054,2800054
600,1200,54,"TS-RIGHT",0.147168406260773,2.05,4,0.2,2000,2,0.75,0.5,24,4,40,30,TRUE,2200054,3200054
600,1200,54,"IHT",0.574527960368694,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,2200054,3200054
600,1200,54,"Lasso",1.44734633138635,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,2200054,3200054
600,1200,54,"Shrinkage",1.2791121346073,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,2200054,3200054
600,1600,54,"TS-RIGHT",0.237468293957214,2.05,4,0.2,2000,2,0.75,0.5,24,4,53.3333333333333,40,TRUE,2600054,3600054
600,1600,54,"IHT",0.594301603327107,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,2600054,3600054
600,1600,54,"Lasso",1.4233607260026,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,2600054,3600054
600,1600,54,"Shrinkage",1.27270870989554,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,2600054,3600054
600,2000,54,"TS-RIGHT",0.50956140645333,2.05,4,0.2,2000,2,0.75,0.5,24,4,66.6666666666667,50,TRUE,3000054,4000054
600,2000,54,"IHT",0.561483974744556,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,3000054,4000054
600,2000,54,"Lasso",1.36434910682849,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,3000054,4000054
600,2000,54,"Shrinkage",1.12006006491659,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,3000054,4000054
600,600,55,"TS-RIGHT",0.252600781700909,2.05,4,0.2,2000,2,0.75,0.5,24,4,20,15,TRUE,1600055,2600055
600,600,55,"IHT",0.462442297026674,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,1600055,2600055
600,600,55,"Lasso",1.53388617686958,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,1600055,2600055
600,600,55,"Shrinkage",1.40392168937726,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,1600055,2600055
600,800,55,"TS-RIGHT",0.6092492089187,2.05,4,0.2,2000,2,0.75,0.5,24,4,26.6666666666667,20,TRUE,1800055,2800055
600,800,55,"IHT",0.562401565024691,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,1800055,2800055
600,800,55,"Lasso",1.62933351507421,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,1800055,2800055
600,800,55,"Shrinkage",1.52268084889406,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,1800055,2800055
600,1200,55,"TS-RIGHT",0.377992654413447,2.05,4,0.2,2000,2,0.75,0.5,24,4,40,30,TRUE,2200055,3200055
600,1200,55,"IHT",0.572205848819116,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,2200055,3200055
600,1200,55,"Lasso",1.58185401653375,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,2200055,3200055
600,1200,55,"Shrinkage",1.44480987080692,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,2200055,3200055
600,1600,55,"TS-RIGHT",0.793303688335547,2.05,4,0.2,2000,2,0.75,0.5,24,4,53.3333333333333,40,TRUE,2600055,3600055
600,1600,55,"IHT",0.538491922658035,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,2600055,3600055
600,1600,55,"Lasso",1.33595845080211,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,2600055,3600055
600,1600,55,"Shrinkage",1.28136581752754,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,2600055,3600055
600,2000,55,"TS-RIGHT",0.388571018847192,2.05,4,0.2,2000,2,0.75,0.5,24,4,66.6666666666667,50,TRUE,3000055,4000055
600,2000,55,"IHT",0.563045699654756,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,3000055,4000055
600,2000,55,"Lasso",1.41047437137074,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,3000055,4000055
600,2000,55,"Shrinkage",1.33169908668863,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,3000055,4000055
600,600,56,"TS-RIGHT",0.38946244915772,2.05,4,0.2,2000,2,0.75,0.5,24,4,20,15,TRUE,1600056,2600056
600,600,56,"IHT",0.565392826918351,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,1600056,2600056
600,600,56,"Lasso",1.79610748480415,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,1600056,2600056
600,600,56,"Shrinkage",1.6039915178107,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,1600056,2600056
600,800,56,"TS-RIGHT",0.363278288729337,2.05,4,0.2,2000,2,0.75,0.5,24,4,26.6666666666667,20,TRUE,1800056,2800056
600,800,56,"IHT",0.552255668495529,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,1800056,2800056
600,800,56,"Lasso",1.67174778142524,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,1800056,2800056
600,800,56,"Shrinkage",1.47954041976707,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,1800056,2800056
600,1200,56,"TS-RIGHT",0.203343932296601,2.05,4,0.2,2000,2,0.75,0.5,24,4,40,30,TRUE,2200056,3200056
600,1200,56,"IHT",0.504409499129775,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,2200056,3200056
600,1200,56,"Lasso",1.59406180950942,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,2200056,3200056
600,1200,56,"Shrinkage",1.46681304257739,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,2200056,3200056
600,1600,56,"TS-RIGHT",0.494872875583587,2.05,4,0.2,2000,2,0.75,0.5,24,4,53.3333333333333,40,TRUE,2600056,3600056
600,1600,56,"IHT",0.478103545224318,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,2600056,3600056
600,1600,56,"Lasso",1.29157376290801,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,2600056,3600056
600,1600,56,"Shrinkage",1.27346804945597,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,2600056,3600056
600,2000,56,"TS-RIGHT",0.413683699643046,2.05,4,0.2,2000,2,0.75,0.5,24,4,66.6666666666667,50,TRUE,3000056,4000056
600,2000,56,"IHT",0.524803430539827,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,3000056,4000056
600,2000,56,"Lasso",1.33348958076595,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,3000056,4000056
600,2000,56,"Shrinkage",1.09409938088494,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,3000056,4000056
600,600,57,"TS-RIGHT",0.689804745291696,2.05,4,0.2,2000,2,0.75,0.5,24,4,20,15,TRUE,1600057,2600057
600,600,57,"IHT",0.524707332217736,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,1600057,2600057
600,600,57,"Lasso",1.53916287641168,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,1600057,2600057
600,600,57,"Shrinkage",1.20272941301911,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,1600057,2600057
600,800,57,"TS-RIGHT",0.449044721202254,2.05,4,0.2,2000,2,0.75,0.5,24,4,26.6666666666667,20,TRUE,1800057,2800057
600,800,57,"IHT",0.444309991742703,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,1800057,2800057
600,800,57,"Lasso",1.49399695608802,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,1800057,2800057
600,800,57,"Shrinkage",1.19377473665333,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,1800057,2800057
600,1200,57,"TS-RIGHT",0.527841298197282,2.05,4,0.2,2000,2,0.75,0.5,24,4,40,30,TRUE,2200057,3200057
600,1200,57,"IHT",0.518176483792397,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,2200057,3200057
600,1200,57,"Lasso",1.35586892929933,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,2200057,3200057
600,1200,57,"Shrinkage",1.32999025646605,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,2200057,3200057
600,1600,57,"TS-RIGHT",0.242048766030614,2.05,4,0.2,2000,2,0.75,0.5,24,4,53.3333333333333,40,TRUE,2600057,3600057
600,1600,57,"IHT",0.406880962568031,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,2600057,3600057
600,1600,57,"Lasso",1.45354344932071,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,2600057,3600057
600,1600,57,"Shrinkage",1.13113589367372,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,2600057,3600057
600,2000,57,"TS-RIGHT",0.269410374194069,2.05,4,0.2,2000,2,0.75,0.5,24,4,66.6666666666667,50,TRUE,3000057,4000057
600,2000,57,"IHT",0.511871359414444,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,3000057,4000057
600,2000,57,"Lasso",1.41484131945367,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,3000057,4000057
600,2000,57,"Shrinkage",1.27659853647764,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,3000057,4000057
600,600,58,"TS-RIGHT",0.481580357391954,2.05,4,0.2,2000,2,0.75,0.5,24,4,20,15,TRUE,1600058,2600058
600,600,58,"IHT",0.419479081753271,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,1600058,2600058
600,600,58,"Lasso",1.5639196220386,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,1600058,2600058
600,600,58,"Shrinkage",1.38971808437051,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,1600058,2600058
600,800,58,"TS-RIGHT",0.499217198726402,2.05,4,0.2,2000,2,0.75,0.5,24,4,26.6666666666667,20,TRUE,1800058,2800058
600,800,58,"IHT",0.422349637622822,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,1800058,2800058
600,800,58,"Lasso",1.48731748749174,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,1800058,2800058
600,800,58,"Shrinkage",1.3066707216559,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,1800058,2800058
600,1200,58,"TS-RIGHT",0.340325017500613,2.05,4,0.2,2000,2,0.75,0.5,24,4,40,30,TRUE,2200058,3200058
600,1200,58,"IHT",0.321892743172415,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,2200058,3200058
600,1200,58,"Lasso",0.931727161914871,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,2200058,3200058
600,1200,58,"Shrinkage",0.38134558522575,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,2200058,3200058
600,1600,58,"TS-RIGHT",0.0913759334621176,2.05,4,0.2,2000,2,0.75,0.5,24,4,53.3333333333333,40,TRUE,2600058,3600058
600,1600,58,"IHT",0.479645937467842,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,2600058,3600058
600,1600,58,"Lasso",1.40021742611173,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,2600058,3600058
600,1600,58,"Shrinkage",1.319913899295,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,2600058,3600058
600,2000,58,"TS-RIGHT",0.174457198977153,2.05,4,0.2,2000,2,0.75,0.5,24,4,66.6666666666667,50,TRUE,3000058,4000058
600,2000,58,"IHT",0.439499850922793,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,3000058,4000058
600,2000,58,"Lasso",1.22240412285813,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,3000058,4000058
600,2000,58,"Shrinkage",0.935526255816032,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,3000058,4000058
600,600,59,"TS-RIGHT",0.681386044203217,2.05,4,0.2,2000,2,0.75,0.5,24,4,20,15,TRUE,1600059,2600059
600,600,59,"IHT",0.456683251094129,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,1600059,2600059
600,600,59,"Lasso",1.74963154300979,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,1600059,2600059
600,600,59,"Shrinkage",1.72216740723623,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,1600059,2600059
600,800,59,"TS-RIGHT",0.476437992855255,2.05,4,0.2,2000,2,0.75,0.5,24,4,26.6666666666667,20,TRUE,1800059,2800059
600,800,59,"IHT",0.474679571350598,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,1800059,2800059
600,800,59,"Lasso",1.44698640159771,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,1800059,2800059
600,800,59,"Shrinkage",1.36338417291594,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,1800059,2800059
600,1200,59,"TS-RIGHT",0.497680599517453,2.05,4,0.2,2000,2,0.75,0.5,24,4,40,30,TRUE,2200059,3200059
600,1200,59,"IHT",0.510601363900137,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,2200059,3200059
600,1200,59,"Lasso",1.51775553336825,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,2200059,3200059
600,1200,59,"Shrinkage",1.51820534299151,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,2200059,3200059
600,1600,59,"TS-RIGHT",0.630896791035434,2.05,4,0.2,2000,2,0.75,0.5,24,4,53.3333333333333,40,TRUE,2600059,3600059
600,1600,59,"IHT",0.502864760968562,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,2600059,3600059
600,1600,59,"Lasso",1.40671298054726,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,2600059,3600059
600,1600,59,"Shrinkage",1.2800448737745,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,2600059,3600059
600,2000,59,"TS-RIGHT",0.147889910840827,2.05,4,0.2,2000,2,0.75,0.5,24,4,66.6666666666667,50,TRUE,3000059,4000059
600,2000,59,"IHT",0.525848900617027,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,3000059,4000059
600,2000,59,"Lasso",1.30123645687833,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,3000059,4000059
600,2000,59,"Shrinkage",1.18332294882208,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,3000059,4000059
600,600,60,"TS-RIGHT",0.306467345692695,2.05,4,0.2,2000,2,0.75,0.5,24,4,20,15,TRUE,1600060,2600060
600,600,60,"IHT",0.381765114314989,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,1600060,2600060
600,600,60,"Lasso",1.72590168290975,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,1600060,2600060
600,600,60,"Shrinkage",1.66004385634391,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,1600060,2600060
600,800,60,"TS-RIGHT",0.535593351671612,2.05,4,0.2,2000,2,0.75,0.5,24,4,26.6666666666667,20,TRUE,1800060,2800060
600,800,60,"IHT",0.387189752902471,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,1800060,2800060
600,800,60,"Lasso",1.60902843752106,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,1800060,2800060
600,800,60,"Shrinkage",1.16459140021539,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,1800060,2800060
600,1200,60,"TS-RIGHT",0.41800456774509,2.05,4,0.2,2000,2,0.75,0.5,24,4,40,30,TRUE,2200060,3200060
600,1200,60,"IHT",0.414026358042994,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,2200060,3200060
600,1200,60,"Lasso",1.32366855264386,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,2200060,3200060
600,1200,60,"Shrinkage",1.04004224730469,2.05,4,0.2,2000,2,0.75,0.5,NA,NA,NA,NA,NA,2200060,3200060
