"n","p","rep_id","method","l2_error","runtime_sec","seed_data","seed_split","seed_algo","tuning_config_id","q","T1","T2","T_fd_budget","eta","T","lambda","tau","tau_q"
1200,800,30,"Shrinkage",1.41693458360714,4.75,20880537,20980537,21380537,NA,NA,NA,NA,NA,NA,NA,0.739479789782573,3.51966795073339,0.95
1600,800,30,"TS-RIGHT",0.303661773182391,8.69999999999982,20890537,20990537,21090537,"TS_n1600_h21db9f6b",0.5,150,8,76,0.02,NA,NA,NA,NA
1600,800,30,"IHT",1.76150110988082,6.95000000000005,20890537,20990537,NA,"IHT_n1600_h06b009d4",NA,NA,NA,NA,0.01,200,NA,NA,NA
1600,800,30,"Lasso",2.51736951368448,9.3900000000001,20890537,20990537,21190537,NA,NA,NA,NA,NA,NA,NA,3.19810581045071,NA,NA
1600,800,30,"Adaptive Huber",0.367983595750663,293.99,20890537,20990537,21290537,NA,NA,NA,NA,NA,NA,NA,0.372759372031494,11.6941331083455,0.95
1600,800,30,"Shrinkage",1.16216337096313,12.75,20890537,20990537,21390537,NA,NA,NA,NA,NA,NA,NA,0.756185590301974,4.93935477122744,0.98
2000,800,30,"TS-RIGHT",0.179240812325742,8.75999999999999,20900537,21000537,21100537,"TS_n2000_h06bee7e5",0.5,150,8,76,0.02,NA,NA,NA,NA
2000,800,30,"IHT",0.345709098472721,8.51999999999998,20900537,21000537,NA,"IHT_n2000_h371ec77d",NA,NA,NA,NA,0.01,200,NA,NA,NA
2000,800,30,"Lasso",0.474632728675733,5.5,20900537,21000537,21200537,NA,NA,NA,NA,NA,NA,NA,0.513782584229428,NA,NA
2000,800,30,"Adaptive Huber",0.218082837804215,352.16,20900537,21000537,21300537,NA,NA,NA,NA,NA,NA,NA,0.138949549437314,6.50215816910115,0.95
2000,800,30,"Shrinkage",1.14471933184776,15.23,20900537,21000537,21400537,NA,NA,NA,NA,NA,NA,NA,0.863774590223285,5.05344143413539,0.98
2400,800,30,"TS-RIGHT",0.170166874920701,9.62000000000012,20910537,21010537,21110537,"TS_n2400_h2202f38e",0.5,150,8,76,0.02,NA,NA,NA,NA
2400,800,30,"IHT",0.213147540057905,7.65999999999985,20910537,21010537,NA,"IHT_n2400_h1d7d87f6",NA,NA,NA,NA,0.01,200,NA,NA,NA
2400,800,30,"Lasso",0.283405971626406,5.30000000000018,20910537,21010537,21210537,NA,NA,NA,NA,NA,NA,NA,0.43353605133933,NA,NA
2400,800,30,"Adaptive Huber",0.254880653943364,431.06,20910537,21010537,21310537,NA,NA,NA,NA,NA,NA,NA,0.372759372031494,6.31366116159677,0.95
2400,800,30,"Shrinkage",0.969838572963709,16.6199999999999,20910537,21010537,21410537,NA,NA,NA,NA,NA,NA,NA,0.655846496853993,5.09369250219662,0.98
800,800,31,"TS-RIGHT",0.325324137391047,9.44999999999982,20870538,20970538,21070538,"TS_n800_h155f087a",0.5,200,8,101,0.02,NA,NA,NA,NA
800,800,31,"IHT",0.391000378588168,2.80000000000018,20870538,20970538,NA,"IHT_n800_h17021d83",NA,NA,NA,NA,0.01,200,NA,NA,NA
800,800,31,"Lasso",0.386266113434733,1.20999999999981,20870538,20970538,21170538,NA,NA,NA,NA,NA,NA,NA,0.70500404559663,NA,NA
800,800,31,"Adaptive Huber",0.273171897828787,129.38,20870538,20970538,21270538,NA,NA,NA,NA,NA,NA,NA,0.372759372031494,10.843288934104,0.98
800,800,31,"Shrinkage",1.48034555941805,1.57999999999993,20870538,20970538,21370538,NA,NA,NA,NA,NA,NA,NA,0.730063022503353,5.7759507944007,0.98
1200,800,31,"TS-RIGHT",0.287325404174646,7.42000000000007,20880538,20980538,21080538,"TS_n1200_h069793c2",0.5,150,8,76,0.02,NA,NA,NA,NA
1200,800,31,"IHT",0.362303516113293,4.18999999999983,20880538,20980538,NA,"IHT_n1200_h2051495b",NA,NA,NA,NA,0.01,200,NA,NA,NA
1200,800,31,"Lasso",0.421937672064691,2.5,20880538,20980538,21180538,NA,NA,NA,NA,NA,NA,NA,0.703036733815389,NA,NA
1200,800,31,"Adaptive Huber",0.250938094008348,203.67,20880538,20980538,21280538,NA,NA,NA,NA,NA,NA,NA,0.372759372031494,5.72528781059023,0.95
1200,800,31,"Shrinkage",1.6206970226701,3.45000000000005,20880538,20980538,21380538,NA,NA,NA,NA,NA,NA,NA,1.11379604241967,3.71670473111354,0.95
1600,800,31,"TS-RIGHT",0.158568324653858,8.19000000000005,20890538,20990538,21090538,"TS_n1600_h21db9f6b",0.5,150,8,76,0.02,NA,NA,NA,NA
1600,800,31,"IHT",0.269236136310494,5.00999999999999,20890538,20990538,NA,"IHT_n1600_h06b009d4",NA,NA,NA,NA,0.01,200,NA,NA,NA
1600,800,31,"Lasso",0.385430847184691,3.44000000000005,20890538,20990538,21190538,NA,NA,NA,NA,NA,NA,NA,0.459255345141838,NA,NA
1600,800,31,"Adaptive Huber",0.294601356189451,271.58,20890538,20990538,21290538,NA,NA,NA,NA,NA,NA,NA,0.372759372031494,11.084791806233,0.98
1600,800,31,"Shrinkage",1.31529535788423,11.28,20890538,20990538,21390538,NA,NA,NA,NA,NA,NA,NA,0.730357398287622,5.31286911088295,0.98
2000,800,31,"TS-RIGHT",0.18924884175302,8.62000000000012,20900538,21000538,21100538,"TS_n2000_h06bee7e5",0.5,150,8,76,0.02,NA,NA,NA,NA
2000,800,31,"IHT",0.292575614476636,7.3599999999999,20900538,21000538,NA,"IHT_n2000_h371ec77d",NA,NA,NA,NA,0.01,200,NA,NA,NA
2000,800,31,"Lasso",0.36654576757487,4.22000000000003,20900538,21000538,21200538,NA,NA,NA,NA,NA,NA,NA,0.6597518778578,NA,NA
2000,800,31,"Adaptive Huber",0.146072435942843,345.72,20900538,21000538,21300538,NA,NA,NA,NA,NA,NA,NA,0.372759372031494,6.39681818133182,0.95
2000,800,31,"Shrinkage",1.33097727845022,14.1199999999999,20900538,21000538,21400538,NA,NA,NA,NA,NA,NA,NA,0.794621562413946,3.67183468868833,0.95
2400,800,31,"TS-RIGHT",0.178881750445541,8.48000000000002,20910538,21010538,21110538,"TS_n2400_h2202f38e",0.5,150,8,76,0.02,NA,NA,NA,NA
2400,800,31,"IHT",0.266307199805154,9.05999999999995,20910538,21010538,NA,"IHT_n2400_h1d7d87f6",NA,NA,NA,NA,0.01,200,NA,NA,NA
2400,800,31,"Lasso",0.326108471470997,5.04999999999995,20910538,21010538,21210538,NA,NA,NA,NA,NA,NA,NA,0.35356349091267,NA,NA
2400,800,31,"Adaptive Huber",0.176546322776722,426.66,20910538,21010538,21310538,NA,NA,NA,NA,NA,NA,NA,0.138949549437314,5.99165211332266,0.95
2400,800,31,"Shrinkage",1.1401341624871,13.3399999999999,20910538,21010538,21410538,NA,NA,NA,NA,NA,NA,NA,0.568800222455506,3.4270595468953,0.95
800,800,32,"TS-RIGHT",0.311147591927391,9.33999999999992,20870539,20970539,21070539,"TS_n800_h155f087a",0.5,200,8,101,0.02,NA,NA,NA,NA
800,800,32,"IHT",0.562229474890723,2.51999999999998,20870539,20970539,NA,"IHT_n800_h17021d83",NA,NA,NA,NA,0.01,200,NA,NA,NA
800,800,32,"Lasso",0.583084836648802,0.650000000000091,20870539,20970539,21170539,NA,NA,NA,NA,NA,NA,NA,1.03060058424247,NA,NA
800,800,32,"Adaptive Huber",0.30474030671676,122.86,20870539,20970539,21270539,NA,NA,NA,NA,NA,NA,NA,0.372759372031494,6.47445315701651,0.95
800,800,32,"Shrinkage",1.33918085588677,1.27999999999997,20870539,20970539,21370539,NA,NA,NA,NA,NA,NA,NA,1.11597590065888,3.64470683961546,0.95
1200,800,32,"TS-RIGHT",0.290447629523023,7.86000000000013,20880539,20980539,21080539,"TS_n1200_h069793c2",0.5,150,8,76,0.02,NA,NA,NA,NA
1200,800,32,"IHT",0.974451289161839,4.40999999999985,20880539,20980539,NA,"IHT_n1200_h2051495b",NA,NA,NA,NA,0.01,200,NA,NA,NA
1200,800,32,"Lasso",0.812930600168606,4.30000000000018,20880539,20980539,21180539,NA,NA,NA,NA,NA,NA,NA,1.29083245119092,NA,NA
1200,800,32,"Adaptive Huber",0.231397668457318,200.5,20880539,20980539,21280539,NA,NA,NA,NA,NA,NA,NA,0.372759372031494,7.02502380169033,0.95
1200,800,32,"Shrinkage",1.38415508978344,4.89999999999986,20880539,20980539,21380539,NA,NA,NA,NA,NA,NA,NA,0.781129599994906,3.35415403214384,0.95
1600,800,32,"TS-RIGHT",0.205289095254396,8.06999999999994,20890539,20990539,21090539,"TS_n1600_h21db9f6b",0.5,150,8,76,0.02,NA,NA,NA,NA
1600,800,32,"IHT",0.506898992433647,5.04999999999995,20890539,20990539,NA,"IHT_n1600_h06b009d4",NA,NA,NA,NA,0.01,200,NA,NA,NA
1600,800,32,"Lasso",0.547398293308642,3.70000000000005,20890539,20990539,21190539,NA,NA,NA,NA,NA,NA,NA,0.691115601806439,NA,NA
1600,800,32,"Adaptive Huber",0.261090794112197,281.22,20890539,20990539,21290539,NA,NA,NA,NA,NA,NA,NA,0.372759372031494,6.56980325628707,0.95
1600,800,32,"Shrinkage",1.3310865455228,12.3600000000001,20890539,20990539,21390539,NA,NA,NA,NA,NA,NA,NA,0.915395362354464,5.0861757016909,0.98
2000,800,32,"TS-RIGHT",0.166549329989133,8.30999999999995,20900539,21000539,21100539,"TS_n2000_h06bee7e5",0.5,150,8,76,0.02,NA,NA,NA,NA
2000,800,32,"IHT",0.281605786802576,7.52999999999997,20900539,21000539,NA,"IHT_n2000_h371ec77d",NA,NA,NA,NA,0.01,200,NA,NA,NA
2000,800,32,"Lasso",0.248002705720135,6.08000000000015,20900539,21000539,21200539,NA,NA,NA,NA,NA,NA,NA,0.507970336812428,NA,NA
2000,800,32,"Adaptive Huber",0.217293129148127,351.41,20900539,21000539,21300539,NA,NA,NA,NA,NA,NA,NA,0.372759372031494,6.27317039842935,0.95
2000,800,32,"Shrinkage",0.937282313751081,14.76,20900539,21000539,21400539,NA,NA,NA,NA,NA,NA,NA,0.767172896353292,3.63622074592646,0.95
2400,800,32,"TS-RIGHT",0.204808428950826,9.13000000000011,20910539,21010539,21110539,"TS_n2400_h2202f38e",0.5,150,8,76,0.02,NA,NA,NA,NA
2400,800,32,"IHT",0.21133022102494,8.36999999999989,20910539,21010539,NA,"IHT_n2400_h1d7d87f6",NA,NA,NA,NA,0.01,200,NA,NA,NA
2400,800,32,"Lasso",0.224857207540297,4.71000000000004,20910539,21010539,21210539,NA,NA,NA,NA,NA,NA,NA,0.461065613186945,NA,NA
2400,800,32,"Adaptive Huber",0.1984048085833,433.42,20910539,21010539,21310539,NA,NA,NA,NA,NA,NA,NA,0.372759372031494,5.96769717995649,0.95
2400,800,32,"Shrinkage",0.818404871994885,15.4499999999998,20910539,21010539,21410539,NA,NA,NA,NA,NA,NA,NA,0.684563333631532,5.34972079342344,0.98
800,800,33,"TS-RIGHT",0.322657067563319,9,20870540,20970540,21070540,"TS_n800_h155f087a",0.5,200,8,101,0.02,NA,NA,NA,NA
800,800,33,"IHT",0.492516477781851,2.25999999999999,20870540,20970540,NA,"IHT_n800_h17021d83",NA,NA,NA,NA,0.01,200,NA,NA,NA
800,800,33,"Lasso",0.773849350780037,0.670000000000073,20870540,20970540,21170540,NA,NA,NA,NA,NA,NA,NA,0.48329819612968,NA,NA
800,800,33,"Adaptive Huber",0.397276892076742,125.47,20870540,20970540,21270540,NA,NA,NA,NA,NA,NA,NA,0.372759372031494,6.24923535849021,0.95
800,800,33,"Shrinkage",1.9734713596031,1.46000000000004,20870540,20970540,21370540,NA,NA,NA,NA,NA,NA,NA,0.86828914478793,5.2835466339044,0.98
1200,800,33,"TS-RIGHT",0.193494651938816,7.63999999999987,20880540,20980540,21080540,"TS_n1200_h069793c2",0.5,150,8,76,0.02,NA,NA,NA,NA
1200,800,33,"IHT",0.289303022466648,3.87000000000012,20880540,20980540,NA,"IHT_n1200_h2051495b",NA,NA,NA,NA,0.01,200,NA,NA,NA
1200,800,33,"Lasso",0.356645325914727,3.25,20880540,20980540,21180540,NA,NA,NA,NA,NA,NA,NA,0.433623875503106,NA,NA
1200,800,33,"Adaptive Huber",0.210626677415699,195.99,20880540,20980540,21280540,NA,NA,NA,NA,NA,NA,NA,0.372759372031494,5.60092912929182,0.95
1200,800,33,"Shrinkage",1.15264848544731,4.36999999999989,20880540,20980540,21380540,NA,NA,NA,NA,NA,NA,NA,0.642993066930742,5.50076622335003,0.98
1600,800,33,"TS-RIGHT",0.243308036328337,7.54000000000019,20890540,20990540,21090540,"TS_n1600_h21db9f6b",0.5,150,8,76,0.02,NA,NA,NA,NA
1600,800,33,"IHT",0.292159137684143,4.88999999999987,20890540,20990540,NA,"IHT_n1600_h06b009d4",NA,NA,NA,NA,0.01,200,NA,NA,NA
1600,800,33,"Lasso",0.432022874402989,3.81999999999994,20890540,20990540,21190540,NA,NA,NA,NA,NA,NA,NA,0.395582393515036,NA,NA
1600,800,33,"Adaptive Huber",0.248393140069966,287.82,20890540,20990540,21290540,NA,NA,NA,NA,NA,NA,NA,0.372759372031494,5.07042252780858,0.95
1600,800,33,"Shrinkage",1.42531365119491,11.29,20890540,20990540,21390540,NA,NA,NA,NA,NA,NA,NA,0.98522784418102,3.70306641411957,0.95
2000,800,33,"TS-RIGHT",0.120946187657929,7.91000000000008,20900540,21000540,21100540,"TS_n2000_h06bee7e5",0.5,150,8,76,0.02,NA,NA,NA,NA
2000,800,33,"IHT",0.34857095414305,6.3599999999999,20900540,21000540,NA,"IHT_n2000_h371ec77d",NA,NA,NA,NA,0.01,200,NA,NA,NA
2000,800,33,"Lasso",0.426425171289326,7.11000000000013,20900540,21000540,21200540,NA,NA,NA,NA,NA,NA,NA,0.7907940506694,NA,NA
2000,800,33,"Adaptive Huber",0.202839409637112,357.42,20900540,21000540,21300540,NA,NA,NA,NA,NA,NA,NA,0.372759372031494,8.92765984641062,0.98
2000,800,33,"Shrinkage",1.64810342906497,15.3400000000001,20900540,21000540,21400540,NA,NA,NA,NA,NA,NA,NA,0.705298359183324,3.59495294592657,0.95
2400,800,33,"TS-RIGHT",0.156427775605761,8.85000000000014,20910540,21010540,21110540,"TS_n2400_h2202f38e",0.5,150,8,76,0.02,NA,NA,NA,NA
2400,800,33,"IHT",1.07338186599752,9.16999999999985,20910540,21010540,NA,"IHT_n2400_h1d7d87f6",NA,NA,NA,NA,0.01,200,NA,NA,NA
2400,800,33,"Lasso",0.482672672510191,6.45000000000005,20910540,21010540,21210540,NA,NA,NA,NA,NA,NA,NA,0.497070175853353,NA,NA
2400,800,33,"Adaptive Huber",0.191342227997615,422.49,20910540,21010540,21310540,NA,NA,NA,NA,NA,NA,NA,0.138949549437314,5.38872973812116,0.95
2400,800,33,"Shrinkage",1.16371931866854,13.05,20910540,21010540,21410540,NA,NA,NA,NA,NA,NA,NA,0.657583158647186,3.60998130333519,0.95
800,800,34,"TS-RIGHT",0.287525977516709,9.26999999999998,20870541,20970541,21070541,"TS_n800_h155f087a",0.5,200,8,101,0.02,NA,NA,NA,NA
800,800,34,"IHT",0.625534349612406,2.50999999999999,20870541,20970541,NA,"IHT_n800_h17021d83",NA,NA,NA,NA,0.01,200,NA,NA,NA
800,800,34,"Lasso",1.12839578378152,0.670000000000073,20870541,20970541,21170541,NA,NA,NA,NA,NA,NA,NA,0.704327584660117,NA,NA
800,800,34,"Adaptive Huber",0.290233591079913,127.14,20870541,20970541,21270541,NA,NA,NA,NA,NA,NA,NA,0.372759372031494,4.32447152270004,0.9
800,800,34,"Shrinkage",1.94070107374556,1.94000000000005,20870541,20970541,21370541,NA,NA,NA,NA,NA,NA,NA,0.893096448148718,3.56739195976215,0.95
1200,800,34,"TS-RIGHT",0.220487352594391,7.37999999999988,20880541,20980541,21080541,"TS_n1200_h069793c2",0.5,150,8,76,0.02,NA,NA,NA,NA
1200,800,34,"IHT",1.52410144388662,4.50999999999999,20880541,20980541,NA,"IHT_n1200_h2051495b",NA,NA,NA,NA,0.01,200,NA,NA,NA
1200,800,34,"Lasso",2.18849575910129,4.70000000000005,20880541,20980541,21180541,NA,NA,NA,NA,NA,NA,NA,1.90353998760936,NA,NA
1200,800,34,"Adaptive Huber",0.298408186374009,202.77,20880541,20980541,21280541,NA,NA,NA,NA,NA,NA,NA,0.372759372031494,8.54234028525745,0.95
1200,800,34,"Shrinkage",1.53276646042943,4.05000000000018,20880541,20980541,21380541,NA,NA,NA,NA,NA,NA,NA,0.659889634147141,3.30191807573881,0.95
1600,800,34,"TS-RIGHT",0.188182179398876,8.1400000000001,20890541,20990541,21090541,"TS_n1600_h21db9f6b",0.5,150,8,76,0.02,NA,NA,NA,NA
1600,800,34,"IHT",0.187604147997053,5.92999999999984,20890541,20990541,NA,"IHT_n1600_h06b009d4",NA,NA,NA,NA,0.01,200,NA,NA,NA
1600,800,34,"Lasso",0.311097725088127,5.22000000000003,20890541,20990541,21190541,NA,NA,NA,NA,NA,NA,NA,0.379707315235147,NA,NA
1600,800,34,"Adaptive Huber",0.210624870379562,280.88,20890541,20990541,21290541,NA,NA,NA,NA,NA,NA,NA,0.138949549437314,5.78031006796318,0.95
1600,800,34,"Shrinkage",1.25346520484013,13.3099999999999,20890541,20990541,21390541,NA,NA,NA,NA,NA,NA,NA,0.680117128376985,5.2572801487771,0.98
2000,800,34,"TS-RIGHT",0.178405050426167,8.02999999999997,20900541,21000541,21100541,"TS_n2000_h06bee7e5",0.5,150,8,76,0.02,NA,NA,NA,NA
2000,800,34,"IHT",0.364453157777065,6.90999999999985,20900541,21000541,NA,"IHT_n2000_h371ec77d",NA,NA,NA,NA,0.01,200,NA,NA,NA
2000,800,34,"Lasso",0.385903341554467,5.34000000000015,20900541,21000541,21200541,NA,NA,NA,NA,NA,NA,NA,0.479801294114336,NA,NA
2000,800,34,"Adaptive Huber",0.239834016779316,360.58,20900541,21000541,21300541,NA,NA,NA,NA,NA,NA,NA,0.138949549437314,5.83911411260855,0.95
2000,800,34,"Shrinkage",1.20347987258963,14.47,20900541,21000541,21400541,NA,NA,NA,NA,NA,NA,NA,0.547939096504058,5.59396216221975,0.98
2400,800,34,"TS-RIGHT",0.145280636254155,8.80000000000018,20910541,21010541,21110541,"TS_n2400_h2202f38e",0.5,150,8,76,0.02,NA,NA,NA,NA
2400,800,34,"IHT",0.329337621141962,8.08999999999992,20910541,21010541,NA,"IHT_n2400_h1d7d87f6",NA,NA,NA,NA,0.01,200,NA,NA,NA
2400,800,34,"Lasso",0.344656149758889,6.88999999999987,20910541,21010541,21210541,NA,NA,NA,NA,NA,NA,NA,0.499995307379382,NA,NA
2400,800,34,"Adaptive Huber",0.231180910663779,412.7,20910541,21010541,21310541,NA,NA,NA,NA,NA,NA,NA,0.372759372031494,5.97061244810955,0.95
2400,800,34,"Shrinkage",0.945790888683885,14.05,20910541,21010541,21410541,NA,NA,NA,NA,NA,NA,NA,0.539489531112334,3.55141381984332,0.95
800,800,35,"TS-RIGHT",0.354270321765007,8.09999999999991,20870542,20970542,21070542,"TS_n800_h155f087a",0.5,200,8,101,0.02,NA,NA,NA,NA
800,800,35,"IHT",0.486855093397183,2.36999999999989,20870542,20970542,NA,"IHT_n800_h17021d83",NA,NA,NA,NA,0.01,200,NA,NA,NA
800,800,35,"Lasso",0.818208305547869,0.560000000000173,20870542,20970542,21170542,NA,NA,NA,NA,NA,NA,NA,0.315316581809245,NA,NA
800,800,35,"Adaptive Huber",0.420126755856655,124.77,20870542,20970542,21270542,NA,NA,NA,NA,NA,NA,NA,0.372759372031494,5.75068978820107,0.95
800,800,35,"Shrinkage",1.46875633394633,1.28999999999996,20870542,20970542,21370542,NA,NA,NA,NA,NA,NA,NA,0.733854702685013,5.38325414268023,0.98
1200,800,35,"TS-RIGHT",0.193396683601818,7.6400000000001,20880542,20980542,21080542,"TS_n1200_h069793c2",0.5,150,8,76,0.02,NA,NA,NA,NA
1200,800,35,"IHT",0.526313296655206,3.43000000000006,20880542,20980542,NA,"IHT_n1200_h2051495b",NA,NA,NA,NA,0.01,200,NA,NA,NA
1200,800,35,"Lasso",0.496175346182115,3.16999999999985,20880542,20980542,21180542,NA,NA,NA,NA,NA,NA,NA,0.570809454153903,NA,NA
1200,800,35,"Adaptive Huber",0.277946053303596,202.7,20880542,20980542,21280542,NA,NA,NA,NA,NA,NA,NA,0.372759372031494,3.86265306227196,0.9
1200,800,35,"Shrinkage",1.24752399527603,3.94000000000005,20880542,20980542,21380542,NA,NA,NA,NA,NA,NA,NA,0.792572789672103,3.69364641253403,0.95
1600,800,35,"TS-RIGHT",0.209669851398888,7.05999999999995,20890542,20990542,21090542,"TS_n1600_h21db9f6b",0.5,150,8,76,0.02,NA,NA,NA,NA
1600,800,35,"IHT",0.318024394238276,6.3599999999999,20890542,20990542,NA,"IHT_n1600_h06b009d4",NA,NA,NA,NA,0.01,200,NA,NA,NA
1600,800,35,"Lasso",0.703986460208085,8.72000000000003,20890542,20990542,21190542,NA,NA,NA,NA,NA,NA,NA,1.10573609904935,NA,NA
1600,800,35,"Adaptive Huber",0.228022448146462,296.03,20890542,20990542,21290542,NA,NA,NA,NA,NA,NA,NA,0.372759372031494,6.28587382599534,0.95
1600,800,35,"Shrinkage",1.20206100161597,12.1700000000001,20890542,20990542,21390542,NA,NA,NA,NA,NA,NA,NA,0.90674481762319,3.70458703715574,0.95
2000,800,35,"TS-RIGHT",0.22615365314797,7.29999999999995,20900542,21000542,21100542,"TS_n2000_h06bee7e5",0.5,150,8,76,0.02,NA,NA,NA,NA
2000,800,35,"IHT",0.247415243484062,8.63000000000011,20900542,21000542,NA,"IHT_n2000_h371ec77d",NA,NA,NA,NA,0.01,200,NA,NA,NA
2000,800,35,"Lasso",0.385648815850638,5.61999999999989,20900542,21000542,21200542,NA,NA,NA,NA,NA,NA,NA,0.657662174559153,NA,NA
2000,800,35,"Adaptive Huber",0.226602280285605,353.66,20900542,21000542,21300542,NA,NA,NA,NA,NA,NA,NA,0.372759372031494,9.96222715360115,0.98
2000,800,35,"Shrinkage",0.852020486852233,14.47,20900542,21000542,21400542,NA,NA,NA,NA,NA,NA,NA,0.838551731659329,5.43177022125448,0.98
2400,800,35,"TS-RIGHT",0.192917643529673,8.1400000000001,20910542,21010542,21110542,"TS_n2400_h2202f38e",0.5,150,8,76,0.02,NA,NA,NA,NA
2400,800,35,"IHT",0.587428155350226,10.3899999999999,20910542,21010542,NA,"IHT_n2400_h1d7d87f6",NA,NA,NA,NA,0.01,200,NA,NA,NA
2400,800,35,"Lasso",0.737220445575852,9.12000000000012,20910542,21010542,21210542,NA,NA,NA,NA,NA,NA,NA,1.3647033372328,NA,NA
2400,800,35,"Adaptive Huber",0.230054695315715,439.22,20910542,21010542,21310542,NA,NA,NA,NA,NA,NA,NA,0.372759372031494,6.78032875195832,0.95
2400,800,35,"Shrinkage",0.97459500945823,14,20910542,21010542,21410542,NA,NA,NA,NA,NA,NA,NA,0.676261210439095,3.56576040127917,0.95
800,800,36,"TS-RIGHT",0.423000437478157,9.57999999999993,20870543,20970543,21070543,"TS_n800_h155f087a",0.5,200,8,101,0.02,NA,NA,NA,NA
800,800,36,"IHT",0.344684734395433,2.74000000000001,20870543,20970543,NA,"IHT_n800_h17021d83",NA,NA,NA,NA,0.01,200,NA,NA,NA
800,800,36,"Lasso",0.742934539630067,0.680000000000064,20870543,20970543,21170543,NA,NA,NA,NA,NA,NA,NA,0.957946092224227,NA,NA
800,800,36,"Adaptive Huber",0.312956283517307,129.83,20870543,20970543,21270543,NA,NA,NA,NA,NA,NA,NA,0.372759372031494,4.3371611265112,0.9
800,800,36,"Shrinkage",1.58923512638611,1.52999999999997,20870543,20970543,21370543,NA,NA,NA,NA,NA,NA,NA,0.623599935322503,3.66923066761334,0.95
1200,800,36,"TS-RIGHT",0.303759411066007,7.61999999999989,20880543,20980543,21080543,"TS_n1200_h069793c2",0.5,150,8,76,0.02,NA,NA,NA,NA
1200,800,36,"IHT",0.359054908773087,3.38000000000011,20880543,20980543,NA,"IHT_n1200_h2051495b",NA,NA,NA,NA,0.01,200,NA,NA,NA
1200,800,36,"Lasso",0.223197998124426,6.00999999999999,20880543,20980543,21180543,NA,NA,NA,NA,NA,NA,NA,0.566090310773848,NA,NA
1200,800,36,"Adaptive Huber",0.184657529421053,206.88,20880543,20980543,21280543,NA,NA,NA,NA,NA,NA,NA,0.372759372031494,5.41553772315475,0.95
1200,800,36,"Shrinkage",1.16885139407805,4.51999999999998,20880543,20980543,21380543,NA,NA,NA,NA,NA,NA,NA,0.823604073616906,3.64036765950383,0.95
1600,800,36,"TS-RIGHT",0.300042773685851,7.96000000000004,20890543,20990543,21090543,"TS_n1600_h21db9f6b",0.5,150,8,76,0.02,NA,NA,NA,NA
1600,800,36,"IHT",0.268917528539754,5.78999999999996,20890543,20990543,NA,"IHT_n1600_h06b009d4",NA,NA,NA,NA,0.01,200,NA,NA,NA
1600,800,36,"Lasso",0.221892627199633,3.96000000000004,20890543,20990543,21190543,NA,NA,NA,NA,NA,NA,NA,0.395125892078497,NA,NA
1600,800,36,"Adaptive Huber",0.172723126712355,285.18,20890543,20990543,21290543,NA,NA,NA,NA,NA,NA,NA,0.138949549437314,5.31586912236187,0.95
1600,800,36,"Shrinkage",0.612661869474107,11.5400000000002,20890543,20990543,21390543,NA,NA,NA,NA,NA,NA,NA,0.628874351721962,5.06145640170827,0.98
2000,800,36,"TS-RIGHT",0.186651096483308,8.25999999999999,20900543,21000543,21100543,"TS_n2000_h06bee7e5",0.5,150,8,76,0.02,NA,NA,NA,NA
2000,800,36,"IHT",0.233125704675421,7.00999999999999,20900543,21000543,NA,"IHT_n2000_h371ec77d",NA,NA,NA,NA,0.01,200,NA,NA,NA
2000,800,36,"Lasso",0.287018434970743,4.75,20900543,21000543,21200543,NA,NA,NA,NA,NA,NA,NA,0.294457651798525,NA,NA
2000,800,36,"Adaptive Huber",0.177152434245555,351.05,20900543,21000543,21300543,NA,NA,NA,NA,NA,NA,NA,0.138949549437314,6.15244752080631,0.95
2000,800,36,"Shrinkage",0.838708790382948,12.8400000000001,20900543,21000543,21400543,NA,NA,NA,NA,NA,NA,NA,0.816635582123637,5.1296068631077,0.98
2400,800,36,"TS-RIGHT",0.161983602665094,8.46000000000004,20910543,21010543,21110543,"TS_n2400_h2202f38e",0.5,150,8,76,0.02,NA,NA,NA,NA
2400,800,36,"IHT",0.196795011064371,9.32999999999993,20910543,21010543,NA,"IHT_n2400_h1d7d87f6",NA,NA,NA,NA,0.01,200,NA,NA,NA
2400,800,36,"Lasso",0.29031617526417,6.22000000000003,20910543,21010543,21210543,NA,NA,NA,NA,NA,NA,NA,0.366323562670466,NA,NA
2400,800,36,"Adaptive Huber",0.293355932135746,442.72,20910543,21010543,21310543,NA,NA,NA,NA,NA,NA,NA,0.372759372031494,10.8275382769422,0.98
2400,800,36,"Shrinkage",0.920254350527603,14.9200000000001,20910543,21010543,21410543,NA,NA,NA,NA,NA,NA,NA,0.709344236272071,5.19177857129042,0.98
800,800,37,"TS-RIGHT",0.374887163241192,8.88999999999987,20870544,20970544,21070544,"TS_n800_h155f087a",0.5,200,8,101,0.02,NA,NA,NA,NA
