"n","p","rep_id","method","l2_error","runtime_sec","seed_data","seed_split","seed_algo","tuning_config_id","q","T1","T2","T_fd_budget","eta","T","lambda","tau","tau_q"
800,800,49,"Shrinkage",2.32677289309894,1.47000000000025,20870556,20970556,21370556,NA,NA,NA,NA,NA,NA,NA,1.4142713641013,3.73522613447655,0.95
1200,800,49,"TS-RIGHT",0.25188952044447,7.59000000000015,20880556,20980556,21080556,"TS_n1200_h069793c2",0.5,150,8,76,0.02,NA,NA,NA,NA
1200,800,49,"IHT",0.422463637377449,4.7199999999998,20880556,20980556,NA,"IHT_n1200_h2051495b",NA,NA,NA,NA,0.01,200,NA,NA,NA
1200,800,49,"Lasso",0.522125093121942,3.97000000000025,20880556,20980556,21180556,NA,NA,NA,NA,NA,NA,NA,0.67836898143845,NA,NA
1200,800,49,"Adaptive Huber",0.279016571779169,207.31,20880556,20980556,21280556,NA,NA,NA,NA,NA,NA,NA,0.372759372031494,4.36249993349273,0.9
1200,800,49,"Shrinkage",1.26209395525117,4.48000000000002,20880556,20980556,21380556,NA,NA,NA,NA,NA,NA,NA,0.612833309624981,5.49691788263518,0.98
1600,800,49,"TS-RIGHT",0.178082189749566,7.44000000000005,20890556,20990556,21090556,"TS_n1600_h21db9f6b",0.5,150,8,76,0.02,NA,NA,NA,NA
1600,800,49,"IHT",0.932810768105678,4.82000000000016,20890556,20990556,NA,"IHT_n1600_h06b009d4",NA,NA,NA,NA,0.01,200,NA,NA,NA
1600,800,49,"Lasso",0.277255462843863,2.82000000000016,20890556,20990556,21190556,NA,NA,NA,NA,NA,NA,NA,0.325104946713123,NA,NA
1600,800,49,"Adaptive Huber",0.209847060651823,286.82,20890556,20990556,21290556,NA,NA,NA,NA,NA,NA,NA,0.372759372031494,5.9912247857853,0.95
1600,800,49,"Shrinkage",0.892780400609003,12.8400000000001,20890556,20990556,21390556,NA,NA,NA,NA,NA,NA,NA,0.510235375726735,5.29823023124133,0.98
2000,800,49,"TS-RIGHT",0.191775177044846,7.92000000000007,20900556,21000556,21100556,"TS_n2000_h06bee7e5",0.5,150,8,76,0.02,NA,NA,NA,NA
2000,800,49,"IHT",0.554426464772028,8.2800000000002,20900556,21000556,NA,"IHT_n2000_h371ec77d",NA,NA,NA,NA,0.01,200,NA,NA,NA
2000,800,49,"Lasso",0.433893959151786,5.57999999999993,20900556,21000556,21200556,NA,NA,NA,NA,NA,NA,NA,0.743620484454093,NA,NA
2000,800,49,"Adaptive Huber",0.215801027942579,365.78,20900556,21000556,21300556,NA,NA,NA,NA,NA,NA,NA,0.372759372031494,7.01236153248188,0.95
2000,800,49,"Shrinkage",1.0134473175228,12.8000000000002,20900556,21000556,21400556,NA,NA,NA,NA,NA,NA,NA,0.598498483131865,3.63335476549641,0.95
2400,800,49,"TS-RIGHT",0.128182056499669,8.09999999999991,20910556,21010556,21110556,"TS_n2400_h2202f38e",0.5,150,8,76,0.02,NA,NA,NA,NA
2400,800,49,"IHT",0.479080473314611,9.03999999999996,20910556,21010556,NA,"IHT_n2400_h1d7d87f6",NA,NA,NA,NA,0.01,200,NA,NA,NA
2400,800,49,"Lasso",0.492037755262672,6.24000000000024,20910556,21010556,21210556,NA,NA,NA,NA,NA,NA,NA,0.821861847778155,NA,NA
2400,800,49,"Adaptive Huber",0.106568780779285,434.18,20910556,21010556,21310556,NA,NA,NA,NA,NA,NA,NA,0.138949549437314,6.04406400507031,0.95
2400,800,49,"Shrinkage",0.917455894864304,14.7199999999998,20910556,21010556,21410556,NA,NA,NA,NA,NA,NA,NA,0.618871524262083,5.43520943858427,0.98
800,800,50,"TS-RIGHT",0.367481191344066,8.81999999999971,20870557,20970557,21070557,"TS_n800_h155f087a",0.5,200,8,101,0.02,NA,NA,NA,NA
800,800,50,"IHT",0.214957254907905,2.20000000000027,20870557,20970557,NA,"IHT_n800_h17021d83",NA,NA,NA,NA,0.01,200,NA,NA,NA
800,800,50,"Lasso",0.307214805059271,0.420000000000073,20870557,20970557,21170557,NA,NA,NA,NA,NA,NA,NA,0.480953515924428,NA,NA
800,800,50,"Adaptive Huber",0.248593068952575,121.91,20870557,20970557,21270557,NA,NA,NA,NA,NA,NA,NA,0.372759372031494,9.9277344357595,0.98
800,800,50,"Shrinkage",1.34538991011543,1.19999999999982,20870557,20970557,21370557,NA,NA,NA,NA,NA,NA,NA,0.96977557973571,6.0611280521315,0.98
1200,800,50,"TS-RIGHT",0.293728717412592,6.80999999999995,20880557,20980557,21080557,"TS_n1200_h069793c2",0.5,150,8,76,0.02,NA,NA,NA,NA
1200,800,50,"IHT",0.344949655419555,3.78999999999996,20880557,20980557,NA,"IHT_n1200_h2051495b",NA,NA,NA,NA,0.01,200,NA,NA,NA
1200,800,50,"Lasso",0.492983864249848,3.13000000000011,20880557,20980557,21180557,NA,NA,NA,NA,NA,NA,NA,0.544593490426639,NA,NA
1200,800,50,"Adaptive Huber",0.324378627189453,203.22,20880557,20980557,21280557,NA,NA,NA,NA,NA,NA,NA,0.372759372031494,5.60560486750683,0.95
1200,800,50,"Shrinkage",1.69862069331516,4.09000000000015,20880557,20980557,21380557,NA,NA,NA,NA,NA,NA,NA,0.935987867057783,3.5831217483613,0.95
1600,800,50,"TS-RIGHT",0.134175144051777,6.92000000000007,20890557,20990557,21090557,"TS_n1600_h21db9f6b",0.5,150,8,76,0.02,NA,NA,NA,NA
1600,800,50,"IHT",0.232457704278174,5.30999999999995,20890557,20990557,NA,"IHT_n1600_h06b009d4",NA,NA,NA,NA,0.01,200,NA,NA,NA
1600,800,50,"Lasso",0.294831857354971,4.49000000000024,20890557,20990557,21190557,NA,NA,NA,NA,NA,NA,NA,0.40752629948442,NA,NA
1600,800,50,"Adaptive Huber",0.233819227132255,287.5,20890557,20990557,21290557,NA,NA,NA,NA,NA,NA,NA,0.372759372031494,5.44056636849766,0.95
1600,800,50,"Shrinkage",1.22665653271898,12.5099999999998,20890557,20990557,21390557,NA,NA,NA,NA,NA,NA,NA,0.957783082764597,5.84405467986953,0.98
2000,800,50,"TS-RIGHT",0.222818208011399,8.44000000000005,20900557,21000557,21100557,"TS_n2000_h06bee7e5",0.5,150,8,76,0.02,NA,NA,NA,NA
2000,800,50,"IHT",0.388646589094284,6.41999999999962,20900557,21000557,NA,"IHT_n2000_h371ec77d",NA,NA,NA,NA,0.01,200,NA,NA,NA
2000,800,50,"Lasso",0.653003444636024,6.05000000000018,20900557,21000557,21200557,NA,NA,NA,NA,NA,NA,NA,0.822660866919349,NA,NA
2000,800,50,"Adaptive Huber",0.258330305879408,369.78,20900557,21000557,21300557,NA,NA,NA,NA,NA,NA,NA,0.372759372031494,6.94381004687741,0.95
2000,800,50,"Shrinkage",1.18619007867475,16.0300000000002,20900557,21000557,21400557,NA,NA,NA,NA,NA,NA,NA,0.785938827956555,3.55069202456322,0.95
2400,800,50,"TS-RIGHT",0.144514072544098,8.26999999999998,20910557,21010557,21110557,"TS_n2400_h2202f38e",0.5,150,8,76,0.02,NA,NA,NA,NA
2400,800,50,"IHT",1.20433632083101e+66,7.51000000000022,20910557,21010557,NA,"IHT_n2400_h1d7d87f6",NA,NA,NA,NA,0.01,200,NA,NA,NA
2400,800,50,"Lasso",0.325395918557877,4.94999999999982,20910557,21010557,21210557,NA,NA,NA,NA,NA,NA,NA,0.510087159090541,NA,NA
2400,800,50,"Adaptive Huber",0.182580390304586,420.49,20910557,21010557,21310557,NA,NA,NA,NA,NA,NA,NA,0.372759372031494,6.03752450433439,0.95
2400,800,50,"Shrinkage",0.699848807880688,16.7200000000003,20910557,21010557,21410557,NA,NA,NA,NA,NA,NA,NA,0.724257578064038,3.63483728048613,0.95
800,800,51,"TS-RIGHT",3.74710081455104,9.05999999999995,20870558,20970558,21070558,"TS_n800_h155f087a",0.5,200,8,101,0.02,NA,NA,NA,NA
800,800,51,"IHT",0.546585501360996,2.65000000000009,20870558,20970558,NA,"IHT_n800_h17021d83",NA,NA,NA,NA,0.01,200,NA,NA,NA
800,800,51,"Lasso",0.713482786397309,0.800000000000182,20870558,20970558,21170558,NA,NA,NA,NA,NA,NA,NA,0.568747006970066,NA,NA
800,800,51,"Adaptive Huber",0.37158421120418,126.89,20870558,20970558,21270558,NA,NA,NA,NA,NA,NA,NA,0.372759372031494,6.22599387375061,0.95
800,800,51,"Shrinkage",1.37883380144316,1.23000000000002,20870558,20970558,21370558,NA,NA,NA,NA,NA,NA,NA,0.945962900061576,3.52976136046787,0.95
1200,800,51,"TS-RIGHT",0.161021502030847,7.33999999999969,20880558,20980558,21080558,"TS_n1200_h069793c2",0.5,150,8,76,0.02,NA,NA,NA,NA
1200,800,51,"IHT",0.342692821054427,4.0300000000002,20880558,20980558,NA,"IHT_n1200_h2051495b",NA,NA,NA,NA,0.01,200,NA,NA,NA
1200,800,51,"Lasso",0.262826408430998,2.51999999999998,20880558,20980558,21180558,NA,NA,NA,NA,NA,NA,NA,0.343792341748836,NA,NA
1200,800,51,"Adaptive Huber",0.224651423188158,207.91,20880558,20980558,21280558,NA,NA,NA,NA,NA,NA,NA,0.372759372031494,4.53347060677243,0.95
1200,800,51,"Shrinkage",0.929817994610686,3.17000000000007,20880558,20980558,21380558,NA,NA,NA,NA,NA,NA,NA,0.592934145565002,5.27491059191816,0.98
1600,800,51,"TS-RIGHT",0.252599930408793,7.94000000000005,20890558,20990558,21090558,"TS_n1600_h21db9f6b",0.5,150,8,76,0.02,NA,NA,NA,NA
1600,800,51,"IHT",0.265517005474049,5.9699999999998,20890558,20990558,NA,"IHT_n1600_h06b009d4",NA,NA,NA,NA,0.01,200,NA,NA,NA
1600,800,51,"Lasso",0.46555298594458,3.19999999999982,20890558,20990558,21190558,NA,NA,NA,NA,NA,NA,NA,0.486632630177695,NA,NA
1600,800,51,"Adaptive Huber",0.298288305079668,283.86,20890558,20990558,21290558,NA,NA,NA,NA,NA,NA,NA,0.138949549437314,6.09444005061256,0.95
1600,800,51,"Shrinkage",1.06463302543148,13.48,20890558,20990558,21390558,NA,NA,NA,NA,NA,NA,NA,0.905805877198806,5.27605343883153,0.98
2000,800,51,"TS-RIGHT",0.201229873556505,9.84999999999991,20900558,21000558,21100558,"TS_n2000_h06bee7e5",0.5,150,8,76,0.02,NA,NA,NA,NA
2000,800,51,"IHT",0.431695880291246,7.54999999999973,20900558,21000558,NA,"IHT_n2000_h371ec77d",NA,NA,NA,NA,0.01,200,NA,NA,NA
2000,800,51,"Lasso",0.566465205684384,6.09000000000015,20900558,21000558,21200558,NA,NA,NA,NA,NA,NA,NA,0.507416719478888,NA,NA
2000,800,51,"Adaptive Huber",0.330651250477206,359.37,20900558,21000558,21300558,NA,NA,NA,NA,NA,NA,NA,0.372759372031494,6.16300100396168,0.95
2000,800,51,"Shrinkage",0.858167125002022,16.1000000000004,20900558,21000558,21400558,NA,NA,NA,NA,NA,NA,NA,0.653808507851668,5.08195791279415,0.98
2400,800,51,"TS-RIGHT",0.196544681339929,9.65000000000009,20910558,21010558,21110558,"TS_n2400_h2202f38e",0.5,150,8,76,0.02,NA,NA,NA,NA
2400,800,51,"IHT",0.270972492591037,9.92999999999984,20910558,21010558,NA,"IHT_n2400_h1d7d87f6",NA,NA,NA,NA,0.01,200,NA,NA,NA
2400,800,51,"Lasso",0.333735516499862,4.75,20910558,21010558,21210558,NA,NA,NA,NA,NA,NA,NA,0.46885431777045,NA,NA
2400,800,51,"Adaptive Huber",0.188000403907456,417.9,20910558,21010558,21310558,NA,NA,NA,NA,NA,NA,NA,0.372759372031494,6.11706122077416,0.95
2400,800,51,"Shrinkage",0.854212721502354,14.3800000000001,20910558,21010558,21410558,NA,NA,NA,NA,NA,NA,NA,0.702970181141231,5.44237158804384,0.98
800,800,52,"TS-RIGHT",0.343093731952591,8.84000000000015,20870559,20970559,21070559,"TS_n800_h155f087a",0.5,200,8,101,0.02,NA,NA,NA,NA
800,800,52,"IHT",0.697347685011589,2.92000000000007,20870559,20970559,NA,"IHT_n800_h17021d83",NA,NA,NA,NA,0.01,200,NA,NA,NA
800,800,52,"Lasso",1.00666700164887,1.13999999999987,20870559,20970559,21170559,NA,NA,NA,NA,NA,NA,NA,1.16340134230591,NA,NA
800,800,52,"Adaptive Huber",0.414192451764371,123.84,20870559,20970559,21270559,NA,NA,NA,NA,NA,NA,NA,0.138949549437314,4.44676463937749,0.9
800,800,52,"Shrinkage",1.19826182339471,1.25,20870559,20970559,21370559,NA,NA,NA,NA,NA,NA,NA,0.525284701265116,3.21237100742719,0.95
1200,800,52,"TS-RIGHT",0.273013097550271,7.95000000000027,20880559,20980559,21080559,"TS_n1200_h069793c2",0.5,150,8,76,0.02,NA,NA,NA,NA
1200,800,52,"IHT",0.343983276884777,3.57999999999993,20880559,20980559,NA,"IHT_n1200_h2051495b",NA,NA,NA,NA,0.01,200,NA,NA,NA
1200,800,52,"Lasso",0.340553228620568,2.48999999999978,20880559,20980559,21180559,NA,NA,NA,NA,NA,NA,NA,0.597230826452684,NA,NA
1200,800,52,"Adaptive Huber",0.215130289558876,208.83,20880559,20980559,21280559,NA,NA,NA,NA,NA,NA,NA,0.372759372031494,5.86623070210498,0.95
1200,800,52,"Shrinkage",0.829942153257407,3.75,20880559,20980559,21380559,NA,NA,NA,NA,NA,NA,NA,0.752019827319061,5.32158700656786,0.98
1600,800,52,"TS-RIGHT",0.219004271213822,8.15000000000009,20890559,20990559,21090559,"TS_n1600_h21db9f6b",0.5,150,8,76,0.02,NA,NA,NA,NA
1600,800,52,"IHT",0.302853663556051,6.34999999999991,20890559,20990559,NA,"IHT_n1600_h06b009d4",NA,NA,NA,NA,0.01,200,NA,NA,NA
1600,800,52,"Lasso",0.362797830268886,4.44999999999982,20890559,20990559,21190559,NA,NA,NA,NA,NA,NA,NA,0.548255011449202,NA,NA
1600,800,52,"Adaptive Huber",0.231756925387329,287.63,20890559,20990559,21290559,NA,NA,NA,NA,NA,NA,NA,0.372759372031494,5.73332500855822,0.95
1600,800,52,"Shrinkage",1.53677867827106,13.3099999999999,20890559,20990559,21390559,NA,NA,NA,NA,NA,NA,NA,0.870565572418289,5.31028329400019,0.98
2000,800,52,"TS-RIGHT",0.142447507627066,8.30999999999995,20900559,21000559,21100559,"TS_n2000_h06bee7e5",0.5,150,8,76,0.02,NA,NA,NA,NA
2000,800,52,"IHT",1.80498389658043e+30,7.32999999999993,20900559,21000559,NA,"IHT_n2000_h371ec77d",NA,NA,NA,NA,0.01,200,NA,NA,NA
2000,800,52,"Lasso",0.608812713191942,4.05999999999995,20900559,21000559,21200559,NA,NA,NA,NA,NA,NA,NA,0.676060684085508,NA,NA
2000,800,52,"Adaptive Huber",0.141299777923551,361.78,20900559,21000559,21300559,NA,NA,NA,NA,NA,NA,NA,0.138949549437314,3.87701884939335,0.9
2000,800,52,"Shrinkage",1.51961608752669,12.6799999999998,20900559,21000559,21400559,NA,NA,NA,NA,NA,NA,NA,0.77694243389771,3.66107306980966,0.95
2400,800,52,"TS-RIGHT",0.305306432323043,9.25,20910559,21010559,21110559,"TS_n2400_h2202f38e",0.5,150,8,76,0.02,NA,NA,NA,NA
2400,800,52,"IHT",0.46691378018083,8.23000000000002,20910559,21010559,NA,"IHT_n2400_h1d7d87f6",NA,NA,NA,NA,0.01,200,NA,NA,NA
2400,800,52,"Lasso",0.601685899972492,6.2800000000002,20910559,21010559,21210559,NA,NA,NA,NA,NA,NA,NA,0.959834728315958,NA,NA
2400,800,52,"Adaptive Huber",0.187100913201801,434.88,20910559,21010559,21310559,NA,NA,NA,NA,NA,NA,NA,0.138949549437314,6.90318098005904,0.95
2400,800,52,"Shrinkage",1.07495905235444,13.7600000000002,20910559,21010559,21410559,NA,NA,NA,NA,NA,NA,NA,0.512019307165737,3.54175703158302,0.95
800,800,53,"TS-RIGHT",0.283234035734215,8.51999999999998,20870560,20970560,21070560,"TS_n800_h155f087a",0.5,200,8,101,0.02,NA,NA,NA,NA
800,800,53,"IHT",0.543957937215984,2.88999999999987,20870560,20970560,NA,"IHT_n800_h17021d83",NA,NA,NA,NA,0.01,200,NA,NA,NA
800,800,53,"Lasso",0.659643447270805,1.38000000000011,20870560,20970560,21170560,NA,NA,NA,NA,NA,NA,NA,0.803109852169278,NA,NA
800,800,53,"Adaptive Huber",0.32586811569665,126.13,20870560,20970560,21270560,NA,NA,NA,NA,NA,NA,NA,0.372759372031494,4.31001477231766,0.9
800,800,53,"Shrinkage",1.54493852608879,1.2800000000002,20870560,20970560,21370560,NA,NA,NA,NA,NA,NA,NA,1.14533124988927,5.60506718642573,0.98
1200,800,53,"TS-RIGHT",0.268691362749254,7.45000000000027,20880560,20980560,21080560,"TS_n1200_h069793c2",0.5,150,8,76,0.02,NA,NA,NA,NA
1200,800,53,"IHT",0.371081223984512,3.76999999999998,20880560,20980560,NA,"IHT_n1200_h2051495b",NA,NA,NA,NA,0.01,200,NA,NA,NA
1200,800,53,"Lasso",0.430727648571901,3.61000000000013,20880560,20980560,21180560,NA,NA,NA,NA,NA,NA,NA,0.417185379795108,NA,NA
1200,800,53,"Adaptive Huber",0.329823170595477,208.62,20880560,20980560,21280560,NA,NA,NA,NA,NA,NA,NA,0.372759372031494,6.11256604042967,0.95
1200,800,53,"Shrinkage",1.26562779880017,4.67999999999984,20880560,20980560,21380560,NA,NA,NA,NA,NA,NA,NA,0.999094052829111,5.30041790884927,0.98
1600,800,53,"TS-RIGHT",0.160152149246227,7.88999999999987,20890560,20990560,21090560,"TS_n1600_h21db9f6b",0.5,150,8,76,0.02,NA,NA,NA,NA
1600,800,53,"IHT",0.340436598466911,6.44000000000005,20890560,20990560,NA,"IHT_n1600_h06b009d4",NA,NA,NA,NA,0.01,200,NA,NA,NA
1600,800,53,"Lasso",0.352001487982876,5.39000000000033,20890560,20990560,21190560,NA,NA,NA,NA,NA,NA,NA,0.602423163901052,NA,NA
1600,800,53,"Adaptive Huber",0.252989306787251,281.85,20890560,20990560,21290560,NA,NA,NA,NA,NA,NA,NA,0.372759372031494,5.55553351313384,0.95
1600,800,53,"Shrinkage",1.33053284762622,13.6500000000001,20890560,20990560,21390560,NA,NA,NA,NA,NA,NA,NA,1.04210887769255,5.40004522702717,0.98
2000,800,53,"TS-RIGHT",0.231245548736619,9.32999999999993,20900560,21000560,21100560,"TS_n2000_h06bee7e5",0.5,150,8,76,0.02,NA,NA,NA,NA
2000,800,53,"IHT",0.477126959574408,6.34000000000015,20900560,21000560,NA,"IHT_n2000_h371ec77d",NA,NA,NA,NA,0.01,200,NA,NA,NA
2000,800,53,"Lasso",0.579688986509848,4.4699999999998,20900560,21000560,21200560,NA,NA,NA,NA,NA,NA,NA,0.691529671798003,NA,NA
2000,800,53,"Adaptive Huber",0.253867078154986,362.44,20900560,21000560,21300560,NA,NA,NA,NA,NA,NA,NA,0.372759372031494,6.40789721292243,0.95
2000,800,53,"Shrinkage",1.2340535801032,13.5,20900560,21000560,21400560,NA,NA,NA,NA,NA,NA,NA,0.551172438883546,5.15051775858372,0.98
2400,800,53,"TS-RIGHT",0.235398467541293,8.64000000000033,20910560,21010560,21110560,"TS_n2400_h2202f38e",0.5,150,8,76,0.02,NA,NA,NA,NA
2400,800,53,"IHT",Inf,7.98000000000002,20910560,21010560,NA,"IHT_n2400_h1d7d87f6",NA,NA,NA,NA,0.01,200,NA,NA,NA
2400,800,53,"Lasso",0.775441614231697,11.75,20910560,21010560,21210560,NA,NA,NA,NA,NA,NA,NA,0.758813254679548,NA,NA
2400,800,53,"Adaptive Huber",0.284634890597182,444.71,20910560,21010560,21310560,NA,NA,NA,NA,NA,NA,NA,0.372759372031494,6.49722621339152,0.95
2400,800,53,"Shrinkage",0.896084630848451,15.98,20910560,21010560,21410560,NA,NA,NA,NA,NA,NA,NA,0.649511359569938,3.65437724760322,0.95
800,800,54,"TS-RIGHT",0.276921502603614,8.96000000000004,20870561,20970561,21070561,"TS_n800_h155f087a",0.5,200,8,101,0.02,NA,NA,NA,NA
800,800,54,"IHT",0.309931805425932,2.51999999999998,20870561,20970561,NA,"IHT_n800_h17021d83",NA,NA,NA,NA,0.01,200,NA,NA,NA
800,800,54,"Lasso",0.371841443473108,0.450000000000273,20870561,20970561,21170561,NA,NA,NA,NA,NA,NA,NA,0.325593998044242,NA,NA
800,800,54,"Adaptive Huber",0.292083282601997,126.25,20870561,20970561,21270561,NA,NA,NA,NA,NA,NA,NA,0.372759372031494,5.57780135888285,0.95
800,800,54,"Shrinkage",1.34534964527642,1.87999999999965,20870561,20970561,21370561,NA,NA,NA,NA,NA,NA,NA,0.225106308545538,5.36161972365694,0.98
1200,800,54,"TS-RIGHT",0.239070361166226,6.73000000000002,20880561,20980561,21080561,"TS_n1200_h069793c2",0.5,150,8,76,0.02,NA,NA,NA,NA
1200,800,54,"IHT",0.229738817067702,4.05000000000018,20880561,20980561,NA,"IHT_n1200_h2051495b",NA,NA,NA,NA,0.01,200,NA,NA,NA
1200,800,54,"Lasso",0.367380341898786,6.39999999999964,20880561,20980561,21180561,NA,NA,NA,NA,NA,NA,NA,0.510950080588262,NA,NA
1200,800,54,"Adaptive Huber",0.324523929052821,207.05,20880561,20980561,21280561,NA,NA,NA,NA,NA,NA,NA,0.372759372031494,6.4985200968659,0.95
1200,800,54,"Shrinkage",1.38924703003429,4.94999999999982,20880561,20980561,21380561,NA,NA,NA,NA,NA,NA,NA,0.414210150957451,3.41834390401239,0.95
1600,800,54,"TS-RIGHT",0.295976519673264,7.36999999999989,20890561,20990561,21090561,"TS_n1600_h21db9f6b",0.5,150,8,76,0.02,NA,NA,NA,NA
1600,800,54,"IHT",0.779895424303297,5.13000000000011,20890561,20990561,NA,"IHT_n1600_h06b009d4",NA,NA,NA,NA,0.01,200,NA,NA,NA
1600,800,54,"Lasso",0.958273946281671,6.27999999999975,20890561,20990561,21190561,NA,NA,NA,NA,NA,NA,NA,0.936185745056701,NA,NA
1600,800,54,"Adaptive Huber",0.228670267329597,286.87,20890561,20990561,21290561,NA,NA,NA,NA,NA,NA,NA,0.138949549437314,4.59168104568963,0.9
1600,800,54,"Shrinkage",1.46900271701504,13.6099999999997,20890561,20990561,21390561,NA,NA,NA,NA,NA,NA,NA,0.750025265761035,3.63667460460845,0.95
2000,800,54,"TS-RIGHT",0.129860160870411,7.95000000000027,20900561,21000561,21100561,"TS_n2000_h06bee7e5",0.5,150,8,76,0.02,NA,NA,NA,NA
2000,800,54,"IHT",0.327361466601776,6.88000000000011,20900561,21000561,NA,"IHT_n2000_h371ec77d",NA,NA,NA,NA,0.01,200,NA,NA,NA
2000,800,54,"Lasso",0.455628569758029,5.31999999999971,20900561,21000561,21200561,NA,NA,NA,NA,NA,NA,NA,0.595779018903125,NA,NA
2000,800,54,"Adaptive Huber",0.22972549331326,364.83,20900561,21000561,21300561,NA,NA,NA,NA,NA,NA,NA,0.372759372031494,6.33632614028308,0.95
2000,800,54,"Shrinkage",0.989698670138699,14.9900000000002,20900561,21000561,21400561,NA,NA,NA,NA,NA,NA,NA,0.833774227133989,5.58774917191637,0.98
2400,800,54,"TS-RIGHT",0.118618002729743,9.22000000000025,20910561,21010561,21110561,"TS_n2400_h2202f38e",0.5,150,8,76,0.02,NA,NA,NA,NA
2400,800,54,"IHT",0.221964737011945,9.10999999999967,20910561,21010561,NA,"IHT_n2400_h1d7d87f6",NA,NA,NA,NA,0.01,200,NA,NA,NA
2400,800,54,"Lasso",0.366730453436561,5.97000000000025,20910561,21010561,21210561,NA,NA,NA,NA,NA,NA,NA,0.59008781905681,NA,NA
2400,800,54,"Adaptive Huber",0.179124169845971,449.95,20910561,21010561,21310561,NA,NA,NA,NA,NA,NA,NA,0.372759372031494,5.90989669857332,0.95
2400,800,54,"Shrinkage",1.0827575552323,15.4200000000001,20910561,21010561,21410561,NA,NA,NA,NA,NA,NA,NA,0.738104332324782,5.57026482545125,0.98
800,800,55,"TS-RIGHT",0.274482550618375,9.09999999999991,20870562,20970562,21070562,"TS_n800_h155f087a",0.5,200,8,101,0.02,NA,NA,NA,NA
800,800,55,"IHT",2.44281478364463,2.42000000000007,20870562,20970562,NA,"IHT_n800_h17021d83",NA,NA,NA,NA,0.01,200,NA,NA,NA
800,800,55,"Lasso",6.06600693508863,7,20870562,20970562,21170562,NA,NA,NA,NA,NA,NA,NA,7.09591033656382,NA,NA
800,800,55,"Adaptive Huber",0.34693681917183,128.47,20870562,20970562,21270562,NA,NA,NA,NA,NA,NA,NA,0.372759372031494,15.7134663182805,0.9
800,800,55,"Shrinkage",1.53464402819106,1.50999999999976,20870562,20970562,21370562,NA,NA,NA,NA,NA,NA,NA,0.83730520161816,3.54585198601814,0.95
1200,800,55,"TS-RIGHT",0.184592452586811,7.67000000000007,20880562,20980562,21080562,"TS_n1200_h069793c2",0.5,150,8,76,0.02,NA,NA,NA,NA
1200,800,55,"IHT",0.234056305485107,4.09999999999991,20880562,20980562,NA,"IHT_n1200_h2051495b",NA,NA,NA,NA,0.01,200,NA,NA,NA
1200,800,55,"Lasso",0.310706673815509,4.57000000000016,20880562,20980562,21180562,NA,NA,NA,NA,NA,NA,NA,0.522085887911822,NA,NA
1200,800,55,"Adaptive Huber",0.251960982589868,210.25,20880562,20980562,21280562,NA,NA,NA,NA,NA,NA,NA,0.372759372031494,5.32850038474162,0.95
1200,800,55,"Shrinkage",1.55975396840874,4.23000000000002,20880562,20980562,21380562,NA,NA,NA,NA,NA,NA,NA,0.776328557409694,3.61965814821232,0.95
1600,800,55,"TS-RIGHT",0.15462845298161,8.54999999999973,20890562,20990562,21090562,"TS_n1600_h21db9f6b",0.5,150,8,76,0.02,NA,NA,NA,NA
1600,800,55,"IHT",0.469589472130714,6.5,20890562,20990562,NA,"IHT_n1600_h06b009d4",NA,NA,NA,NA,0.01,200,NA,NA,NA
1600,800,55,"Lasso",0.551215587582118,5.42000000000007,20890562,20990562,21190562,NA,NA,NA,NA,NA,NA,NA,0.673184530807741,NA,NA
1600,800,55,"Adaptive Huber",0.169034417874827,281.38,20890562,20990562,21290562,NA,NA,NA,NA,NA,NA,NA,0.138949549437314,6.02782300584908,0.95
1600,800,55,"Shrinkage",1.25825564238768,13.29,20890562,20990562,21390562,NA,NA,NA,NA,NA,NA,NA,0.717279979048648,4.97655607497453,0.98
2000,800,55,"TS-RIGHT",0.202042283354381,8.52999999999975,20900562,21000562,21100562,"TS_n2000_h06bee7e5",0.5,150,8,76,0.02,NA,NA,NA,NA
2000,800,55,"IHT",0.369345628290424,6.63999999999987,20900562,21000562,NA,"IHT_n2000_h371ec77d",NA,NA,NA,NA,0.01,200,NA,NA,NA
2000,800,55,"Lasso",0.294639952511591,3.84999999999991,20900562,21000562,21200562,NA,NA,NA,NA,NA,NA,NA,0.334499815943743,NA,NA
2000,800,55,"Adaptive Huber",0.170364216326006,366.2,20900562,21000562,21300562,NA,NA,NA,NA,NA,NA,NA,0.372759372031494,5.66975958256173,0.95
2000,800,55,"Shrinkage",1.24337636057422,13.2199999999998,20900562,21000562,21400562,NA,NA,NA,NA,NA,NA,NA,0.396782239807389,3.50670722724792,0.95
2400,800,55,"TS-RIGHT",0.132242731959638,8.2199999999998,20910562,21010562,21110562,"TS_n2400_h2202f38e",0.5,150,8,76,0.02,NA,NA,NA,NA
2400,800,55,"IHT",0.277346502496369,7.23000000000002,20910562,21010562,NA,"IHT_n2400_h1d7d87f6",NA,NA,NA,NA,0.01,200,NA,NA,NA
2400,800,55,"Lasso",0.237450152263712,5.36000000000013,20910562,21010562,21210562,NA,NA,NA,NA,NA,NA,NA,0.411088531065546,NA,NA
2400,800,55,"Adaptive Huber",0.171432612939676,435.31,20910562,21010562,21310562,NA,NA,NA,NA,NA,NA,NA,0.372759372031494,10.1206998578086,0.98
