"model","rep_id","radius_id","radius","cand_id","K_name","regime","multiplier","K","block_size","q_top","topq_error","l2_error","linf_error","ref_grad_norm"
"linear",16,3,1,7,"K2_c10","local",10,64,31,125,5.0735608586775,6.15935533279067,1.56360424419449,5
"linear",16,3,1,7,"K2_c12","local",12,77,25,125,4.93580876984651,5.93093751497646,1.44886673266227,5
"linear",16,3,1,7,"K2_c14","local",14,90,22,125,4.44279350268482,5.2015866227778,1.79131253588761,5
"linear",16,3,1,8,"K1_global","global",1,160,12,125,3.8211963565649,4.34846069621668,2.20814263959105,5
"linear",16,3,1,8,"K2_c10","local",10,64,31,125,4.7847952629549,5.71563176724918,2.00329269147873,5
"linear",16,3,1,8,"K2_c12","local",12,77,25,125,5.09695828782473,6.03226161852317,2.09643160777243,5
"linear",16,3,1,8,"K2_c14","local",14,90,22,125,4.31186287591015,4.95524002680741,2.12494038222866,5
"linear",16,3,1,9,"K1_global","global",1,160,12,125,3.97897842779371,4.48083466490375,1.42585688604471,5
"linear",16,3,1,9,"K2_c10","local",10,64,31,125,4.79904043660337,5.69628974504302,1.12470665025464,5
"linear",16,3,1,9,"K2_c12","local",12,77,25,125,4.67244024978073,5.68600906043353,0.918875941622165,5
"linear",16,3,1,9,"K2_c14","local",14,90,22,125,4.43725518188539,5.21672907544926,1.4006317773962,5
"linear",16,3,1,10,"K1_global","global",1,160,12,125,3.94682469611884,4.38355758414934,1.50343292948486,5
"linear",16,3,1,10,"K2_c10","local",10,64,31,125,4.72350652524162,5.58769837477763,1.05251019983209,5
"linear",16,3,1,10,"K2_c12","local",12,77,25,125,4.37349705121081,5.19183295009188,1.02174348654812,5
"linear",16,3,1,10,"K2_c14","local",14,90,22,125,3.94427462880046,4.66369789774239,1.0435843687779,5
"linear",16,3,1,11,"K1_global","global",1,160,12,125,4.08016091927556,4.52316013629722,1.48402848854551,5
"linear",16,3,1,11,"K2_c10","local",10,64,31,125,4.52580484409851,5.28306526151264,1.42479969938344,5
"linear",16,3,1,11,"K2_c12","local",12,77,25,125,4.48220454872214,5.26591455210517,1.37255489679629,5
"linear",16,3,1,11,"K2_c14","local",14,90,22,125,4.34039629124669,4.92835093864094,1.49803797661295,5
"linear",16,3,1,12,"K1_global","global",1,160,12,125,3.80396684862587,4.36667508761626,1.81054574719566,5
"linear",16,3,1,12,"K2_c10","local",10,64,31,125,4.70412865499596,5.66778383976108,1.47282887461276,5
"linear",16,3,1,12,"K2_c12","local",12,77,25,125,4.64824801926539,5.59590444371142,1.40933821302606,5
"linear",16,3,1,12,"K2_c14","local",14,90,22,125,4.23164443309545,4.96560219333164,1.64816294790926,5
"linear",16,4,0.5,1,"K1_global","global",1,160,12,125,2.62618216828687,3.11629099405325,0.851225214566218,2.5
"linear",16,4,0.5,1,"K2_c10","local",10,64,31,125,3.59480373218017,4.36738877346536,0.745541685789157,2.5
"linear",16,4,0.5,1,"K2_c12","local",12,77,25,125,3.4601325347081,4.27872414420757,0.581308882649108,2.5
"linear",16,4,0.5,1,"K2_c14","local",14,90,22,125,3.04596900834625,3.70804960057478,0.648885529240349,2.5
"linear",16,4,0.5,2,"K1_global","global",1,160,12,125,2.57850016551009,3.03232681308935,0.974993644924504,2.5
"linear",16,4,0.5,2,"K2_c10","local",10,64,31,125,3.33536821187141,3.89458055733204,0.877450390354414,2.5
"linear",16,4,0.5,2,"K2_c12","local",12,77,25,125,3.30149807586783,4.04147759133955,0.785213819473434,2.5
"linear",16,4,0.5,2,"K2_c14","local",14,90,22,125,2.84907296141,3.38568391109104,0.82636803370904,2.5
"linear",16,4,0.5,3,"K1_global","global",1,160,12,125,2.53781153767876,2.99604951463211,1.02140362948614,2.5
"linear",16,4,0.5,3,"K2_c10","local",10,64,31,125,3.36615643874362,4.05757594206599,0.989737043198629,2.5
"linear",16,4,0.5,3,"K2_c12","local",12,77,25,125,3.33678752758529,4.03720436765037,0.903867442476742,2.5
"linear",16,4,0.5,3,"K2_c14","local",14,90,22,125,2.92621061735351,3.51595018430877,1.04723779113441,2.5
"linear",16,4,0.5,4,"K1_global","global",1,160,12,125,2.56714844232282,2.96879909984465,0.822578090659508,2.5
"linear",16,4,0.5,4,"K2_c10","local",10,64,31,125,3.30406813303593,3.99334672718324,0.738812559733974,2.5
"linear",16,4,0.5,4,"K2_c12","local",12,77,25,125,3.31492570798626,3.99675645158412,0.733404528694862,2.5
"linear",16,4,0.5,4,"K2_c14","local",14,90,22,125,2.89037551136283,3.48242163100473,0.847782781001297,2.5
"linear",16,4,0.5,5,"K1_global","global",1,160,12,125,2.61888478935373,3.10505250983882,0.763949674509607,2.5
"linear",16,4,0.5,5,"K2_c10","local",10,64,31,125,3.43785452250484,4.14793144196832,0.591526783306982,2.5
"linear",16,4,0.5,5,"K2_c12","local",12,77,25,125,3.43184310868428,4.18477307587939,0.812748631163774,2.5
"linear",16,4,0.5,5,"K2_c14","local",14,90,22,125,3.02523551490158,3.63058910365488,0.543147259500467,2.5
"linear",16,4,0.5,6,"K1_global","global",1,160,12,125,2.52541470452318,2.92735558443452,0.894534143072349,2.5
"linear",16,4,0.5,6,"K2_c10","local",10,64,31,125,3.23449669125583,3.92753287592304,0.881032711982546,2.5
"linear",16,4,0.5,6,"K2_c12","local",12,77,25,125,3.18458228036145,3.8668660206642,0.779135113833225,2.5
"linear",16,4,0.5,6,"K2_c14","local",14,90,22,125,2.76740802537134,3.27594866017792,0.951050988226899,2.5
"linear",16,4,0.5,7,"K1_global","global",1,160,12,125,2.66931853862707,3.12821128680559,1.00258464572406,2.5
"linear",16,4,0.5,7,"K2_c10","local",10,64,31,125,3.23060317489795,4.08022038068476,0.528161460961162,2.5
"linear",16,4,0.5,7,"K2_c12","local",12,77,25,125,3.35663741063845,4.09203447271794,0.749692434038884,2.5
"linear",16,4,0.5,7,"K2_c14","local",14,90,22,125,2.99269594941944,3.60534388953206,0.889360530355679,2.5
"linear",16,4,0.5,8,"K1_global","global",1,160,12,125,2.61862913706243,3.06196168063607,0.810861976061739,2.5
"linear",16,4,0.5,8,"K2_c10","local",10,64,31,125,3.29783692627628,4.04960756632507,0.681098392391071,2.5
"linear",16,4,0.5,8,"K2_c12","local",12,77,25,125,3.43350526358895,4.13784881957233,0.741976818706334,2.5
"linear",16,4,0.5,8,"K2_c14","local",14,90,22,125,3.10915862696792,3.72128412010924,0.754775393300052,2.5
"linear",16,4,0.5,9,"K1_global","global",1,160,12,125,2.4828503117832,2.91437962794718,0.819699651288293,2.5
"linear",16,4,0.5,9,"K2_c10","local",10,64,31,125,3.10212019636926,3.74320599019922,0.814044100895398,2.5
"linear",16,4,0.5,9,"K2_c12","local",12,77,25,125,3.07427937484609,3.76761064174931,0.636113816027154,2.5
"linear",16,4,0.5,9,"K2_c14","local",14,90,22,125,2.7820938493718,3.31834194372624,0.644491108737284,2.5
"linear",16,4,0.5,10,"K1_global","global",1,160,12,125,2.57990310948889,2.98127425792313,1.16058835376853,2.5
"linear",16,4,0.5,10,"K2_c10","local",10,64,31,125,3.30213548800821,3.98042959926019,0.948166936165245,2.5
"linear",16,4,0.5,10,"K2_c12","local",12,77,25,125,3.2269189995749,3.88030738030789,0.995794901632082,2.5
"linear",16,4,0.5,10,"K2_c14","local",14,90,22,125,3.12582326469994,3.65766772885391,1.17779046062711,2.5
"linear",16,4,0.5,11,"K1_global","global",1,160,12,125,2.51141506772135,2.9079236230477,0.939104847229138,2.5
"linear",16,4,0.5,11,"K2_c10","local",10,64,31,125,3.26974607802815,3.96506716793649,0.844227545686914,2.5
"linear",16,4,0.5,11,"K2_c12","local",12,77,25,125,3.13723524431827,3.7705161557955,0.721941978669021,2.5
"linear",16,4,0.5,11,"K2_c14","local",14,90,22,125,2.99613658705434,3.55893917273,0.693630878830107,2.5
"linear",16,4,0.5,12,"K1_global","global",1,160,12,125,2.52883691212203,2.97315239577373,0.762068346790811,2.5
"linear",16,4,0.5,12,"K2_c10","local",10,64,31,125,3.38193999577288,4.15247522141983,0.659727129944598,2.5
"linear",16,4,0.5,12,"K2_c12","local",12,77,25,125,3.47977353228579,4.2203307823123,0.669357204613147,2.5
"linear",16,4,0.5,12,"K2_c14","local",14,90,22,125,3.00862795267738,3.6290123889715,0.696699471848559,2.5
"linear",16,5,0.25,1,"K1_global","global",1,160,12,125,2.04283134662541,2.50665679968703,0.401942684817673,1.25
"linear",16,5,0.25,1,"K2_c10","local",10,64,31,125,2.71528866065726,3.34885781246275,0.464898745552401,1.25
"linear",16,5,0.25,1,"K2_c12","local",12,77,25,125,2.71520106993851,3.35044873662921,0.391087291298615,1.25
"linear",16,5,0.25,1,"K2_c14","local",14,90,22,125,2.39483124805949,2.93363242723607,0.455144160422805,1.25
"linear",16,5,0.25,2,"K1_global","global",1,160,12,125,1.93486420068014,2.36235938269863,0.553336928720263,1.25
"linear",16,5,0.25,2,"K2_c10","local",10,64,31,125,2.55141715249561,3.16735825161678,0.455355678028242,1.25
"linear",16,5,0.25,2,"K2_c12","local",12,77,25,125,2.83068034768441,3.42546703962082,0.454584225013563,1.25
"linear",16,5,0.25,2,"K2_c14","local",14,90,22,125,2.37453876842158,2.8226080227108,0.393688347538538,1.25
"linear",16,5,0.25,3,"K1_global","global",1,160,12,125,1.9937418928651,2.40786742794076,0.396184645115869,1.25
"linear",16,5,0.25,3,"K2_c10","local",10,64,31,125,2.67759217188385,3.27794746429512,0.484269458657047,1.25
"linear",16,5,0.25,3,"K2_c12","local",12,77,25,125,2.7258177369773,3.40304776543622,0.645553623019605,1.25
"linear",16,5,0.25,3,"K2_c14","local",14,90,22,125,2.41482841426166,2.91943647885223,0.463629625734632,1.25
"linear",16,5,0.25,4,"K1_global","global",1,160,12,125,2.05356550155989,2.47805150043765,0.494019905480098,1.25
"linear",16,5,0.25,4,"K2_c10","local",10,64,31,125,2.84308615323346,3.42601972177018,0.569185025183441,1.25
"linear",16,5,0.25,4,"K2_c12","local",12,77,25,125,2.77993637264061,3.40178978021006,0.493499285218398,1.25
"linear",16,5,0.25,4,"K2_c14","local",14,90,22,125,2.45336123936825,2.94853554560052,0.561890682555651,1.25
"linear",16,5,0.25,5,"K1_global","global",1,160,12,125,1.97333751173286,2.36284823387365,0.506000852619471,1.25
"linear",16,5,0.25,5,"K2_c10","local",10,64,31,125,2.7483623700935,3.37987589492347,0.49578196136085,1.25
"linear",16,5,0.25,5,"K2_c12","local",12,77,25,125,2.73260891449035,3.3520867504878,0.453240807499994,1.25
"linear",16,5,0.25,5,"K2_c14","local",14,90,22,125,2.37716439430947,2.91878534277896,0.41790970816227,1.25
"linear",16,5,0.25,6,"K1_global","global",1,160,12,125,2.05200400041417,2.45310143924702,0.673474611632142,1.25
"linear",16,5,0.25,6,"K2_c10","local",10,64,31,125,2.52767071300469,3.12490594323016,0.580319012404326,1.25
"linear",16,5,0.25,6,"K2_c12","local",12,77,25,125,2.65718116502202,3.27465136992548,0.592052969822724,1.25
"linear",16,5,0.25,6,"K2_c14","local",14,90,22,125,2.33507394295744,2.85908335442518,0.590904097887506,1.25
"linear",16,5,0.25,7,"K1_global","global",1,160,12,125,1.88034031437372,2.32692038867147,0.404967332926958,1.25
"linear",16,5,0.25,7,"K2_c10","local",10,64,31,125,2.69750012473986,3.27927804185338,0.416004283591643,1.25
"linear",16,5,0.25,7,"K2_c12","local",12,77,25,125,2.67554043789304,3.35731651363302,0.469936586476173,1.25
"linear",16,5,0.25,7,"K2_c14","local",14,90,22,125,2.38365667535279,2.89919154218418,0.390180404750747,1.25
"linear",16,5,0.25,8,"K1_global","global",1,160,12,125,1.90567060157123,2.31858583926694,0.414823776594271,1.25
"linear",16,5,0.25,8,"K2_c10","local",10,64,31,125,2.50795096128442,3.03789747522075,0.395110488039331,1.25
"linear",16,5,0.25,8,"K2_c12","local",12,77,25,125,2.60863978077637,3.2168727618507,0.439541904522884,1.25
"linear",16,5,0.25,8,"K2_c14","local",14,90,22,125,2.36494050944064,2.92454895861632,0.42857347586052,1.25
"linear",16,5,0.25,9,"K1_global","global",1,160,12,125,1.93846472845941,2.35516782327139,0.572492632867087,1.25
"linear",16,5,0.25,9,"K2_c10","local",10,64,31,125,2.78614023361235,3.35905142938634,0.494922582416469,1.25
"linear",16,5,0.25,9,"K2_c12","local",12,77,25,125,2.802928331948,3.43551088455292,0.480128203844872,1.25
"linear",16,5,0.25,9,"K2_c14","local",14,90,22,125,2.46100301325219,2.97609309790303,0.524886958848758,1.25
"linear",16,5,0.25,10,"K1_global","global",1,160,12,125,1.88971046173079,2.34148015996416,0.334919446270667,1.25
"linear",16,5,0.25,10,"K2_c10","local",10,64,31,125,2.65249187379253,3.2591108083138,0.441549028131133,1.25
"linear",16,5,0.25,10,"K2_c12","local",12,77,25,125,2.65850868492719,3.33378785083405,0.399654844926273,1.25
"linear",16,5,0.25,10,"K2_c14","local",14,90,22,125,2.4301452044321,2.93957437969876,0.456021195834485,1.25
"linear",16,5,0.25,11,"K1_global","global",1,160,12,125,2.02990528815006,2.44102339328054,0.581892117817719,1.25
"linear",16,5,0.25,11,"K2_c10","local",10,64,31,125,2.75530582216102,3.33846821111642,0.460705390657127,1.25
"linear",16,5,0.25,11,"K2_c12","local",12,77,25,125,2.8760663123435,3.58122277271968,0.466738089558939,1.25
"linear",16,5,0.25,11,"K2_c14","local",14,90,22,125,2.47380858233599,2.93872754659386,0.457248044600693,1.25
"linear",16,5,0.25,12,"K1_global","global",1,160,12,125,1.92795845096331,2.34002855302369,0.367245256527203,1.25
"linear",16,5,0.25,12,"K2_c10","local",10,64,31,125,2.71166123296696,3.34723217734531,0.447954772732663,1.25
"linear",16,5,0.25,12,"K2_c12","local",12,77,25,125,2.73759566347536,3.36488657139277,0.509504895687675,1.25
"linear",16,5,0.25,12,"K2_c14","local",14,90,22,125,2.36373300174094,2.87846213153298,0.407935734219599,1.25
"linear",16,6,0.1,1,"K1_global","global",1,160,12,125,1.74373221146099,2.12402868963017,0.319546814012581,0.5
"linear",16,6,0.1,1,"K2_c10","local",10,64,31,125,2.47578741923167,2.98526609168494,0.432388117619041,0.5
"linear",16,6,0.1,1,"K2_c12","local",12,77,25,125,2.45960268661759,3.07810986984934,0.432010701637043,0.5
"linear",16,6,0.1,1,"K2_c14","local",14,90,22,125,2.16865776986678,2.66766634232051,0.381578537598677,0.5
"linear",16,6,0.1,2,"K1_global","global",1,160,12,125,1.71502585111502,2.1244674233646,0.352628974888044,0.5
"linear",16,6,0.1,2,"K2_c10","local",10,64,31,125,2.67036223818069,3.23519096928282,0.410041726850111,0.5
"linear",16,6,0.1,2,"K2_c12","local",12,77,25,125,2.68963652528954,3.29855783346266,0.44753142724197,0.5
"linear",16,6,0.1,2,"K2_c14","local",14,90,22,125,2.30349723087299,2.79854183206721,0.363357988248243,0.5
"linear",16,6,0.1,3,"K1_global","global",1,160,12,125,1.73710841269778,2.16652743384599,0.269890055383083,0.5
"linear",16,6,0.1,3,"K2_c10","local",10,64,31,125,2.55508279715996,3.07520026196841,0.405511362953822,0.5
"linear",16,6,0.1,3,"K2_c12","local",12,77,25,125,2.58015770302034,3.20047930146493,0.398748729486829,0.5
"linear",16,6,0.1,3,"K2_c14","local",14,90,22,125,2.23635476305442,2.70881681239396,0.387359475774141,0.5
"linear",16,6,0.1,4,"K1_global","global",1,160,12,125,1.69818463910258,2.10218706973591,0.296409632003381,0.5
"linear",16,6,0.1,4,"K2_c10","local",10,64,31,125,2.42725223408576,2.96282968411845,0.370900333003358,0.5
"linear",16,6,0.1,4,"K2_c12","local",12,77,25,125,2.43596153776098,3.058112220381,0.421655772854133,0.5
"linear",16,6,0.1,4,"K2_c14","local",14,90,22,125,2.27692106130279,2.74602261221728,0.383258763555442,0.5
"linear",16,6,0.1,5,"K1_global","global",1,160,12,125,1.74154471604105,2.15706605341696,0.316574324108228,0.5
"linear",16,6,0.1,5,"K2_c10","local",10,64,31,125,2.48801943394384,3.02197299408175,0.418510010451208,0.5
"linear",16,6,0.1,5,"K2_c12","local",12,77,25,125,2.41119110067538,2.97532800450199,0.331333857207303,0.5
"linear",16,6,0.1,5,"K2_c14","local",14,90,22,125,2.21382891916138,2.6957433855062,0.366872159108264,0.5
"linear",16,6,0.1,6,"K1_global","global",1,160,12,125,1.73609127382609,2.1502387607818,0.287479392174376,0.5
"linear",16,6,0.1,6,"K2_c10","local",10,64,31,125,2.5185139796754,3.10002915083975,0.428525530318596,0.5
"linear",16,6,0.1,6,"K2_c12","local",12,77,25,125,2.57455120782772,3.19482421945706,0.460420982032316,0.5
"linear",16,6,0.1,6,"K2_c14","local",14,90,22,125,2.27248565092251,2.80316435398999,0.371270829482577,0.5
"linear",16,6,0.1,7,"K1_global","global",1,160,12,125,1.75099109759031,2.17917998629883,0.291580793396277,0.5
"linear",16,6,0.1,7,"K2_c10","local",10,64,31,125,2.58282782718196,3.08138890767151,0.404906699181322,0.5
"linear",16,6,0.1,7,"K2_c12","local",12,77,25,125,2.51241307055966,3.10944199737106,0.422265796426372,0.5
"linear",16,6,0.1,7,"K2_c14","local",14,90,22,125,2.18866425356355,2.67619467071499,0.363352215452124,0.5
"linear",16,6,0.1,8,"K1_global","global",1,160,12,125,1.69037671597756,2.10102363694485,0.304190540402139,0.5
"linear",16,6,0.1,8,"K2_c10","local",10,64,31,125,2.43751269446302,2.96119132422125,0.43606905407341,0.5
"linear",16,6,0.1,8,"K2_c12","local",12,77,25,125,2.376805250055,2.99713457945405,0.436394869558156,0.5
"linear",16,6,0.1,8,"K2_c14","local",14,90,22,125,2.21266260239877,2.7007867770106,0.450268472139451,0.5
"linear",16,6,0.1,9,"K1_global","global",1,160,12,125,1.67759569730642,2.10020164889338,0.244868432817371,0.5
"linear",16,6,0.1,9,"K2_c10","local",10,64,31,125,2.50553482935681,3.03491724901987,0.413244476311516,0.5
"linear",16,6,0.1,9,"K2_c12","local",12,77,25,125,2.46934104039411,3.0740976663994,0.425346942045785,0.5
"linear",16,6,0.1,9,"K2_c14","local",14,90,22,125,2.30588252774496,2.78266772911756,0.404394215807254,0.5
"linear",16,6,0.1,10,"K1_global","global",1,160,12,125,1.69520677005158,2.08842477688261,0.326789342061409,0.5
"linear",16,6,0.1,10,"K2_c10","local",10,64,31,125,2.46261227154087,2.96586708012745,0.4476839917084,0.5
"linear",16,6,0.1,10,"K2_c12","local",12,77,25,125,2.4269579251295,3.04173067223294,0.509557268501467,0.5
"linear",16,6,0.1,10,"K2_c14","local",14,90,22,125,2.33460089607989,2.8534211802793,0.487319406792479,0.5
"linear",16,6,0.1,11,"K1_global","global",1,160,12,125,1.7132508997701,2.12400773352504,0.334159217029594,0.5
"linear",16,6,0.1,11,"K2_c10","local",10,64,31,125,2.55445894777944,3.09241715700687,0.378602246941366,0.5
"linear",16,6,0.1,11,"K2_c12","local",12,77,25,125,2.48297518091892,3.07273989016702,0.362945027585178,0.5
"linear",16,6,0.1,11,"K2_c14","local",14,90,22,125,2.17195047560742,2.65090768940106,0.402373420504384,0.5
"linear",16,6,0.1,12,"K1_global","global",1,160,12,125,1.69089606907307,2.10989775281214,0.265776213304739,0.5
"linear",16,6,0.1,12,"K2_c10","local",10,64,31,125,2.43253455255009,2.99924999646289,0.373567241221984,0.5
"linear",16,6,0.1,12,"K2_c12","local",12,77,25,125,2.53424606979541,3.17865912128497,0.421677759777435,0.5
"linear",16,6,0.1,12,"K2_c14","local",14,90,22,125,2.26211875172663,2.77969235213078,0.358047955499399,0.5
"linear",17,1,4,1,"K1_global","global",1,160,12,125,13.5564143710185,14.4774343891856,7.81279498157816,20
"linear",17,1,4,1,"K2_c10","local",10,64,31,125,14.6565329983931,16.4810753834105,6.81239172287227,20
"linear",17,1,4,1,"K2_c12","local",12,77,25,125,13.8233696925931,15.534057091528,6.79471812626885,20
"linear",17,1,4,1,"K2_c14","local",14,90,22,125,13.9324122092102,15.3406500428375,7.36693550223835,20
"linear",17,1,4,2,"K1_global","global",1,160,12,125,13.8458759454881,14.8084290998605,6.31343197032602,20
"linear",17,1,4,2,"K2_c10","local",10,64,31,125,14.4636238656968,16.6929470126198,4.82582304441903,20
"linear",17,1,4,2,"K2_c12","local",12,77,25,125,14.1856267802485,16.0971536717923,5.27993622844616,20
"linear",17,1,4,2,"K2_c14","local",14,90,22,125,14.1484735257475,15.6649900611526,5.65023731069278,20
"linear",17,1,4,3,"K1_global","global",1,160,12,125,13.1742569585319,14.0984557853476,9.05849721023543,20
"linear",17,1,4,3,"K2_c10","local",10,64,31,125,14.1896854809216,15.9665494727736,8.02644679500172,20
"linear",17,1,4,3,"K2_c12","local",12,77,25,125,13.7850688192314,15.4315983873045,8.29779376902054,20
"linear",17,1,4,3,"K2_c14","local",14,90,22,125,13.6577376849852,15.1504982169688,8.49516297393224,20
"linear",17,1,4,4,"K1_global","global",1,160,12,125,13.8230418908722,14.9264148576405,8.08997682045838,20
"linear",17,1,4,4,"K2_c10","local",10,64,31,125,14.9385710892958,17.3964223049971,5.84230993748839,20
"linear",17,1,4,4,"K2_c12","local",12,77,25,125,14.3834021832653,16.5516296920808,6.34830235143852,20
"linear",17,1,4,4,"K2_c14","local",14,90,22,125,13.3169820684744,15.0243094521208,5.56576449811734,20
"linear",17,1,4,5,"K1_global","global",1,160,12,125,14.0746336248573,14.9339509784405,6.89889408990512,20
"linear",17,1,4,5,"K2_c10","local",10,64,31,125,13.915861084257,15.7706726519501,5.70728758369448,20
"linear",17,1,4,5,"K2_c12","local",12,77,25,125,14.3153918201064,15.8921298903477,6.03569327336771,20
"linear",17,1,4,5,"K2_c14","local",14,90,22,125,13.9991898706955,15.2127922336655,6.79849110904524,20
"linear",17,1,4,6,"K1_global","global",1,160,12,125,14.3105612380465,15.1567104136008,7.56997450233908,20
"linear",17,1,4,6,"K2_c10","local",10,64,31,125,15.0653746342809,17.2719071030266,6.21286489103508,20
"linear",17,1,4,6,"K2_c12","local",12,77,25,125,13.8895636295906,15.6741497188443,5.36964382060729,20
"linear",17,1,4,6,"K2_c14","local",14,90,22,125,14.1797476928422,15.5938435520563,6.40851722122175,20
"linear",17,1,4,7,"K1_global","global",1,160,12,125,13.7302074530991,14.6448680221888,8.05434706736031,20
"linear",17,1,4,7,"K2_c10","local",10,64,31,125,14.3335056016029,16.5471399193629,6.28780920812941,20
"linear",17,1,4,7,"K2_c12","local",12,77,25,125,14.3412983900303,16.1612303394854,7.07569966516529,20
"linear",17,1,4,7,"K2_c14","local",14,90,22,125,13.6053083156163,15.1013900797612,7.00624747812003,20
"linear",17,1,4,8,"K1_global","global",1,160,12,125,14.1206337973972,14.878787817469,8.25716435647258,20
"linear",17,1,4,8,"K2_c10","local",10,64,31,125,14.2081634554601,16.004079194052,6.29991732670979,20
"linear",17,1,4,8,"K2_c12","local",12,77,25,125,13.976011909609,15.4197205331204,6.98478292406264,20
"linear",17,1,4,8,"K2_c14","local",14,90,22,125,13.7050579562698,15.1004277596384,7.24323709051674,20
"linear",17,1,4,9,"K1_global","global",1,160,12,125,14.02871028204,14.8509730354072,9.38592400977775,20
"linear",17,1,4,9,"K2_c10","local",10,64,31,125,13.8413417589534,15.901426320691,6.3471019957589,20
"linear",17,1,4,9,"K2_c12","local",12,77,25,125,13.2177834686515,15.1474802166418,6.37963348655303,20
"linear",17,1,4,9,"K2_c14","local",14,90,22,125,12.7550034330548,14.4196955603345,6.93250889516339,20
"linear",17,1,4,10,"K1_global","global",1,160,12,125,14.051734066517,15.0511463526381,6.67193235355545,20
"linear",17,1,4,10,"K2_c10","local",10,64,31,125,14.850966484674,16.8486817133581,5.27309066393897,20
"linear",17,1,4,10,"K2_c12","local",12,77,25,125,14.5794964238102,16.4363136584296,5.39883848958861,20
"linear",17,1,4,10,"K2_c14","local",14,90,22,125,14.0183317505774,15.6814886576177,5.74413503527356,20
"linear",17,1,4,11,"K1_global","global",1,160,12,125,13.6290663231298,14.4548798907918,5.86218709267508,20
"linear",17,1,4,11,"K2_c10","local",10,64,31,125,13.861533526993,15.7327802800717,4.51619315965538,20
"linear",17,1,4,11,"K2_c12","local",12,77,25,125,13.7308265987728,15.2871426008154,4.61600532341943,20
"linear",17,1,4,11,"K2_c14","local",14,90,22,125,12.7648136203916,14.2629076887075,4.72185132822357,20
"linear",17,1,4,12,"K1_global","global",1,160,12,125,13.5571767142054,14.6464292071945,6.97633660375593,20
"linear",17,1,4,12,"K2_c10","local",10,64,31,125,13.705495909779,16.03464573852,5.39856300676788,20
"linear",17,1,4,12,"K2_c12","local",12,77,25,125,13.6882715244887,15.5381571195,5.7635400203709,20
"linear",17,1,4,12,"K2_c14","local",14,90,22,125,13.8909776245486,15.5498403654345,6.33772686646002,20
"linear",17,2,2,1,"K1_global","global",1,160,12,125,6.98107743867193,7.55559079143441,3.44154519229734,10
"linear",17,2,2,1,"K2_c10","local",10,64,31,125,7.82241857236337,9.16974811878618,2.54839967478906,10
"linear",17,2,2,1,"K2_c12","local",12,77,25,125,7.08561580320169,8.17527741993562,2.26131430437506,10
"linear",17,2,2,1,"K2_c14","local",14,90,22,125,7.06960931328273,7.94865786130082,2.67357248276548,10
"linear",17,2,2,2,"K1_global","global",1,160,12,125,6.90458972750294,7.53261609026129,3.42736515414847,10
"linear",17,2,2,2,"K2_c10","local",10,64,31,125,7.67181558639908,8.97343381005496,2.71519335651165,10
"linear",17,2,2,2,"K2_c12","local",12,77,25,125,7.46314140034567,8.51016529048587,2.95894295531198,10
"linear",17,2,2,2,"K2_c14","local",14,90,22,125,7.02813051921138,8.03200039829087,2.67990116025395,10
"linear",17,2,2,3,"K1_global","global",1,160,12,125,7.24899605890802,7.82890661903192,3.6999843648663,10
"linear",17,2,2,3,"K2_c10","local",10,64,31,125,7.95930468114633,9.11795268723758,3.21298470714339,10
"linear",17,2,2,3,"K2_c12","local",12,77,25,125,7.4796902032486,8.40189954631891,3.03436733131228,10
"linear",17,2,2,3,"K2_c14","local",14,90,22,125,7.42693729300907,8.23706001031733,3.24341402509102,10
"linear",17,2,2,4,"K1_global","global",1,160,12,125,7.05152920250403,7.57138567295132,3.85868441405088,10
"linear",17,2,2,4,"K2_c10","local",10,64,31,125,7.64909050953178,8.65521139090822,3.46429575093275,10
"linear",17,2,2,4,"K2_c12","local",12,77,25,125,7.59722331799733,8.65035543986337,3.35273793434993,10
"linear",17,2,2,4,"K2_c14","local",14,90,22,125,7.16117534876368,8.06359538747709,3.52996744825959,10
"linear",17,2,2,5,"K1_global","global",1,160,12,125,6.99604430369843,7.57465802472762,3.26537513522,10
"linear",17,2,2,5,"K2_c10","local",10,64,31,125,7.65980455644376,8.93782907616825,2.88512401653274,10
"linear",17,2,2,5,"K2_c12","local",12,77,25,125,7.25816865897647,8.35008480218021,2.72392850750301,10
"linear",17,2,2,5,"K2_c14","local",14,90,22,125,7.20733374182493,8.23661573852443,2.86542551523573,10
"linear",17,2,2,6,"K1_global","global",1,160,12,125,7.51793835883437,8.02046605962064,3.44010261399755,10
"linear",17,2,2,6,"K2_c10","local",10,64,31,125,8.09042607145363,9.24159054774194,2.67283719876132,10
"linear",17,2,2,6,"K2_c12","local",12,77,25,125,7.73695177568673,8.74726823741941,2.78106372918844,10
"linear",17,2,2,6,"K2_c14","local",14,90,22,125,7.38229200436915,8.23295692995769,2.57359005885898,10
"linear",17,2,2,7,"K1_global","global",1,160,12,125,6.97634064538896,7.66514690302586,3.11607226147019,10
"linear",17,2,2,7,"K2_c10","local",10,64,31,125,7.83479456188867,8.90300325787122,2.65268239181136,10
"linear",17,2,2,7,"K2_c12","local",12,77,25,125,7.07806996807841,8.17235920003041,2.56579640184743,10
"linear",17,2,2,7,"K2_c14","local",14,90,22,125,7.04048258866243,8.00403958524894,2.88084116993379,10
"linear",17,2,2,8,"K1_global","global",1,160,12,125,6.8398566782036,7.35368410419415,3.70321611875303,10
