"model","rep_id","radius_id","radius","cand_id","K_name","regime","multiplier","K","block_size","q_top","topq_error","l2_error","linf_error","ref_grad_norm"
"linear",1,1,4,7,"K2_c10","local",10,64,31,125,13.9794354149184,15.66979227576,7.01865428555912,20
"linear",1,1,4,7,"K2_c12","local",12,77,25,125,13.7000462260411,15.1040669829415,7.00931351772253,20
"linear",1,1,4,7,"K2_c14","local",14,90,22,125,13.8716513909505,15.2209763304992,7.18957477514736,20
"linear",1,1,4,8,"K1_global","global",1,160,12,125,14.2560246866542,15.0646484186816,8.57134860474857,20
"linear",1,1,4,8,"K2_c10","local",10,64,31,125,14.0790380730891,15.6053051187565,7.05903027351887,20
"linear",1,1,4,8,"K2_c12","local",12,77,25,125,14.3603492872884,15.7660585964779,7.05803591027999,20
"linear",1,1,4,8,"K2_c14","local",14,90,22,125,14.181016599009,15.2279027530384,7.97754941146391,20
"linear",1,1,4,9,"K1_global","global",1,160,12,125,13.8045385092491,14.6862883670544,8.71441412906167,20
"linear",1,1,4,9,"K2_c10","local",10,64,31,125,13.3524597939368,14.9778315946269,7.05202200645888,20
"linear",1,1,4,9,"K2_c12","local",12,77,25,125,13.7442051799235,15.207479855797,7.64491589573592,20
"linear",1,1,4,9,"K2_c14","local",14,90,22,125,12.8220482666806,14.115725715841,7.80282134582283,20
"linear",1,1,4,10,"K1_global","global",1,160,12,125,13.6036786381052,14.6486895274912,6.5311943796572,20
"linear",1,1,4,10,"K2_c10","local",10,64,31,125,14.2631811397082,16.160040828083,5.17228488591299,20
"linear",1,1,4,10,"K2_c12","local",12,77,25,125,14.5322731662642,16.4424598895297,5.88527437737846,20
"linear",1,1,4,10,"K2_c14","local",14,90,22,125,14.4159985529501,15.9995578098401,6.49045329433028,20
"linear",1,1,4,11,"K1_global","global",1,160,12,125,14.1473508185665,15.0613158787162,6.54936232422731,20
"linear",1,1,4,11,"K2_c10","local",10,64,31,125,14.9857115948957,16.4428595075968,6.00268012844006,20
"linear",1,1,4,11,"K2_c12","local",12,77,25,125,15.446070196614,16.9497851620601,6.08396658695381,20
"linear",1,1,4,11,"K2_c14","local",14,90,22,125,14.7761512165407,16.2054605862194,6.1063952776662,20
"linear",1,1,4,12,"K1_global","global",1,160,12,125,13.9566882973258,14.7819490680466,7.54558631831918,20
"linear",1,1,4,12,"K2_c10","local",10,64,31,125,13.7905432154958,15.2069228216563,6.84199769025308,20
"linear",1,1,4,12,"K2_c12","local",12,77,25,125,14.0457506284211,15.3222799474375,7.3871255294815,20
"linear",1,1,4,12,"K2_c14","local",14,90,22,125,14.0933832406498,15.0919791736898,7.51078408597996,20
"linear",1,2,2,1,"K1_global","global",1,160,12,125,7.24622727256864,7.83170797402593,3.34548036764687,10
"linear",1,2,2,1,"K2_c10","local",10,64,31,125,7.41045642725472,8.41991183164704,2.46142391091924,10
"linear",1,2,2,1,"K2_c12","local",12,77,25,125,7.83731214009381,8.78913463137792,3.01007012258476,10
"linear",1,2,2,1,"K2_c14","local",14,90,22,125,7.28308483214993,8.02347107563226,3.15964223181629,10
"linear",1,2,2,2,"K1_global","global",1,160,12,125,7.19956549888339,7.76145624372293,4.12681967440369,10
"linear",1,2,2,2,"K2_c10","local",10,64,31,125,7.67370650340043,8.63972501207083,3.42358111937297,10
"linear",1,2,2,2,"K2_c12","local",12,77,25,125,7.81123343213399,8.7276358193206,3.54537647480964,10
"linear",1,2,2,2,"K2_c14","local",14,90,22,125,7.2042744002602,8.07273838792725,3.32833985527626,10
"linear",1,2,2,3,"K1_global","global",1,160,12,125,7.18883894234244,7.67988591336939,3.57332332905761,10
"linear",1,2,2,3,"K2_c10","local",10,64,31,125,7.54764828169347,8.55176292075001,3.02265520544719,10
"linear",1,2,2,3,"K2_c12","local",12,77,25,125,7.43507408362553,8.33084778984313,3.28415972937737,10
"linear",1,2,2,3,"K2_c14","local",14,90,22,125,7.17869727609564,7.90163701275051,3.28789136500274,10
"linear",1,2,2,4,"K1_global","global",1,160,12,125,7.72698506588129,8.29025331546727,3.88450854736257,10
"linear",1,2,2,4,"K2_c10","local",10,64,31,125,8.0587382169058,9.21615454435875,3.30458180589727,10
"linear",1,2,2,4,"K2_c12","local",12,77,25,125,8.37924510843228,9.23178516037382,3.83095289484766,10
"linear",1,2,2,4,"K2_c14","local",14,90,22,125,7.68216968338028,8.4472826854874,3.7145320261199,10
"linear",1,2,2,5,"K1_global","global",1,160,12,125,7.10489588535845,7.67386048984475,3.59009795045533,10
"linear",1,2,2,5,"K2_c10","local",10,64,31,125,7.74710910257505,8.69501559965826,3.64091918024963,10
"linear",1,2,2,5,"K2_c12","local",12,77,25,125,7.85335103667984,8.75172187783974,3.83185819322805,10
"linear",1,2,2,5,"K2_c14","local",14,90,22,125,7.5237023090689,8.4233358231592,3.75531227311065,10
"linear",1,2,2,6,"K1_global","global",1,160,12,125,7.43353052832169,8.08222573315801,3.59868564920659,10
"linear",1,2,2,6,"K2_c10","local",10,64,31,125,7.59977653347082,8.56544369582433,3.29317121751264,10
"linear",1,2,2,6,"K2_c12","local",12,77,25,125,7.37706426394497,8.35713694694751,3.13523031261676,10
"linear",1,2,2,6,"K2_c14","local",14,90,22,125,7.43686418349691,8.26278414740385,3.5699996884757,10
"linear",1,2,2,7,"K1_global","global",1,160,12,125,7.32511339740746,7.93641517810461,3.27741719268591,10
"linear",1,2,2,7,"K2_c10","local",10,64,31,125,7.71681359950226,8.83309892654761,2.58819890013569,10
"linear",1,2,2,7,"K2_c12","local",12,77,25,125,7.51198393278467,8.51209683328656,2.52554724425152,10
"linear",1,2,2,7,"K2_c14","local",14,90,22,125,7.35093393248814,8.31421526328166,2.68289258282452,10
"linear",1,2,2,8,"K1_global","global",1,160,12,125,7.48805729523099,8.02325399985089,3.99721473018487,10
"linear",1,2,2,8,"K2_c10","local",10,64,31,125,7.77553856869569,8.74482839663464,3.76172897344998,10
"linear",1,2,2,8,"K2_c12","local",12,77,25,125,7.83416917643104,8.83348879842087,3.619159841485,10
"linear",1,2,2,8,"K2_c14","local",14,90,22,125,7.46714289475364,8.32892550069547,3.62715585926881,10
"linear",1,2,2,9,"K1_global","global",1,160,12,125,7.32346034742495,7.82211839510422,3.80224148879819,10
"linear",1,2,2,9,"K2_c10","local",10,64,31,125,7.55208636566562,8.66436302037106,2.87407052803804,10
"linear",1,2,2,9,"K2_c12","local",12,77,25,125,7.47742373972476,8.44129332289071,3.15859100501556,10
"linear",1,2,2,9,"K2_c14","local",14,90,22,125,7.59020832764833,8.38409259806162,3.90246900660693,10
"linear",1,2,2,10,"K1_global","global",1,160,12,125,7.1924207822674,7.67315628766355,3.08644013389846,10
"linear",1,2,2,10,"K2_c10","local",10,64,31,125,7.66494117827412,8.76951776224165,2.62036039295464,10
"linear",1,2,2,10,"K2_c12","local",12,77,25,125,7.84701185577706,8.85249956322827,2.81012745756976,10
"linear",1,2,2,10,"K2_c14","local",14,90,22,125,7.32371927234823,8.07865120241516,2.98979658892955,10
"linear",1,2,2,11,"K1_global","global",1,160,12,125,7.35364977006917,7.86500485626121,3.60064681805858,10
"linear",1,2,2,11,"K2_c10","local",10,64,31,125,7.66854380424184,8.6701324213321,3.10304024736815,10
"linear",1,2,2,11,"K2_c12","local",12,77,25,125,7.57397182520958,8.49575467857873,3.25510132279985,10
"linear",1,2,2,11,"K2_c14","local",14,90,22,125,7.45302328000916,8.16734529122265,3.51998545974929,10
"linear",1,2,2,12,"K1_global","global",1,160,12,125,7.1516041488112,7.73293992780854,4.29754581525416,10
"linear",1,2,2,12,"K2_c10","local",10,64,31,125,7.64747415154597,8.70818186835846,3.94566025955603,10
"linear",1,2,2,12,"K2_c12","local",12,77,25,125,7.47383369740808,8.41100667855503,4.0078487985937,10
"linear",1,2,2,12,"K2_c14","local",14,90,22,125,7.57544577011827,8.41021986943631,4.17263930876606,10
"linear",1,3,1,1,"K1_global","global",1,160,12,125,3.72375697362012,4.20320065522857,1.70252426941023,5
"linear",1,3,1,1,"K2_c10","local",10,64,31,125,4.7431288229754,5.55719915164236,1.70182634200395,5
"linear",1,3,1,1,"K2_c12","local",12,77,25,125,4.50698850450709,5.21428393268344,1.83944958327111,5
"linear",1,3,1,1,"K2_c14","local",14,90,22,125,4.08487437560188,4.68098405092748,1.6622217139675,5
"linear",1,3,1,2,"K1_global","global",1,160,12,125,3.85652188004134,4.36925417844654,1.83234135962907,5
"linear",1,3,1,2,"K2_c10","local",10,64,31,125,4.44704800708727,5.19101699329725,1.6637803535964,5
"linear",1,3,1,2,"K2_c12","local",12,77,25,125,4.40016987743451,5.22769089556931,1.64622086466713,5
"linear",1,3,1,2,"K2_c14","local",14,90,22,125,4.0428151166725,4.72359595568796,1.67986999127338,5
"linear",1,3,1,3,"K1_global","global",1,160,12,125,4.04168869212085,4.50167903302503,1.7054527643762,5
"linear",1,3,1,3,"K2_c10","local",10,64,31,125,4.64347201720885,5.45367093396795,1.46435286943774,5
"linear",1,3,1,3,"K2_c12","local",12,77,25,125,4.39531075204911,5.11426339053683,1.43023275806799,5
"linear",1,3,1,3,"K2_c14","local",14,90,22,125,4.37586737282963,5.02132464991648,1.4232050421839,5
"linear",1,3,1,4,"K1_global","global",1,160,12,125,4.04307621514268,4.48391300411876,1.82094825092557,5
"linear",1,3,1,4,"K2_c10","local",10,64,31,125,4.46298321962915,5.22648953978267,1.75600588110254,5
"linear",1,3,1,4,"K2_c12","local",12,77,25,125,4.36500483424579,4.96445484594589,1.6283819530669,5
"linear",1,3,1,4,"K2_c14","local",14,90,22,125,4.1723785717141,4.61854719574561,1.64620336227892,5
"linear",1,3,1,5,"K1_global","global",1,160,12,125,4.14148920225732,4.53504719106586,1.95269559368467,5
"linear",1,3,1,5,"K2_c10","local",10,64,31,125,4.77088764871167,5.52784620329195,1.89949262104119,5
"linear",1,3,1,5,"K2_c12","local",12,77,25,125,4.58333939346631,5.22958958969289,1.80489657544043,5
"linear",1,3,1,5,"K2_c14","local",14,90,22,125,4.36835129276187,4.96290940210335,1.83117655229097,5
"linear",1,3,1,6,"K1_global","global",1,160,12,125,3.99591800857607,4.44301563833703,1.49287483601174,5
"linear",1,3,1,6,"K2_c10","local",10,64,31,125,4.7756577044046,5.53027866728155,1.22003130774937,5
"linear",1,3,1,6,"K2_c12","local",12,77,25,125,4.64266515962775,5.33384875856867,1.20012230968736,5
"linear",1,3,1,6,"K2_c14","local",14,90,22,125,4.48054623599794,5.13795486908798,1.3097612028701,5
"linear",1,3,1,7,"K1_global","global",1,160,12,125,3.98284833109354,4.46043529912616,2.05080908166591,5
"linear",1,3,1,7,"K2_c10","local",10,64,31,125,4.47007756865244,5.20924031658019,1.71028714021892,5
"linear",1,3,1,7,"K2_c12","local",12,77,25,125,4.46133443263853,5.15031125000007,1.88411921943391,5
"linear",1,3,1,7,"K2_c14","local",14,90,22,125,4.12251128081281,4.62826866728455,1.83863367549401,5
"linear",1,3,1,8,"K1_global","global",1,160,12,125,3.93109552588499,4.41377787029989,2.34247156974432,5
"linear",1,3,1,8,"K2_c10","local",10,64,31,125,4.24779438984832,5.09434040080284,1.56601879232302,5
"linear",1,3,1,8,"K2_c12","local",12,77,25,125,4.32459411345744,5.11966092246014,1.94006065122873,5
"linear",1,3,1,8,"K2_c14","local",14,90,22,125,4.20638814784462,4.88776048775851,2.14455620060738,5
"linear",1,3,1,9,"K1_global","global",1,160,12,125,4.17545823902528,4.62359544672308,1.66552139438773,5
"linear",1,3,1,9,"K2_c10","local",10,64,31,125,4.71848244655052,5.43550126523559,1.49727708459802,5
"linear",1,3,1,9,"K2_c12","local",12,77,25,125,4.68548276420873,5.39958596428235,1.64406206100613,5
"linear",1,3,1,9,"K2_c14","local",14,90,22,125,4.5615290610021,5.16968627212255,1.59972608397972,5
"linear",1,3,1,10,"K1_global","global",1,160,12,125,4.11149648143536,4.49165064985472,1.87276154996397,5
"linear",1,3,1,10,"K2_c10","local",10,64,31,125,4.56586572672273,5.27274411221215,1.56886951556804,5
"linear",1,3,1,10,"K2_c12","local",12,77,25,125,4.69673852936712,5.39513408428998,1.80082334512482,5
"linear",1,3,1,10,"K2_c14","local",14,90,22,125,4.19167799982621,4.69649874873994,1.68704295544302,5
"linear",1,3,1,11,"K1_global","global",1,160,12,125,4.10496694999397,4.60113206060054,1.49301461297921,5
"linear",1,3,1,11,"K2_c10","local",10,64,31,125,4.64938341628035,5.49093813120131,1.47793660313864,5
"linear",1,3,1,11,"K2_c12","local",12,77,25,125,4.70882053606836,5.50956649552562,1.53794776471417,5
"linear",1,3,1,11,"K2_c14","local",14,90,22,125,4.41136775073274,5.0227702204755,1.37195998985477,5
"linear",1,3,1,12,"K1_global","global",1,160,12,125,4.19350137966561,4.60123917940895,2.06418414512302,5
"linear",1,3,1,12,"K2_c10","local",10,64,31,125,4.57438099514082,5.29624352692025,1.82073284721238,5
"linear",1,3,1,12,"K2_c12","local",12,77,25,125,4.58037287997744,5.25879746455992,1.79504430107275,5
"linear",1,3,1,12,"K2_c14","local",14,90,22,125,4.48086502720612,5.07387065835389,2.02445382661801,5
"linear",1,4,0.5,1,"K1_global","global",1,160,12,125,2.40550464071277,2.85828890217991,0.785664623237657,2.5
"linear",1,4,0.5,1,"K2_c10","local",10,64,31,125,3.24695953844083,3.94599632644936,0.697765805812584,2.5
"linear",1,4,0.5,1,"K2_c12","local",12,77,25,125,3.0492384451036,3.62909012999498,0.766795608304599,2.5
"linear",1,4,0.5,1,"K2_c14","local",14,90,22,125,2.77579232745773,3.3143150253928,0.598593403548374,2.5
"linear",1,4,0.5,2,"K1_global","global",1,160,12,125,2.68805965927883,3.08362756069009,1.05743525070492,2.5
"linear",1,4,0.5,2,"K2_c10","local",10,64,31,125,3.33786979881121,3.99305589104349,0.908094906237482,2.5
"linear",1,4,0.5,2,"K2_c12","local",12,77,25,125,3.20699623651974,3.81861440398819,1.06950690249934,2.5
"linear",1,4,0.5,2,"K2_c14","local",14,90,22,125,3.02889089854192,3.57359740352027,1.1383319489953,2.5
"linear",1,4,0.5,3,"K1_global","global",1,160,12,125,2.62582429131473,3.04777327223591,1.01526797186661,2.5
"linear",1,4,0.5,3,"K2_c10","local",10,64,31,125,3.4081242058717,4.07420058207743,0.727811053637799,2.5
"linear",1,4,0.5,3,"K2_c12","local",12,77,25,125,3.28675226571206,3.92470912833079,0.852004419436675,2.5
"linear",1,4,0.5,3,"K2_c14","local",14,90,22,125,3.09819171320301,3.61363196813684,1.0557922973924,2.5
"linear",1,4,0.5,4,"K1_global","global",1,160,12,125,2.67426551259144,3.11435465438882,0.9557348021908,2.5
"linear",1,4,0.5,4,"K2_c10","local",10,64,31,125,3.46873381763702,4.21579099611671,0.779356921216204,2.5
"linear",1,4,0.5,4,"K2_c12","local",12,77,25,125,3.46392634903091,4.1218393025138,0.905232563882983,2.5
"linear",1,4,0.5,4,"K2_c14","local",14,90,22,125,3.02314724067201,3.55910012183591,0.861014587709009,2.5
"linear",1,4,0.5,5,"K1_global","global",1,160,12,125,2.65681510491319,3.09178990731552,0.826174881990166,2.5
"linear",1,4,0.5,5,"K2_c10","local",10,64,31,125,3.32601850158438,4.01980257263371,0.733675274434972,2.5
"linear",1,4,0.5,5,"K2_c12","local",12,77,25,125,3.20594833688923,3.87963804317946,0.743463066069964,2.5
"linear",1,4,0.5,5,"K2_c14","local",14,90,22,125,2.88515049837868,3.41515760320347,0.765720571497332,2.5
"linear",1,4,0.5,6,"K1_global","global",1,160,12,125,2.66853445205043,3.12016370121195,1.03624288933886,2.5
"linear",1,4,0.5,6,"K2_c10","local",10,64,31,125,3.29237523682728,3.97994887922563,0.904206226090182,2.5
"linear",1,4,0.5,6,"K2_c12","local",12,77,25,125,3.2887824641347,3.95671339625297,0.85852917946321,2.5
"linear",1,4,0.5,6,"K2_c14","local",14,90,22,125,2.95477729846444,3.59240952399625,0.943160376345293,2.5
"linear",1,4,0.5,7,"K1_global","global",1,160,12,125,2.54193189834997,2.98941855216406,0.937744318588672,2.5
"linear",1,4,0.5,7,"K2_c10","local",10,64,31,125,3.2512026061397,3.91879855248889,0.755210853090074,2.5
"linear",1,4,0.5,7,"K2_c12","local",12,77,25,125,3.20849381893236,3.80728462603568,0.822191989683183,2.5
"linear",1,4,0.5,7,"K2_c14","local",14,90,22,125,2.8772344427443,3.43870828628721,0.870898312408802,2.5
"linear",1,4,0.5,8,"K1_global","global",1,160,12,125,2.57183788241938,3.05451891779198,0.718244171537309,2.5
"linear",1,4,0.5,8,"K2_c10","local",10,64,31,125,3.14736078717068,3.89520548543579,0.628108903814435,2.5
"linear",1,4,0.5,8,"K2_c12","local",12,77,25,125,3.26534815752944,3.98712973347062,0.605193380330296,2.5
"linear",1,4,0.5,8,"K2_c14","local",14,90,22,125,2.95018125203458,3.58260524496098,0.56150788545438,2.5
"linear",1,4,0.5,9,"K1_global","global",1,160,12,125,2.62018442768568,3.05771914397566,1.03888244978582,2.5
"linear",1,4,0.5,9,"K2_c10","local",10,64,31,125,3.40316766795731,4.11120415337699,0.952044517960735,2.5
"linear",1,4,0.5,9,"K2_c12","local",12,77,25,125,3.27679741133324,3.97100229040298,0.950471434759115,2.5
"linear",1,4,0.5,9,"K2_c14","local",14,90,22,125,2.90896489696628,3.49993194108416,0.84087150694574,2.5
"linear",1,4,0.5,10,"K1_global","global",1,160,12,125,2.62179793826405,3.0861586265623,1.10634102345031,2.5
"linear",1,4,0.5,10,"K2_c10","local",10,64,31,125,3.45006502940627,4.14204720121997,1.0062707158561,2.5
"linear",1,4,0.5,10,"K2_c12","local",12,77,25,125,3.53939972343133,4.22986882394252,0.988205082794641,2.5
"linear",1,4,0.5,10,"K2_c14","local",14,90,22,125,3.06601691833947,3.6860035833479,0.922300222618569,2.5
"linear",1,4,0.5,11,"K1_global","global",1,160,12,125,2.53071498328684,2.92878130096479,0.749199398989845,2.5
"linear",1,4,0.5,11,"K2_c10","local",10,64,31,125,3.22398592101784,3.93893816891902,0.629308876677424,2.5
"linear",1,4,0.5,11,"K2_c12","local",12,77,25,125,2.98938023148919,3.66386097962266,0.779929036983446,2.5
"linear",1,4,0.5,11,"K2_c14","local",14,90,22,125,2.70907152033597,3.3169115737176,0.656458004041261,2.5
"linear",1,4,0.5,12,"K1_global","global",1,160,12,125,2.47515521467529,2.9088510071201,0.850155163258207,2.5
"linear",1,4,0.5,12,"K2_c10","local",10,64,31,125,3.38016512199008,4.140324621462,0.68418877247384,2.5
"linear",1,4,0.5,12,"K2_c12","local",12,77,25,125,3.10228511925578,3.79728722111281,0.634324249156748,2.5
"linear",1,4,0.5,12,"K2_c14","local",14,90,22,125,2.89101541839649,3.44766479765652,0.66378192454198,2.5
"linear",1,5,0.25,1,"K1_global","global",1,160,12,125,2.02768747949561,2.45599309901332,0.393348512861162,1.25
"linear",1,5,0.25,1,"K2_c10","local",10,64,31,125,2.74484650351133,3.36021489244904,0.423077577936206,1.25
"linear",1,5,0.25,1,"K2_c12","local",12,77,25,125,2.61200260487258,3.12657249704711,0.470274027044846,1.25
"linear",1,5,0.25,1,"K2_c14","local",14,90,22,125,2.34846475851761,2.83134121895356,0.419804143492771,1.25
"linear",1,5,0.25,2,"K1_global","global",1,160,12,125,2.15709767914176,2.6046470861433,0.398165150097566,1.25
"linear",1,5,0.25,2,"K2_c10","local",10,64,31,125,2.86934154223775,3.56420764868504,0.418579425227448,1.25
"linear",1,5,0.25,2,"K2_c12","local",12,77,25,125,2.92467786045577,3.5003900600051,0.452624673012381,1.25
"linear",1,5,0.25,2,"K2_c14","local",14,90,22,125,2.41543089197536,2.93671608981238,0.391662463978584,1.25
"linear",1,5,0.25,3,"K1_global","global",1,160,12,125,1.9769132288069,2.43942323752828,0.401989823189127,1.25
"linear",1,5,0.25,3,"K2_c10","local",10,64,31,125,2.77098113804899,3.37873456641849,0.449491511420129,1.25
"linear",1,5,0.25,3,"K2_c12","local",12,77,25,125,2.78536446353564,3.38421982617727,0.497405192089577,1.25
"linear",1,5,0.25,3,"K2_c14","local",14,90,22,125,2.45045714783577,2.94981492731944,0.484082931469651,1.25
"linear",1,5,0.25,4,"K1_global","global",1,160,12,125,2.1117354551428,2.52958114308534,0.375175365875108,1.25
"linear",1,5,0.25,4,"K2_c10","local",10,64,31,125,2.89003414162183,3.52346643778528,0.45815118421319,1.25
"linear",1,5,0.25,4,"K2_c12","local",12,77,25,125,2.89808029345896,3.49990646095067,0.49316444806003,1.25
"linear",1,5,0.25,4,"K2_c14","local",14,90,22,125,2.39315010335064,2.89406122999815,0.409167989656347,1.25
"linear",1,5,0.25,5,"K1_global","global",1,160,12,125,2.04410766351402,2.48159935986534,0.56557825967129,1.25
"linear",1,5,0.25,5,"K2_c10","local",10,64,31,125,2.86669962648751,3.45770815299706,0.533592104733791,1.25
"linear",1,5,0.25,5,"K2_c12","local",12,77,25,125,2.81033488665762,3.38621388784135,0.517807644424357,1.25
"linear",1,5,0.25,5,"K2_c14","local",14,90,22,125,2.47054069984304,2.97427241573206,0.503289197954485,1.25
"linear",1,5,0.25,6,"K1_global","global",1,160,12,125,2.04193906072962,2.42290922014721,0.629769787000889,1.25
"linear",1,5,0.25,6,"K2_c10","local",10,64,31,125,2.96953344549382,3.58704054818584,0.725990919150924,1.25
"linear",1,5,0.25,6,"K2_c12","local",12,77,25,125,2.89060521016239,3.45727237664054,0.58048929837481,1.25
"linear",1,5,0.25,6,"K2_c14","local",14,90,22,125,2.4641768018462,2.94709517105608,0.68612445420711,1.25
"linear",1,5,0.25,7,"K1_global","global",1,160,12,125,1.99357149783489,2.39540337723211,0.553993390198063,1.25
"linear",1,5,0.25,7,"K2_c10","local",10,64,31,125,2.76118345671134,3.40224094479323,0.606262928849656,1.25
"linear",1,5,0.25,7,"K2_c12","local",12,77,25,125,2.72369030250707,3.27780299090382,0.651911173943058,1.25
"linear",1,5,0.25,7,"K2_c14","local",14,90,22,125,2.43524538244885,2.92665792755682,0.643790374815567,1.25
"linear",1,5,0.25,8,"K1_global","global",1,160,12,125,1.96251050497789,2.38263693128618,0.473059953293456,1.25
"linear",1,5,0.25,8,"K2_c10","local",10,64,31,125,2.76341333985406,3.36227750021513,0.477722451797808,1.25
"linear",1,5,0.25,8,"K2_c12","local",12,77,25,125,2.66209504305069,3.21276045368896,0.520652164228827,1.25
"linear",1,5,0.25,8,"K2_c14","local",14,90,22,125,2.38316905204223,2.88842732666038,0.500891926667347,1.25
"linear",1,5,0.25,9,"K1_global","global",1,160,12,125,2.01596869187563,2.41827697859002,0.549670236585852,1.25
"linear",1,5,0.25,9,"K2_c10","local",10,64,31,125,2.72991264815376,3.28448235355852,0.524324906843485,1.25
"linear",1,5,0.25,9,"K2_c12","local",12,77,25,125,2.63543848128652,3.22295494876207,0.431960156311241,1.25
"linear",1,5,0.25,9,"K2_c14","local",14,90,22,125,2.30148221653234,2.79060031606726,0.394086662630297,1.25
"linear",1,5,0.25,10,"K1_global","global",1,160,12,125,2.03863225239566,2.44042628003478,0.396156422046361,1.25
"linear",1,5,0.25,10,"K2_c10","local",10,64,31,125,2.95465305462881,3.62425348095119,0.475129859247384,1.25
"linear",1,5,0.25,10,"K2_c12","local",12,77,25,125,2.81106552937055,3.40809388488023,0.56056158965132,1.25
"linear",1,5,0.25,10,"K2_c14","local",14,90,22,125,2.42257904757832,2.97048400589442,0.452075344114142,1.25
"linear",1,5,0.25,11,"K1_global","global",1,160,12,125,2.1106673857103,2.53558257197456,0.405305614494221,1.25
"linear",1,5,0.25,11,"K2_c10","local",10,64,31,125,2.96186739820696,3.56232427943656,0.55493735830221,1.25
"linear",1,5,0.25,11,"K2_c12","local",12,77,25,125,2.83160371104818,3.45231085063002,0.489516150646697,1.25
"linear",1,5,0.25,11,"K2_c14","local",14,90,22,125,2.5770478753548,3.09633306411776,0.466035086114186,1.25
"linear",1,5,0.25,12,"K1_global","global",1,160,12,125,1.98427659374828,2.43500163704315,0.427601987727647,1.25
"linear",1,5,0.25,12,"K2_c10","local",10,64,31,125,2.80204788167343,3.43512881782509,0.479074189868448,1.25
"linear",1,5,0.25,12,"K2_c12","local",12,77,25,125,2.75119978848743,3.42760965044125,0.408253827055297,1.25
"linear",1,5,0.25,12,"K2_c14","local",14,90,22,125,2.35246465880243,2.8926125309581,0.383265501914513,1.25
"linear",1,6,0.1,1,"K1_global","global",1,160,12,125,1.77813512215371,2.18908975971428,0.350374861587974,0.5
"linear",1,6,0.1,1,"K2_c10","local",10,64,31,125,2.63254830119855,3.22094937865132,0.410831932063095,0.5
"linear",1,6,0.1,1,"K2_c12","local",12,77,25,125,2.50400354419164,3.04976146940884,0.458108735755643,0.5
"linear",1,6,0.1,1,"K2_c14","local",14,90,22,125,2.16454700588283,2.64479514416501,0.405132162878272,0.5
"linear",1,6,0.1,2,"K1_global","global",1,160,12,125,1.83604464422308,2.2180020903055,0.296829219872313,0.5
"linear",1,6,0.1,2,"K2_c10","local",10,64,31,125,2.55260753119889,3.11063227377722,0.449854361367823,0.5
"linear",1,6,0.1,2,"K2_c12","local",12,77,25,125,2.53004541124536,3.07609940611733,0.479113973195041,0.5
"linear",1,6,0.1,2,"K2_c14","local",14,90,22,125,2.1322245763931,2.57668490658859,0.337140099207643,0.5
"linear",1,6,0.1,3,"K1_global","global",1,160,12,125,1.86432379281379,2.27432312031434,0.308025068536074,0.5
"linear",1,6,0.1,3,"K2_c10","local",10,64,31,125,2.501386603088,3.06962616451703,0.396665804321253,0.5
"linear",1,6,0.1,3,"K2_c12","local",12,77,25,125,2.57382828574807,3.10417453587631,0.449135035179071,0.5
"linear",1,6,0.1,3,"K2_c14","local",14,90,22,125,2.25555676627515,2.73582130063641,0.370035199059318,0.5
"linear",1,6,0.1,4,"K1_global","global",1,160,12,125,1.89845019862417,2.29615665297884,0.342357738060239,0.5
"linear",1,6,0.1,4,"K2_c10","local",10,64,31,125,2.68732985762724,3.27306969806544,0.455276395905518,0.5
"linear",1,6,0.1,4,"K2_c12","local",12,77,25,125,2.54595534315791,3.12437314321507,0.480894557512101,0.5
"linear",1,6,0.1,4,"K2_c14","local",14,90,22,125,2.22969907390361,2.69600123986375,0.429805785842445,0.5
"linear",1,6,0.1,5,"K1_global","global",1,160,12,125,1.82153484625237,2.20432350308474,0.290239905859291,0.5
"linear",1,6,0.1,5,"K2_c10","local",10,64,31,125,2.65389070790652,3.24113895058979,0.456156948528303,0.5
"linear",1,6,0.1,5,"K2_c12","local",12,77,25,125,2.55303681623715,3.11944025377757,0.47649546031853,0.5
"linear",1,6,0.1,5,"K2_c14","local",14,90,22,125,2.26145576847465,2.7136839147523,0.436141798963215,0.5
"linear",1,6,0.1,6,"K1_global","global",1,160,12,125,1.89242856311596,2.30043018615486,0.333491498146263,0.5
"linear",1,6,0.1,6,"K2_c10","local",10,64,31,125,2.66936538890881,3.27962263948259,0.403740211389242,0.5
"linear",1,6,0.1,6,"K2_c12","local",12,77,25,125,2.57735220047524,3.1246800543266,0.462456661280104,0.5
"linear",1,6,0.1,6,"K2_c14","local",14,90,22,125,2.25252369509374,2.71722111796189,0.415001102830085,0.5
"linear",1,6,0.1,7,"K1_global","global",1,160,12,125,1.90124036314712,2.30962749656225,0.323978489616612,0.5
"linear",1,6,0.1,7,"K2_c10","local",10,64,31,125,2.56140277264012,3.15823717091563,0.417084667897102,0.5
"linear",1,6,0.1,7,"K2_c12","local",12,77,25,125,2.56896517203469,3.11779424835461,0.45124657640058,0.5
"linear",1,6,0.1,7,"K2_c14","local",14,90,22,125,2.19755998561484,2.68307324941736,0.37748600075662,0.5
"linear",1,6,0.1,8,"K1_global","global",1,160,12,125,1.79553817537565,2.2034308859834,0.293436251330626,0.5
"linear",1,6,0.1,8,"K2_c10","local",10,64,31,125,2.59811082462185,3.1876360459251,0.396948902208054,0.5
