"config_id","n","pilot_id","eta","T","val_loss","seed_data","seed_split"
"IHT_n1200_h2051495b",1200,13,0.02,400,1.10979894046628,20680520,20780520
"IHT_n1200_h2051495b",1200,14,0.02,400,2.28436004558681,20680521,20780521
"IHT_n1200_h2051495b",1200,15,0.02,400,1.00615695796756,20680522,20780522
"IHT_n1200_h2051495b",1200,1,0.005,800,1.1724821846502,20680508,20780508
"IHT_n1200_h2051495b",1200,2,0.005,800,0.915788089386315,20680509,20780509
"IHT_n1200_h2051495b",1200,3,0.005,800,1.04102106471319,20680510,20780510
"IHT_n1200_h2051495b",1200,4,0.005,800,0.876082874608227,20680511,20780511
"IHT_n1200_h2051495b",1200,5,0.005,800,1.505412736415,20680512,20780512
"IHT_n1200_h2051495b",1200,6,0.005,800,0.946382377945908,20680513,20780513
"IHT_n1200_h2051495b",1200,7,0.005,800,1.02295286905856,20680514,20780514
"IHT_n1200_h2051495b",1200,8,0.005,800,0.937347315744041,20680515,20780515
"IHT_n1200_h2051495b",1200,9,0.005,800,0.733683244246566,20680516,20780516
"IHT_n1200_h2051495b",1200,10,0.005,800,1.08554158500681,20680517,20780517
"IHT_n1200_h2051495b",1200,11,0.005,800,0.958784836761013,20680518,20780518
"IHT_n1200_h2051495b",1200,12,0.005,800,1.42206482541079,20680519,20780519
"IHT_n1200_h2051495b",1200,13,0.005,800,0.988531202396009,20680520,20780520
"IHT_n1200_h2051495b",1200,14,0.005,800,2.33093823022713,20680521,20780521
"IHT_n1200_h2051495b",1200,15,0.005,800,1.05519456516905,20680522,20780522
"IHT_n1200_h2051495b",1200,1,0.01,800,1.13666308271244,20680508,20780508
"IHT_n1200_h2051495b",1200,2,0.01,800,1.0795888293465,20680509,20780509
"IHT_n1200_h2051495b",1200,3,0.01,800,1.04066504434648,20680510,20780510
"IHT_n1200_h2051495b",1200,4,0.01,800,0.967263331753832,20680511,20780511
"IHT_n1200_h2051495b",1200,5,0.01,800,1.50768116005036,20680512,20780512
"IHT_n1200_h2051495b",1200,6,0.01,800,1.06556291621055,20680513,20780513
"IHT_n1200_h2051495b",1200,7,0.01,800,1.11083578228212,20680514,20780514
"IHT_n1200_h2051495b",1200,8,0.01,800,0.93684742359436,20680515,20780515
"IHT_n1200_h2051495b",1200,9,0.01,800,0.733641789027419,20680516,20780516
"IHT_n1200_h2051495b",1200,10,0.01,800,1.08598050486219,20680517,20780517
"IHT_n1200_h2051495b",1200,11,0.01,800,0.958748614552329,20680518,20780518
"IHT_n1200_h2051495b",1200,12,0.01,800,1.42211419888935,20680519,20780519
"IHT_n1200_h2051495b",1200,13,0.01,800,0.988432724419228,20680520,20780520
"IHT_n1200_h2051495b",1200,14,0.01,800,2.2843600473894,20680521,20780521
"IHT_n1200_h2051495b",1200,15,0.01,800,0.933641800958043,20680522,20780522
"IHT_n1200_h2051495b",1200,1,0.02,800,1.13666155745391,20680508,20780508
